onset	duration	trial_type	TrialType	Stimulus	SSD	Response	RT	CorrectGo	SuccStop
225.25	1.5	successful stop	1	0	0.25	0	0.0	0	1
228.0	1.5	go	0	0	0.0	50	0.468	1	0
231.25	1.5	go	0	0	0.0	50	0.298	1	0
234.875	1.5	go	0	1	0.0	49	0.393	1	0
239.875	1.5	successful stop	1	0	0.2	0	0.0	0	1
245.125	1.5	go	0	1	0.0	49	0.327	1	0
247.875	1.5	go	0	1	0.0	49	0.505	1	0
250.25	1.5	go	0	0	0.0	50	0.61	1	0
252.875	1.5	go	0	1	0.0	49	0.497	1	0
256.25	1.5	failed stop	1	0	0.2	50	0.634	1	0
258.25	1.5	successful stop	1	0	0.25	0	0.0	0	1
262.0	1.5	go	0	0	0.0	50	0.476	1	0
265.5	1.5	go	0	1	0.0	49	0.368	1	0
268.75	1.5	go	0	1	0.0	49	0.446	1	0
270.875	1.5	go	0	1	0.0	49	0.381	1	0
272.875	1.5	go	0	0	0.0	50	0.441	1	0
275.625	1.5	go	0	0	0.0	50	0.659	1	0
278.75	1.5	failed stop	1	1	0.15	49	0.286	1	0
281.625	1.5	failed stop	1	1	0.3	49	0.315	1	0
286.625	1.5	go	0	0	0.0	50	0.753	1	0
288.875	1.5	go	0	1	0.0	49	0.362	1	0
291.125	1.5	go	0	0	0.0	50	0.343	1	0
293.125	1.5	go	0	0	0.0	50	0.419	1	0
296.625	1.5	go	0	0	0.0	50	0.42	1	0
299.0	1.5	failed stop	1	1	0.3	49	0.292	1	0
302.625	1.5	go	0	1	0.0	49	0.387	1	0
305.0	1.5	go	0	0	0.0	50	0.34	1	0
309.625	1.5	junk	0	0	0.0	49	0.251	0	0
311.875	1.5	failed stop	1	1	0.25	49	0.409	1	0
314.5	1.5	go	0	1	0.0	49	0.352	1	0
317.375	1.5	go	0	1	0.0	49	0.435	1	0
319.375	1.5	go	0	0	0.0	50	0.42	1	0
321.75	1.5	go	0	1	0.0	49	0.326	1	0
323.75	1.5	failed stop	1	0	0.25	50	0.358	1	0
326.5	1.5	go	0	0	0.0	50	0.489	1	0
328.5	1.5	go	0	1	0.0	49	0.4	1	0
332.125	1.5	successful stop	1	0	0.1	0	0.0	0	1
334.375	1.5	go	0	1	0.0	49	0.356	1	0
336.5	1.5	go	0	1	0.0	49	0.568	1	0
340.0	1.5	failed stop	1	0	0.25	50	0.397	1	0
342.0	1.5	go	0	0	0.0	50	0.516	1	0
344.375	1.5	go	0	1	0.0	49	0.364	1	0
347.0	1.5	go	0	0	0.0	50	0.596	1	0
349.625	1.5	go	0	1	0.0	49	0.379	1	0
354.375	1.5	failed stop	1	0	0.2	50	0.404	1	0
358.875	1.5	go	0	1	0.0	49	0.345	1	0
