101.0147	100.7832	103.0708	107.2173	124.7277	131.5015
102.3850	84.4978	112.9636	120.6540	113.3079	125.4325
81.3612	92.7003	106.7576	111.9025	123.5168	113.1307
96.5879	100.1022	115.2801	129.2104	137.2092	109.3156
99.5199	93.8747	109.3526	119.2292	120.8149	124.5099
114.8304	112.2099	107.2735	115.2421	128.7090	131.0979
95.7492	87.2476	98.1534	116.4598	102.1347	123.4761
95.4643	114.9925	96.8196	95.6823	115.8036	131.3476
110.6992	95.9067	114.7026	103.8857	112.5117	130.6759
107.1815	95.0062	114.7490	96.3150	117.9734	113.6575
91.9230	92.2392	115.5363	120.5387	113.0880	128.7558
102.6127	103.7155	131.5817	106.5912	120.1431	121.1761
96.2822	106.5941	107.0560	106.3957	121.2423	136.8233
109.4277	107.0304	102.6460	116.8643	130.8464	136.9119
103.5969	101.3564	107.9725	122.7205	126.8635	107.4230
106.5862	112.1129	101.1281	107.3502	112.4284	118.1974
85.8325	108.1309	102.1428	114.2962	115.0243	127.5518
89.8938	107.4527	113.8978	123.2759	139.6777	104.0790
103.2031	97.9084	90.7494	123.4163	133.3220	121.0837
102.1092	104.3592	114.3420	123.8054	123.4494	128.4577
112.5974	103.3534	119.2306	106.7800	136.0708	132.3783
95.9624	83.8545	109.9969	103.1819	122.9963	139.5117
101.6006	103.2199	113.4221	117.8565	96.3714	127.4094
106.2028	102.4066	119.7856	113.7233	127.6700	147.7311
99.0361	85.5787	106.6341	97.7411	126.1124	138.0935
106.9588	108.2031	103.5507	130.7565	127.5328	127.8447
102.0486	106.1163	114.5222	108.8667	135.2525	126.5234
106.0005	100.6643	113.7492	92.1825	108.8170	124.6859
86.7753	129.3941	93.3192	118.4590	136.5577	129.8129
96.8977	99.4786	116.7326	106.9973	118.8051	131.9120
96.9212	105.8751	106.9591	105.3020	131.8915	138.9307
96.8330	102.3442	108.2210	120.3880	110.9470	124.1147
102.6296	111.4204	82.1916	119.0340	123.4585	135.0773
94.7374	99.8165	122.0252	99.3684	136.2909	150.5589
104.7745	113.1410	95.1042	108.0544	130.5786	128.6182
98.1857	107.3287	115.0698	112.0690	119.7105	124.6369
89.4772	108.2359	128.0359	132.3196	105.2360	130.7063
106.7550	100.8949	100.3580	101.7919	115.5530	128.5001
98.4194	98.8907	97.5084	118.5072	130.6654	115.7308
104.4843	86.2052	103.4253	122.2960	108.8223	118.9556
114.1797	97.6716	101.4606	120.7585	139.5473	122.6033
107.6874	118.4577	113.2555	112.3008	111.2367	110.7479
111.1170	106.8096	123.3280	124.8893	113.8303	113.1311
104.1267	98.6749	113.7669	107.6885	111.3877	123.5901
109.3410	108.0654	121.7838	102.6644	109.4292	124.1084
121.6570	111.7429	99.3339	114.2386	122.2071	119.3131
106.1327	103.4355	107.0067	127.6026	102.9034	115.3819
91.8269	96.5232	102.7125	119.8848	130.9653	134.1604
89.8044	103.9258	114.5227	117.4000	133.0575	118.2467
101.5632	101.0677	112.5108	104.2110	110.7106	117.6989
94.3633	120.4792	121.7540	112.8735	121.7293	109.0556
98.2071	106.5961	121.4568	118.2680	124.3289	127.9776
102.6900	91.0324	105.8324	129.3489	128.2390	129.9423
100.6672	111.5944	100.5511	99.1994	116.1791	130.3792
101.0783	115.1396	113.5145	115.4484	133.2748	136.3238
99.0191	93.9695	100.9264	113.3855	116.3319	141.5776
83.1987	104.3574	99.3377	116.1680	123.8226	120.9510
105.3048	103.0137	108.2060	110.8211	126.5082	126.3850
115.7324	117.7002	115.5377	93.4056	105.1567	134.8625
95.2436	107.3484	103.6952	120.1789	129.5799	112.9037
91.8643	88.3627	112.3341	98.3472	116.3392	130.1961
120.5809	108.6842	122.5288	117.5916	123.0924	122.8908
96.1673	116.7438	113.7467	118.3630	113.9182	121.5496
120.6749	104.3250	123.2617	109.7975	128.0154	127.8980
95.9629	111.4856	94.5656	120.7462	127.8690	127.7307
113.1092	104.3190	108.5086	118.5504	128.6771	130.6984
97.7339	95.0477	116.6348	107.1043	111.8172	118.4536
100.5771	97.0370	98.6431	108.4116	118.1667	129.5428
100.6727	94.1954	112.2866	118.2276	115.4504	117.0375
92.0337	99.6819	132.1424	106.1093	122.6600	117.8590
94.9402	97.9386	118.0120	118.7911	118.7066	130.0293
107.4347	96.4928	115.4725	107.8237	128.3794	132.4020
104.0370	102.9007	104.7389	112.3637	127.6915	118.1767
100.4967	87.5237	112.6037	104.6447	106.8186	130.1871
102.1034	100.5662	106.9790	137.7103	118.0586	122.9878
106.5231	105.8721	119.8743	117.7745	127.6109	129.4333
106.4530	104.5735	112.2253	112.2896	126.0417	111.5396
107.2614	114.9803	117.4176	113.9590	125.0523	117.2342
108.3710	94.0078	115.9373	120.3266	124.0673	120.5292
107.6017	86.6274	117.7722	116.9144	130.5096	127.0005
118.3819	95.5818	116.0941	106.1400	118.7361	132.4237
106.2543	125.7954	106.4859	127.8600	117.4570	117.9910
83.7705	106.6267	104.7869	123.4752	114.7160	120.2340
103.5466	122.2122	99.1135	125.1761	128.7411	122.7905
106.7542	102.1572	133.7139	113.8790	120.8041	121.7421
83.0655	102.3685	112.3204	130.0092	124.9196	123.1062
100.5994	108.2734	106.2103	121.8224	136.2509	121.3685
112.0753	113.7633	115.3724	116.1193	123.3778	122.8261
118.3687	97.8160	121.3494	130.4972	116.7687	136.6585
101.4398	105.6236	109.2544	98.8627	125.4792	139.4355
92.9528	113.4734	109.1479	104.0731	129.9789	141.8604
92.0575	107.1580	95.6026	114.5799	124.8607	142.5291
115.5757	121.4250	104.7291	112.5483	103.3569	117.8484
85.4817	108.6554	103.0301	103.9858	116.4459	113.1512
103.0902	107.8445	106.8429	107.6932	106.6056	130.5536
102.2872	109.6432	106.9356	112.8208	134.4200	118.9942
96.8736	112.4389	113.0291	94.5338	103.1211	118.3917
109.1030	111.7167	115.1952	121.2774	110.3106	131.0105
