onset	duration	weight	trial_type
357.4191	1	1.0	Incorrect_Task
359.0572	1	1.0	Incorrect_Task
360.6953	1	1.0	Correct_Task
362.3334	1	1.0	Correct_Task
363.9716	1	1.0	Correct_Task
365.6097	1	1.0	Correct_Task
383.5133	1	1.0	Response_Control
385.1514	1	1.0	Response_Control
386.7895	1	1.0	Response_Control
388.4277	1	1.0	Response_Control
390.0658	1	1.0	Response_Control
391.7039	1	1.0	Response_Control
393.342	1	1.0	No_Response_Control
394.9802	1	1.0	Response_Control
396.6183	1	1.0	Response_Control
398.2564	1	1.0	No_Response_Control
416.1766	1	1.0	Correct_Task
417.8147	1	1.0	Incorrect_Task
419.4528	1	1.0	Correct_Task
421.0909	1	1.0	No_Response_Task
422.7291	1	1.0	Correct_Task
424.3672	1	1.0	Correct_Task
426.0053	1	1.0	No_Response_Task
427.6435	1	1.0	Correct_Task
429.2816	1	1.0	No_Response_Task
430.9197	1	1.0	Correct_Task
448.8233	1	1.0	Response_Control
450.4614	1	1.0	Response_Control
452.0995	1	1.0	Response_Control
453.7377	1	1.0	Response_Control
455.3758	1	1.0	No_Response_Control
457.0139	1	1.0	Response_Control
458.6521	1	1.0	No_Response_Control
460.2902	1	1.0	Response_Control
461.9283	1	1.0	Response_Control
463.5664	1	1.0	No_Response_Control
481.4866	1	1.0	Correct_Task
483.1247	1	1.0	Correct_Task
484.7628	1	1.0	Correct_Task
486.401	1	1.0	No_Response_Task
488.0391	1	1.0	Correct_Task
489.6772	1	1.0	Incorrect_Task
491.3153	1	1.0	Correct_Task
492.9535	1	1.0	Correct_Task
494.5916	1	1.0	No_Response_Task
496.2297	1	1.0	Correct_Task
514.1333	1	1.0	Response_Control
515.7714	1	1.0	Response_Control
517.4096	1	1.0	Response_Control
519.0477	1	1.0	No_Response_Control
520.6858	1	1.0	Response_Control
522.3239	1	1.0	Response_Control
523.9621	1	1.0	Response_Control
525.6002	1	1.0	Response_Control
527.2383	1	1.0	Response_Control
528.8765	1	1.0	No_Response_Control
