onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
137.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	484	n/a
140.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	459	n/a
142.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	506	n/a
150.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	678	n/a
152.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	398	n/a
155.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	516	n/a
157.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	387	n/a
160.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	393	n/a
162.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	465	n/a
165.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	415	n/a
167.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	398	n/a
170.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	478	n/a
172.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	412	n/a
175.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	507	n/a
177.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	361	n/a
185.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	702	n/a
187.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	397	n/a
190.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	356	n/a
192.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	467	n/a
195.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	514	n/a
197.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	353	n/a
200.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	471	n/a
202.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	383	n/a
210.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	587	n/a
212.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	419	n/a
215.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	449	n/a
217.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	384	n/a
225.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	692	n/a
227.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	348	n/a
230.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	394	n/a
232.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	425	n/a
235.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	505	n/a
237.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	367	n/a
240.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	542	n/a
242.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	420	n/a
245.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	460	n/a
247.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	386	n/a
250.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	401	n/a
252.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	416	n/a
260.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	565	n/a
262.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	419	n/a
270.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	512	n/a
272.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	384	n/a
275.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	750	n/a
277.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	406	n/a
285.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	634	n/a
287.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	489	n/a
290.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	840	n/a
292.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	487	n/a
295.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	533	n/a
297.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	581	n/a
