index	name	hemisphere
93	Optic radiation LH	n/a
94	Inferior frontal sulcus anterior LH	n/a
95	Hippocampus posterior	n/a
96	Cerebellum IV	n/a
97	Superior occipital gyrus RH	n/a
98	Forceps minor RH	n/a
99	Precentral sulcus superior	n/a
100	Central sulcus middle	n/a
101	Internal capsule anterior horn RH	n/a
102	Posterior cingulate cortex inferior	n/a
103	Lateral ventricles middle	n/a
104	Frontal pole inferior	n/a
105	Putamen anterior	n/a
106	Intraparietal sulcus posterior LH	n/a
107	Occipital pole middle	n/a
108	Middle temporal gyrus posterior	n/a
109	Angular gyrus RH	n/a
110	Insula anterior	n/a
111	Retrosplenial cortex	n/a
112	Inferior occipital gyrus posterior	n/a
113	Lateral occipital cortex anterior	n/a
114	Corona radiata	n/a
115	Superior parts of central and postcentral sulci LH	n/a
116	Superior frontal gyrus medial mid-posterior	n/a
117	Collateral sulcus middle	n/a
118	Intraparietal sulcus inferior RH	n/a
119	Calcarine sulcus posterior	n/a
120	Lateral occipital cortex superior	n/a
121	Dorsomedial prefrontal cortex	n/a
122	Occipital pole superior	n/a
123	Callosomarginal sulcus	n/a
124	Intraparietal sulcus posterior RH	n/a
125	Hippocampal fissure	n/a
126	Angular gyrus posterior RH	n/a
127	Angular gyrus posterior LH	n/a
128	Parieto-occipital sulcus mid-anterior	n/a
129	Precentral sulcus RH	n/a
130	Pons superior	n/a
131	Suborbital cortex medial	n/a
132	Insula antero-inferior	n/a
133	Thalamus medial	n/a
134	Middle temporal gyrus anterior RH	n/a
135	Superior corona radiata RH	n/a
136	Cerebrospinal fluid (between middle frontal gyrus posterior and skull)	n/a
137	Paracentral lobule posterior	n/a
138	Pons inferior	n/a
139	Calcarine sulcus middle	n/a
140	Lateral ventricles posterior horns	n/a
141	Inferior frontal gyrus anterior LH	n/a
142	Central and postcentral sulci superior	n/a
143	Cerebellum Crus I posterior	n/a
144	Inferior frontal sulcus anterior RH	n/a
145	Angular gyrus superior LH	n/a
146	Intermediate primus of Jensen RH	n/a
147	Cerebellum Crus I lateral RH	n/a
148	Lateral fissure anterior	n/a
149	Anterior cingulate cortex inferior	n/a
150	Cerebrospinal fluid (between precentral gyrus and skull)	n/a
151	Parieto-occipital sulcus anterior	n/a
152	Precentral gyrus superior	n/a
153	Cerebrospinal fluid (between parieto-occipital sulcus and skull)	n/a
154	Cerebellum V	n/a
155	Fusiform gyrus LH	n/a
156	Cerebellum Crus II	n/a
157	Corona radiata anterior RH	n/a
158	Thalamus lateral	n/a
159	Inferior occipital sulcus	n/a
160	Superior temporal sulcus posterior LH	n/a
161	Cerebellum VI superior LH	n/a
162	Angular gyrus inferior RH	n/a
163	Superior temporal gyrus medial	n/a
164	Middle temporal gyrus anterior LH	n/a
165	Fluid between cerebellum and pons	n/a
166	Angular gyrus superior	n/a
167	Planum temporale LH	n/a
168	Hippocampus anterior	n/a
169	Fornix anterior	n/a
170	Temporal pole	n/a
171	Precentral sulcus inferior LH	n/a
172	Cerebellum Crus I anterior LH	n/a
173	Cerebellum VI anterior	n/a
174	Middle frontal gyrus posterior LH	n/a
175	Cerebrospinal fluid (between middle frontal gyrus anterior and skull)	n/a
176	Anterior cingulate cortex superior	n/a
177	Angular gyrus anterior LH	n/a
178	Posterior cingulate	n/a
179	Cerebellum Crus II	n/a
180	Cerebrospinal fluid (between precentral gyrus superior and skull)	n/a
181	Cerebellum VI	n/a
182	Cerebrospinal fluid (between superior frontal gyrus posterior and skull)	n/a
183	Intraparietal sulcus LH	n/a
184	Cuneus superior	n/a
185	Frontal pole lateral LH	n/a
186	Superior temporal sulcus RH	n/a
187	Cerebellum VIIb	n/a
188	Posterior cingulate cortex superior	n/a
189	Superior parietal lobule anterior	n/a
190	Insula posterior inferior	n/a
191	Central opercular cortex	n/a
192	Middle frontal gyrus posterior RH	n/a
193	Lingual gyrus lateral	n/a
194	Lateral occipital cortex	n/a
195	Lingual gyrus medial	n/a
196	Superior frontal gyrus posterior RH	n/a
197	Parieto-occipital sulcus mid-posterior	n/a
198	Cerebrospinal fluid (between paracentral lobule and skull)	n/a
199	Putamen and globus pallidus	n/a
200	Cerebellum V	n/a
201	Cingulate sulcus posterior	n/a
202	Cerebrospinal fluid (between middle frontal gyrus and skull RH)	n/a
203	Fusiform gyrus RH	n/a
204	Planum temporale RH	n/a
205	Pericallosal sulcus middle	n/a
206	Thalamus inferior	n/a
207	Middle frontal gyrus posterior	n/a
208	Superior parietal lobule middle	n/a
209	Cerebellum Crus I posterior LH	n/a
210	Precentral sulcus inferior RH	n/a
211	Cerebellum VI RH	n/a
212	Inferior temporal sulcus posterior LH	n/a
213	Lingual gyrus anterior	n/a
214	Middle frontal gyrus anterior	n/a
215	Superior parietal lobule posterior	n/a
216	Parieto-occipital sulcus posterior	n/a
217	Superior temporal gyrus anterior	n/a
218	Precuneus inferior	n/a
219	Paracentral lobule	n/a
220	Thalamic radiation mid-posterior	n/a
221	Precentral sulcus superior LH	n/a
222	Calcarine sulcus mid-anterior	n/a
223	Cerebellum VI superior	n/a
224	Putamen superior	n/a
225	Middle temporal gyrus middle RH	n/a
226	Insula antero-superior	n/a
227	Parietal operculum LH	n/a
228	Thalamus superior	n/a
229	Dorsomedial prefrontal cortex posterior	n/a
230	Angular sulcus inferior RH	n/a
231	Corona radiata posterior LH	n/a
232	Pars opercularis	n/a
233	Cerebellum VI anterior	n/a
234	Superior occipital sulcus LH	n/a
235	Dorsomedial prefrontal cortex anterior	n/a
236	Pars orbitalis RH	n/a
237	Occipitotemporal gyrus anterior	n/a
238	Calcarine sulcus anterior	n/a
239	Precentral gyrus middle	n/a
240	Lateral occipital cortex inferior	n/a
241	Precuneus posterior	n/a
242	Anterior horizontal ramus lateral fissure RH	n/a
243	Postcentral sulcus middle RH	n/a
244	Ventromedial prefrontal cortex anterior	n/a
245	Cerebrospinal fluid (between middle frontal gyrus RH and skull)	n/a
246	Cerebrospinal fluid (between precentral and postcentral gyri LH and skull)	n/a
247	Superior longitudinal fasciculus I posterior RH	n/a
248	Superior frontal sulcus RH	n/a
249	Forceps major RH	n/a
250	Superior longitudinal fasciculus II LH	n/a
251	Supramarginal gyrus anterior LH	n/a
252	Callosomarginal sulcus inferior	n/a
253	Superior temporal sulcus posterior RH	n/a
254	Superior longitudinal fasciculus I LH	n/a
255	Parietal operculum RH	n/a
256	Precuneus superior	n/a
