name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
E87	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E88	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E89	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E90	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E91	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E92	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E93	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E94	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E95	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E96	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E97	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E98	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E99	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E100	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E101	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E102	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E103	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E104	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E105	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E106	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E107	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E108	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E109	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E110	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E111	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E112	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E113	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E114	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E115	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E116	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E117	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E118	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E119	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E120	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E121	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E122	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E123	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E124	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E125	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E126	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E127	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
E128	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
Cz	EEG	µV	0.0	5.0	ElectroEncephaloGram	10.0	good	n/a
