onset	duration	sample	event_type	face_type	repetition_type	trigger	stim_file
47.2780000000	n/a	11819.5	show_face	unfamiliar_face	immediate_repeat	14	u046.bmp
48.2307272727	n/a	12057.6818	show_circle	n/a	n/a	0	circle.bmp
49.9307272727	n/a	12482.6818	show_cross	n/a	n/a	n/a	cross.bmp
50.3852727273	n/a	12596.3182	show_face	unfamiliar_face	delayed_repeat	15	u082.bmp
51.2643636364	n/a	12816.0909	show_circle	n/a	n/a	0	circle.bmp
52.9643636364	n/a	13241.0909	show_cross	n/a	n/a	n/a	cross.bmp
53.4425454545	n/a	13360.6364	show_face	famous_face	first_show	5	f120.bmp
54.1289090909	n/a	13532.2273	right_press	n/a	n/a	4096	n/a
54.3634545455	n/a	13590.8636	show_circle	n/a	n/a	0	circle.bmp
56.0634545455	n/a	14015.8636	show_cross	n/a	n/a	n/a	cross.bmp
56.6834545455	n/a	14170.8636	show_face	famous_face	immediate_repeat	6	f120.bmp
57.6080000000	n/a	14402	right_press	n/a	n/a	4096	n/a
57.6707272727	n/a	14417.6818	show_circle	n/a	n/a	0	circle.bmp
59.3707272727	n/a	14842.6818	show_cross	n/a	n/a	n/a	cross.bmp
59.9570909091	n/a	14989.2727	show_face	famous_face	delayed_repeat	7	f088.bmp
60.7761818182	n/a	15194.0455	right_press	n/a	n/a	4096	n/a
60.8180000000	n/a	15204.5	show_circle	n/a	n/a	0	circle.bmp
62.5180000000	n/a	15629.5	show_cross	n/a	n/a	n/a	cross.bmp
63.0980000000	n/a	15774.5	show_face	scrambled_face	first_show	17	s075.bmp
63.9316363636	n/a	15982.9091	show_circle	n/a	n/a	0	circle.bmp
64.0298181818	n/a	16007.4545	right_press	n/a	n/a	4096	n/a
65.6316363636	n/a	16407.9091	show_cross	n/a	n/a	n/a	cross.bmp
66.2552727273	n/a	16563.8182	show_face	scrambled_face	immediate_repeat	18	s075.bmp
66.9316363636	n/a	16732.9091	right_press	n/a	n/a	4096	n/a
67.1189090909	n/a	16779.7273	show_circle	n/a	n/a	0	circle.bmp
68.8189090909	n/a	17204.7273	show_cross	n/a	n/a	n/a	cross.bmp
69.3289090909	n/a	17332.2273	show_face	famous_face	delayed_repeat	7	f022.bmp
70.0034545455	n/a	17500.8636	right_press	n/a	n/a	4096	n/a
70.2261818182	n/a	17556.5455	show_circle	n/a	n/a	0	circle.bmp
71.9261818182	n/a	17981.5455	show_cross	n/a	n/a	n/a	cross.bmp
72.5198181818	n/a	18129.9545	show_face	scrambled_face	first_show	17	s141.bmp
73.4461818182	n/a	18361.5455	show_circle	n/a	n/a	0	circle.bmp
75.1461818182	n/a	18786.5455	show_cross	n/a	n/a	n/a	cross.bmp
75.7434545455	n/a	18935.8636	show_face	unfamiliar_face	delayed_repeat	15	u011.bmp
76.7480000000	n/a	19187	show_circle	n/a	n/a	0	circle.bmp
78.4480000000	n/a	19612	show_cross	n/a	n/a	n/a	cross.bmp
78.9343636364	n/a	19733.5909	show_face	famous_face	first_show	5	f107.bmp
79.6470909091	n/a	19911.7727	right_press	n/a	n/a	4096	n/a
79.9134545455	n/a	19978.3636	show_circle	n/a	n/a	0	circle.bmp
81.6134545455	n/a	20403.3636	show_cross	n/a	n/a	n/a	cross.bmp
82.0916363636	n/a	20522.9091	show_face	unfamiliar_face	first_show	13	u060.bmp
82.6989090909	n/a	20674.7273	right_press	n/a	n/a	4096	n/a
82.9980000000	n/a	20749.5	show_circle	n/a	n/a	0	circle.bmp
84.6980000000	n/a	21174.5	show_cross	n/a	n/a	n/a	cross.bmp
85.3489090909	n/a	21337.2273	show_face	unfamiliar_face	immediate_repeat	14	u060.bmp
85.9625454545	n/a	21490.6364	right_press	n/a	n/a	4096	n/a
86.2180000000	n/a	21554.5	show_circle	n/a	n/a	0	circle.bmp
87.9180000000	n/a	21979.5	show_cross	n/a	n/a	n/a	cross.bmp
88.5398181818	n/a	22134.9545	show_face	scrambled_face	first_show	17	s007.bmp
89.4089090909	n/a	22352.2273	right_press	n/a	n/a	4096	n/a
89.4098181818	n/a	22352.4545	show_circle	n/a	n/a	0	circle.bmp
91.1098181818	n/a	22777.4545	show_cross	n/a	n/a	n/a	cross.bmp
91.5634545455	n/a	22890.8636	show_face	unfamiliar_face	first_show	13	u080.bmp
92.3298181818	n/a	23082.4545	right_press	n/a	n/a	4096	n/a
92.5725454545	n/a	23143.1364	show_circle	n/a	n/a	0	circle.bmp
94.2725454545	n/a	23568.1364	show_cross	n/a	n/a	n/a	cross.bmp
94.7543636364	n/a	23688.5909	show_face	famous_face	first_show	5	f144.bmp
95.4480000000	n/a	23862	right_press	n/a	n/a	4096	n/a
95.7634545455	n/a	23940.8636	show_circle	n/a	n/a	0	circle.bmp
97.4634545455	n/a	24365.8636	show_cross	n/a	n/a	n/a	cross.bmp
98.0789090909	n/a	24519.7273	show_face	scrambled_face	delayed_repeat	19	s141.bmp
98.8807272727	n/a	24720.1818	right_press	n/a	n/a	4096	n/a
99.0280000000	n/a	24757	show_circle	n/a	n/a	0	circle.bmp
100.7280000000	n/a	25182	show_cross	n/a	n/a	n/a	cross.bmp
101.2525454545	n/a	25313.1364	show_face	scrambled_face	first_show	17	s091.bmp
101.9198181818	n/a	25479.9545	right_press	n/a	n/a	4096	n/a
102.2243636364	n/a	25556.0909	show_circle	n/a	n/a	0	circle.bmp
103.9243636364	n/a	25981.0909	show_cross	n/a	n/a	n/a	cross.bmp
104.4434545455	n/a	26110.8636	show_face	famous_face	delayed_repeat	7	f107.bmp
105.2798181818	n/a	26319.9545	show_circle	n/a	n/a	0	circle.bmp
105.3116363636	n/a	26327.9091	right_press	n/a	n/a	4096	n/a
106.9798181818	n/a	26744.9545	show_cross	n/a	n/a	n/a	cross.bmp
107.4334545455	n/a	26858.3636	show_face	scrambled_face	first_show	17	s133.bmp
108.1034545455	n/a	27025.8636	right_press	n/a	n/a	4096	n/a
108.3452727273	n/a	27086.3182	show_circle	n/a	n/a	0	circle.bmp
110.0452727273	n/a	27511.3182	show_cross	n/a	n/a	n/a	cross.bmp
110.5743636364	n/a	27643.5909	show_face	scrambled_face	immediate_repeat	18	s133.bmp
111.2589090909	n/a	27814.7273	right_press	n/a	n/a	4096	n/a
111.4334545455	n/a	27858.3636	show_circle	n/a	n/a	0	circle.bmp
113.1334545455	n/a	28283.3636	show_cross	n/a	n/a	n/a	cross.bmp
113.7643636364	n/a	28441.0909	show_face	unfamiliar_face	first_show	13	u148.bmp
114.5216363636	n/a	28630.4091	right_press	n/a	n/a	4096	n/a
114.6189090909	n/a	28654.7273	show_circle	n/a	n/a	0	circle.bmp
116.3189090909	n/a	29079.7273	show_cross	n/a	n/a	n/a	cross.bmp
116.8889090909	n/a	29222.2273	show_face	unfamiliar_face	immediate_repeat	14	u148.bmp
117.6943636364	n/a	29423.5909	right_press	n/a	n/a	4096	n/a
117.8261818182	n/a	29456.5455	show_circle	n/a	n/a	0	circle.bmp
119.5261818182	n/a	29881.5455	show_cross	n/a	n/a	n/a	cross.bmp
119.9789090909	n/a	29994.7273	show_face	scrambled_face	delayed_repeat	19	s007.bmp
120.7707272727	n/a	30192.6818	right_press	n/a	n/a	4096	n/a
120.8943636364	n/a	30223.5909	show_circle	n/a	n/a	0	circle.bmp
122.5943636364	n/a	30648.5909	show_cross	n/a	n/a	n/a	cross.bmp
123.0698181818	n/a	30767.4545	show_face	famous_face	first_show	5	f079.bmp
123.9361818182	n/a	30984.0455	show_circle	n/a	n/a	0	circle.bmp
125.6361818182	n/a	31409.0455	show_cross	n/a	n/a	n/a	cross.bmp
126.2434545455	n/a	31560.8636	show_face	famous_face	immediate_repeat	6	f079.bmp
127.1098181818	n/a	31777.4545	show_circle	n/a	n/a	0	circle.bmp
128.8098181818	n/a	32202.4545	show_cross	n/a	n/a	n/a	cross.bmp
129.4343636364	n/a	32358.5909	show_face	unfamiliar_face	delayed_repeat	15	u080.bmp
130.4070909091	n/a	32601.7727	show_circle	n/a	n/a	0	circle.bmp
132.1070909091	n/a	33026.7727	show_cross	n/a	n/a	n/a	cross.bmp
132.6916363636	n/a	33172.9091	show_face	unfamiliar_face	first_show	13	u107.bmp
133.3661818182	n/a	33341.5455	right_press	n/a	n/a	4096	n/a
133.6216363636	n/a	33405.4091	show_circle	n/a	n/a	0	circle.bmp
135.3216363636	n/a	33830.4091	show_cross	n/a	n/a	n/a	cross.bmp
135.8825454545	n/a	33970.6364	show_face	unfamiliar_face	immediate_repeat	14	u107.bmp
136.7389090909	n/a	34184.7273	right_press	n/a	n/a	4096	n/a
136.7607272727	n/a	34190.1818	show_circle	n/a	n/a	0	circle.bmp
138.4607272727	n/a	34615.1818	show_cross	n/a	n/a	n/a	cross.bmp
139.1061818182	n/a	34776.5455	show_face	famous_face	delayed_repeat	7	f144.bmp
139.8352727273	n/a	34958.8182	right_press	n/a	n/a	4096	n/a
139.9880000000	n/a	34997	show_circle	n/a	n/a	0	circle.bmp
141.6880000000	n/a	35422	show_cross	n/a	n/a	n/a	cross.bmp
142.3470909091	n/a	35586.7727	show_face	unfamiliar_face	first_show	13	u054.bmp
143.1980000000	n/a	35799.5	show_circle	n/a	n/a	0	circle.bmp
144.8980000000	n/a	36224.5	show_cross	n/a	n/a	n/a	cross.bmp
145.5380000000	n/a	36384.5	show_face	unfamiliar_face	immediate_repeat	14	u054.bmp
146.4934545455	n/a	36623.3636	show_circle	n/a	n/a	0	circle.bmp
148.1934545455	n/a	37048.3636	show_cross	n/a	n/a	n/a	cross.bmp
148.7625454545	n/a	37190.6364	show_face	scrambled_face	delayed_repeat	19	s091.bmp
149.4452727273	n/a	37361.3182	right_press	n/a	n/a	4096	n/a
149.6016363636	n/a	37400.4091	show_circle	n/a	n/a	0	circle.bmp
151.3016363636	n/a	37825.4091	show_cross	n/a	n/a	n/a	cross.bmp
151.7861818182	n/a	37946.5455	show_face	unfamiliar_face	first_show	13	u087.bmp
152.6034545455	n/a	38150.8636	show_circle	n/a	n/a	0	circle.bmp
152.8307272727	n/a	38207.6818	right_press	n/a	n/a	4096	n/a
154.3034545455	n/a	38575.8636	show_cross	n/a	n/a	n/a	cross.bmp
154.8925454545	n/a	38723.1364	show_face	famous_face	first_show	5	f099.bmp
155.5489090909	n/a	38887.2273	right_press	n/a	n/a	4096	n/a
155.7970909091	n/a	38949.2727	show_circle	n/a	n/a	0	circle.bmp
157.4970909091	n/a	39374.2727	show_cross	n/a	n/a	n/a	cross.bmp
158.0834545455	n/a	39520.8636	show_face	famous_face	first_show	5	f039.bmp
158.6698181818	n/a	39667.4545	right_press	n/a	n/a	4096	n/a
159.0870909091	n/a	39771.7727	show_circle	n/a	n/a	0	circle.bmp
160.7870909091	n/a	40196.7727	show_cross	n/a	n/a	n/a	cross.bmp
161.2907272727	n/a	40322.6818	show_face	scrambled_face	first_show	17	s051.bmp
162.2880000000	n/a	40572	show_circle	n/a	n/a	0	circle.bmp
163.9880000000	n/a	40997	show_cross	n/a	n/a	n/a	cross.bmp
164.5652727273	n/a	41141.3182	show_face	scrambled_face	immediate_repeat	18	s051.bmp
165.5280000000	n/a	41382	show_circle	n/a	n/a	0	circle.bmp
167.2280000000	n/a	41807	show_cross	n/a	n/a	n/a	cross.bmp
167.8725454545	n/a	41968.1364	show_face	unfamiliar_face	first_show	13	u144.bmp
168.4398181818	n/a	42109.9545	right_press	n/a	n/a	4096	n/a
168.8034545455	n/a	42200.8636	show_circle	n/a	n/a	0	circle.bmp
170.5034545455	n/a	42625.8636	show_cross	n/a	n/a	n/a	cross.bmp
171.0970909091	n/a	42774.2727	show_face	unfamiliar_face	immediate_repeat	14	u144.bmp
171.6352727273	n/a	42908.8182	right_press	n/a	n/a	4096	n/a
172.0425454545	n/a	43010.6364	show_circle	n/a	n/a	0	circle.bmp
173.7425454545	n/a	43435.6364	show_cross	n/a	n/a	n/a	cross.bmp
174.2707272727	n/a	43567.6818	show_face	famous_face	first_show	5	f044.bmp
174.9416363636	n/a	43735.4091	right_press	n/a	n/a	4096	n/a
175.1980000000	n/a	43799.5	show_circle	n/a	n/a	0	circle.bmp
176.8980000000	n/a	44224.5	show_cross	n/a	n/a	n/a	cross.bmp
177.3452727273	n/a	44336.3182	show_face	unfamiliar_face	delayed_repeat	15	u087.bmp
178.0625454545	n/a	44515.6364	right_press	n/a	n/a	4096	n/a
178.2998181818	n/a	44574.9545	show_circle	n/a	n/a	0	circle.bmp
179.9998181818	n/a	44999.9545	show_cross	n/a	n/a	n/a	cross.bmp
180.6352727273	n/a	45158.8182	show_face	unfamiliar_face	first_show	13	u053.bmp
181.5134545455	n/a	45378.3636	show_circle	n/a	n/a	0	circle.bmp
183.2134545455	n/a	45803.3636	show_cross	n/a	n/a	n/a	cross.bmp
183.7425454545	n/a	45935.6364	show_face	unfamiliar_face	immediate_repeat	14	u053.bmp
184.6734545455	n/a	46168.3636	show_circle	n/a	n/a	0	circle.bmp
186.3734545455	n/a	46593.3636	show_cross	n/a	n/a	n/a	cross.bmp
186.9498181818	n/a	46737.4545	show_face	famous_face	delayed_repeat	7	f099.bmp
187.4389090909	n/a	46859.7273	right_press	n/a	n/a	4096	n/a
187.7680000000	n/a	46942	show_circle	n/a	n/a	0	circle.bmp
189.4680000000	n/a	47367	show_cross	n/a	n/a	n/a	cross.bmp
190.0743636364	n/a	47518.5909	show_face	famous_face	first_show	5	f113.bmp
191.0607272727	n/a	47765.1818	show_circle	n/a	n/a	0	circle.bmp
192.7607272727	n/a	48190.1818	show_cross	n/a	n/a	n/a	cross.bmp
193.2316363636	n/a	48307.9091	show_face	famous_face	immediate_repeat	6	f113.bmp
194.2116363636	n/a	48552.9091	show_circle	n/a	n/a	0	circle.bmp
195.9116363636	n/a	48977.9091	show_cross	n/a	n/a	n/a	cross.bmp
196.5052727273	n/a	49126.3182	show_face	famous_face	delayed_repeat	7	f039.bmp
197.0880000000	n/a	49272	right_press	n/a	n/a	4096	n/a
197.4034545455	n/a	49350.8636	show_circle	n/a	n/a	0	circle.bmp
199.1034545455	n/a	49775.8636	show_cross	n/a	n/a	n/a	cross.bmp
199.7298181818	n/a	49932.4545	show_face	famous_face	first_show	5	f001.bmp
200.3470909091	n/a	50086.7727	right_press	n/a	n/a	4096	n/a
200.6870909091	n/a	50171.7727	show_circle	n/a	n/a	0	circle.bmp
202.3870909091	n/a	50596.7727	show_cross	n/a	n/a	n/a	cross.bmp
202.8534545455	n/a	50713.3636	show_face	scrambled_face	first_show	17	s063.bmp
203.6834545455	n/a	50920.8636	show_circle	n/a	n/a	0	circle.bmp
205.3834545455	n/a	51345.8636	show_cross	n/a	n/a	n/a	cross.bmp
205.9270909091	n/a	51481.7727	show_face	scrambled_face	immediate_repeat	18	s063.bmp
206.8089090909	n/a	51702.2273	show_circle	n/a	n/a	0	circle.bmp
208.5089090909	n/a	52127.2273	show_cross	n/a	n/a	n/a	cross.bmp
209.1343636364	n/a	52283.5909	show_face	scrambled_face	first_show	17	s033.bmp
210.0007272727	n/a	52500.1818	right_press	n/a	n/a	4096	n/a
210.0416363636	n/a	52510.4091	show_circle	n/a	n/a	0	circle.bmp
211.7416363636	n/a	52935.4091	show_cross	n/a	n/a	n/a	cross.bmp
212.3752727273	n/a	53093.8182	show_face	scrambled_face	immediate_repeat	18	s033.bmp
212.9261818182	n/a	53231.5455	right_press	n/a	n/a	4096	n/a
213.2607272727	n/a	53315.1818	show_circle	n/a	n/a	0	circle.bmp
214.9607272727	n/a	53740.1818	show_cross	n/a	n/a	n/a	cross.bmp
215.4661818182	n/a	53866.5455	show_face	famous_face	delayed_repeat	7	f044.bmp
216.1980000000	n/a	54049.5	right_press	n/a	n/a	4096	n/a
216.4225454545	n/a	54105.6364	show_circle	n/a	n/a	0	circle.bmp
218.1225454545	n/a	54530.6364	show_cross	n/a	n/a	n/a	cross.bmp
218.6234545455	n/a	54655.8636	show_face	unfamiliar_face	first_show	13	u128.bmp
219.5961818182	n/a	54899.0455	show_circle	n/a	n/a	0	circle.bmp
221.2961818182	n/a	55324.0455	show_cross	n/a	n/a	n/a	cross.bmp
221.9143636364	n/a	55478.5909	show_face	unfamiliar_face	immediate_repeat	14	u128.bmp
222.9170909091	n/a	55729.2727	show_circle	n/a	n/a	0	circle.bmp
224.6170909091	n/a	56154.2727	show_cross	n/a	n/a	n/a	cross.bmp
225.2380000000	n/a	56309.5	show_face	famous_face	first_show	5	f133.bmp
225.9134545455	n/a	56478.3636	right_press	n/a	n/a	4096	n/a
226.0607272727	n/a	56515.1818	show_circle	n/a	n/a	0	circle.bmp
227.7607272727	n/a	56940.1818	show_cross	n/a	n/a	n/a	cross.bmp
228.3952727273	n/a	57098.8182	show_face	famous_face	immediate_repeat	6	f133.bmp
228.8770909091	n/a	57219.2727	right_press	n/a	n/a	4096	n/a
229.2880000000	n/a	57322	show_circle	n/a	n/a	0	circle.bmp
230.9880000000	n/a	57747	show_cross	n/a	n/a	n/a	cross.bmp
231.4861818182	n/a	57871.5455	show_face	scrambled_face	first_show	17	s069.bmp
232.4980000000	n/a	58124.5	show_circle	n/a	n/a	0	circle.bmp
234.1980000000	n/a	58549.5	show_cross	n/a	n/a	n/a	cross.bmp
234.8280000000	n/a	58707	show_face	famous_face	delayed_repeat	7	f001.bmp
235.7698181818	n/a	58942.4545	show_circle	n/a	n/a	0	circle.bmp
237.4698181818	n/a	59367.4545	show_cross	n/a	n/a	n/a	cross.bmp
238.1016363636	n/a	59525.4091	show_face	unfamiliar_face	first_show	13	u075.bmp
238.7289090909	n/a	59682.2273	right_press	n/a	n/a	4096	n/a
239.0789090909	n/a	59769.7273	show_circle	n/a	n/a	0	circle.bmp
240.7789090909	n/a	60194.7273	show_cross	n/a	n/a	n/a	cross.bmp
241.2589090909	n/a	60314.7273	show_face	scrambled_face	first_show	17	s060.bmp
241.8098181818	n/a	60452.4545	right_press	n/a	n/a	4096	n/a
242.1270909091	n/a	60531.7727	show_circle	n/a	n/a	0	circle.bmp
243.8270909091	n/a	60956.7727	show_cross	n/a	n/a	n/a	cross.bmp
244.3661818182	n/a	61091.5455	show_face	famous_face	first_show	5	f092.bmp
244.9498181818	n/a	61237.4545	right_press	n/a	n/a	4096	n/a
245.2080000000	n/a	61302	show_circle	n/a	n/a	0	circle.bmp
246.9080000000	n/a	61727	show_cross	n/a	n/a	n/a	cross.bmp
247.5234545455	n/a	61880.8636	show_face	famous_face	immediate_repeat	6	f092.bmp
248.1280000000	n/a	62032	right_press	n/a	n/a	4096	n/a
248.4534545455	n/a	62113.3636	show_circle	n/a	n/a	0	circle.bmp
250.1534545455	n/a	62538.3636	show_cross	n/a	n/a	n/a	cross.bmp
250.6634545455	n/a	62665.8636	show_face	famous_face	first_show	5	f064.bmp
251.3034545455	n/a	62825.8636	right_press	n/a	n/a	4096	n/a
251.5652727273	n/a	62891.3182	show_circle	n/a	n/a	0	circle.bmp
253.2652727273	n/a	63316.3182	show_cross	n/a	n/a	n/a	cross.bmp
253.7707272727	n/a	63442.6818	show_face	famous_face	immediate_repeat	6	f064.bmp
254.2670909091	n/a	63566.7727	right_press	n/a	n/a	4096	n/a
254.6598181818	n/a	63664.9545	show_circle	n/a	n/a	0	circle.bmp
256.3598181818	n/a	64089.9545	show_cross	n/a	n/a	n/a	cross.bmp
256.8780000000	n/a	64219.5	show_face	unfamiliar_face	first_show	13	u119.bmp
257.8007272727	n/a	64450.1818	show_circle	n/a	n/a	0	circle.bmp
259.5007272727	n/a	64875.1818	show_cross	n/a	n/a	n/a	cross.bmp
260.0852727273	n/a	65021.3182	show_face	scrambled_face	delayed_repeat	19	s069.bmp
260.9125454545	n/a	65228.1364	right_press	n/a	n/a	4096	n/a
261.0789090909	n/a	65269.7273	show_circle	n/a	n/a	0	circle.bmp
262.7789090909	n/a	65694.7273	show_cross	n/a	n/a	n/a	cross.bmp
263.2761818182	n/a	65819.0455	show_face	scrambled_face	first_show	17	s013.bmp
263.8961818182	n/a	65974.0455	right_press	n/a	n/a	4096	n/a
264.2080000000	n/a	66052	show_circle	n/a	n/a	0	circle.bmp
265.9080000000	n/a	66477	show_cross	n/a	n/a	n/a	cross.bmp
266.4161818182	n/a	66604.0455	show_face	unfamiliar_face	delayed_repeat	15	u075.bmp
267.0952727273	n/a	66773.8182	right_press	n/a	n/a	4096	n/a
267.2543636364	n/a	66813.5909	show_circle	n/a	n/a	0	circle.bmp
268.9543636364	n/a	67238.5909	show_cross	n/a	n/a	n/a	cross.bmp
269.5407272727	n/a	67385.1818	show_face	unfamiliar_face	first_show	13	u026.bmp
270.3680000000	n/a	67592	show_circle	n/a	n/a	0	circle.bmp
272.0680000000	n/a	68017	show_cross	n/a	n/a	n/a	cross.bmp
272.5643636364	n/a	68141.0909	show_face	scrambled_face	delayed_repeat	19	s060.bmp
273.1180000000	n/a	68279.5	right_press	n/a	n/a	4096	n/a
273.5489090909	n/a	68387.2273	show_circle	n/a	n/a	0	circle.bmp
275.2489090909	n/a	68812.2273	show_cross	n/a	n/a	n/a	cross.bmp
275.8052727273	n/a	68951.3182	show_face	scrambled_face	first_show	17	s042.bmp
276.2570909091	n/a	69064.2727	right_press	n/a	n/a	4096	n/a
276.6716363636	n/a	69167.9091	show_circle	n/a	n/a	0	circle.bmp
278.3716363636	n/a	69592.9091	show_cross	n/a	n/a	n/a	cross.bmp
278.8952727273	n/a	69723.8182	show_face	famous_face	first_show	5	f003.bmp
279.4507272727	n/a	69862.6818	right_press	n/a	n/a	4096	n/a
279.8680000000	n/a	69967	show_circle	n/a	n/a	0	circle.bmp
281.5680000000	n/a	70392	show_cross	n/a	n/a	n/a	cross.bmp
282.1361818182	n/a	70534.0455	show_face	scrambled_face	first_show	17	s053.bmp
283.1289090909	n/a	70782.2273	show_circle	n/a	n/a	0	circle.bmp
284.8289090909	n/a	71207.2273	show_cross	n/a	n/a	n/a	cross.bmp
285.4770909091	n/a	71369.2727	show_face	unfamiliar_face	delayed_repeat	15	u119.bmp
286.4952727273	n/a	71623.8182	show_circle	n/a	n/a	0	circle.bmp
288.1952727273	n/a	72048.8182	show_cross	n/a	n/a	n/a	cross.bmp
288.6680000000	n/a	72167	show_face	scrambled_face	first_show	17	s093.bmp
289.3089090909	n/a	72327.2273	right_press	n/a	n/a	4096	n/a
289.6098181818	n/a	72402.4545	show_circle	n/a	n/a	0	circle.bmp
291.3098181818	n/a	72827.4545	show_cross	n/a	n/a	n/a	cross.bmp
291.7916363636	n/a	72947.9091	show_face	scrambled_face	immediate_repeat	18	s093.bmp
292.3280000000	n/a	73082	right_press	n/a	n/a	4096	n/a
292.7625454545	n/a	73190.6364	show_circle	n/a	n/a	0	circle.bmp
294.4625454545	n/a	73615.6364	show_cross	n/a	n/a	n/a	cross.bmp
294.9152727273	n/a	73728.8182	show_face	scrambled_face	delayed_repeat	19	s013.bmp
295.4907272727	n/a	73872.6818	right_press	n/a	n/a	4096	n/a
295.8234545455	n/a	73955.8636	show_circle	n/a	n/a	0	circle.bmp
297.5234545455	n/a	74380.8636	show_cross	n/a	n/a	n/a	cross.bmp
298.0398181818	n/a	74509.9545	show_face	unfamiliar_face	first_show	13	u096.bmp
298.7780000000	n/a	74694.5	right_press	n/a	n/a	4096	n/a
298.9780000000	n/a	74744.5	show_circle	n/a	n/a	0	circle.bmp
300.6780000000	n/a	75169.5	show_cross	n/a	n/a	n/a	cross.bmp
301.2970909091	n/a	75324.2727	show_face	unfamiliar_face	immediate_repeat	14	u096.bmp
301.8898181818	n/a	75472.4545	right_press	n/a	n/a	4096	n/a
302.2489090909	n/a	75562.2273	show_circle	n/a	n/a	0	circle.bmp
303.9489090909	n/a	75987.2273	show_cross	n/a	n/a	n/a	cross.bmp
304.4707272727	n/a	76117.6818	show_face	unfamiliar_face	delayed_repeat	15	u026.bmp
305.4298181818	n/a	76357.4545	show_circle	n/a	n/a	0	circle.bmp
307.1298181818	n/a	76782.4545	show_cross	n/a	n/a	n/a	cross.bmp
307.6452727273	n/a	76911.3182	show_face	famous_face	first_show	5	f061.bmp
308.2898181818	n/a	77072.4545	right_press	n/a	n/a	4096	n/a
308.5707272727	n/a	77142.6818	show_circle	n/a	n/a	0	circle.bmp
310.2707272727	n/a	77567.6818	show_cross	n/a	n/a	n/a	cross.bmp
310.7852727273	n/a	77696.3182	show_face	famous_face	immediate_repeat	6	f061.bmp
311.3752727273	n/a	77843.8182	right_press	n/a	n/a	4096	n/a
311.7152727273	n/a	77928.8182	show_circle	n/a	n/a	0	circle.bmp
313.4152727273	n/a	78353.8182	show_cross	n/a	n/a	n/a	cross.bmp
313.9598181818	n/a	78489.9545	show_face	scrambled_face	delayed_repeat	19	s042.bmp
314.5552727273	n/a	78638.8182	right_press	n/a	n/a	4096	n/a
314.8707272727	n/a	78717.6818	show_circle	n/a	n/a	0	circle.bmp
316.5707272727	n/a	79142.6818	show_cross	n/a	n/a	n/a	cross.bmp
317.2170909091	n/a	79304.2727	show_face	unfamiliar_face	first_show	13	u108.bmp
318.1852727273	n/a	79546.3182	show_circle	n/a	n/a	0	circle.bmp
319.8852727273	n/a	79971.3182	show_cross	n/a	n/a	n/a	cross.bmp
320.3416363636	n/a	80085.4091	show_face	famous_face	delayed_repeat	7	f003.bmp
321.1061818182	n/a	80276.5455	right_press	n/a	n/a	4096	n/a
321.2943636364	n/a	80323.5909	show_circle	n/a	n/a	0	circle.bmp
322.9943636364	n/a	80748.5909	show_cross	n/a	n/a	n/a	cross.bmp
323.4980000000	n/a	80874.5	show_face	scrambled_face	first_show	17	s082.bmp
324.1843636364	n/a	81046.0909	right_press	n/a	n/a	4096	n/a
324.4698181818	n/a	81117.4545	show_circle	n/a	n/a	0	circle.bmp
326.1698181818	n/a	81542.4545	show_cross	n/a	n/a	n/a	cross.bmp
