onset	duration	sample	event_type	face_type	repetition_type	trigger	stim_file
43.7198181818	n/a	10929.9545	show_circle	n/a	n/a	0	circle.bmp
45.4198181818	n/a	11354.9545	show_cross	n/a	n/a	n/a	cross.bmp
46.0434545455	n/a	11510.8636	show_face	scrambled_face	first_show	17	s150.bmp
46.9507272727	n/a	11737.6818	show_circle	n/a	n/a	0	circle.bmp
48.6507272727	n/a	12162.6818	show_cross	n/a	n/a	n/a	cross.bmp
49.1343636364	n/a	12283.5909	show_face	unfamiliar_face	delayed_repeat	15	u088.bmp
50.1352727273	n/a	12533.8182	show_circle	n/a	n/a	0	circle.bmp
51.8352727273	n/a	12958.8182	show_cross	n/a	n/a	n/a	cross.bmp
52.3916363636	n/a	13097.9091	show_face	famous_face	first_show	5	f063.bmp
53.1007272727	n/a	13275.1818	right_press	n/a	n/a	4096	n/a
53.2616363636	n/a	13315.4091	show_circle	n/a	n/a	0	circle.bmp
54.9616363636	n/a	13740.4091	show_cross	n/a	n/a	n/a	cross.bmp
55.5489090909	n/a	13887.2273	show_face	unfamiliar_face	delayed_repeat	15	u084.bmp
56.5589090909	n/a	14139.7273	show_circle	n/a	n/a	0	circle.bmp
58.2589090909	n/a	14564.7273	show_cross	n/a	n/a	n/a	cross.bmp
58.8061818182	n/a	14701.5455	show_face	unfamiliar_face	first_show	13	u004.bmp
59.5407272727	n/a	14885.1818	left_press	n/a	n/a	256	n/a
59.7270909091	n/a	14931.7727	show_circle	n/a	n/a	0	circle.bmp
61.4270909091	n/a	15356.7727	show_cross	n/a	n/a	n/a	cross.bmp
61.9134545455	n/a	15478.3636	show_face	unfamiliar_face	immediate_repeat	14	u004.bmp
62.8507272727	n/a	15712.6818	left_press	n/a	n/a	256	n/a
62.8934545455	n/a	15723.3636	show_circle	n/a	n/a	0	circle.bmp
64.5934545455	n/a	16148.3636	show_cross	n/a	n/a	n/a	cross.bmp
65.1043636364	n/a	16276.0909	show_face	famous_face	delayed_repeat	7	f123.bmp
65.7989090909	n/a	16449.7273	right_press	n/a	n/a	4096	n/a
66.1043636364	n/a	16526.0909	show_circle	n/a	n/a	0	circle.bmp
67.8043636364	n/a	16951.0909	show_cross	n/a	n/a	n/a	cross.bmp
68.4289090909	n/a	17107.2273	show_face	famous_face	first_show	5	f006.bmp
69.3470909091	n/a	17336.7727	right_press	n/a	n/a	4096	n/a
69.3625454545	n/a	17340.6364	show_circle	n/a	n/a	0	circle.bmp
71.0625454545	n/a	17765.6364	show_cross	n/a	n/a	n/a	cross.bmp
71.6025454545	n/a	17900.6364	show_face	unfamiliar_face	delayed_repeat	15	u022.bmp
72.3298181818	n/a	18082.4545	right_press	n/a	n/a	4096	n/a
72.5616363636	n/a	18140.4091	show_circle	n/a	n/a	0	circle.bmp
74.2616363636	n/a	18565.4091	show_cross	n/a	n/a	n/a	cross.bmp
74.7598181818	n/a	18689.9545	show_face	scrambled_face	first_show	17	s043.bmp
75.6989090909	n/a	18924.7273	left_press	n/a	n/a	256	n/a
75.7334545455	n/a	18933.3636	show_circle	n/a	n/a	0	circle.bmp
77.4334545455	n/a	19358.3636	show_cross	n/a	n/a	n/a	cross.bmp
78.0670909091	n/a	19516.7727	show_face	scrambled_face	immediate_repeat	18	s043.bmp
78.8107272727	n/a	19702.6818	left_press	n/a	n/a	256	n/a
78.9434545455	n/a	19735.8636	show_circle	n/a	n/a	0	circle.bmp
80.6434545455	n/a	20160.8636	show_cross	n/a	n/a	n/a	cross.bmp
81.1916363636	n/a	20297.9091	show_face	famous_face	delayed_repeat	7	f094.bmp
81.8416363636	n/a	20460.4091	right_press	n/a	n/a	4096	n/a
82.1370909091	n/a	20534.2727	show_circle	n/a	n/a	0	circle.bmp
83.8370909091	n/a	20959.2727	show_cross	n/a	n/a	n/a	cross.bmp
84.4989090909	n/a	21124.7273	show_face	scrambled_face	first_show	17	s083.bmp
85.4307272727	n/a	21357.6818	show_circle	n/a	n/a	0	circle.bmp
85.6189090909	n/a	21404.7273	left_press	n/a	n/a	256	n/a
87.1307272727	n/a	21782.6818	show_cross	n/a	n/a	n/a	cross.bmp
87.7561818182	n/a	21939.0455	show_face	scrambled_face	immediate_repeat	18	s083.bmp
88.6252727273	n/a	22156.3182	show_circle	n/a	n/a	0	circle.bmp
90.3252727273	n/a	22581.3182	show_cross	n/a	n/a	n/a	cross.bmp
90.8970909091	n/a	22724.2727	show_face	scrambled_face	delayed_repeat	19	s150.bmp
91.7243636364	n/a	22931.0909	show_circle	n/a	n/a	0	circle.bmp
93.4243636364	n/a	23356.0909	show_cross	n/a	n/a	n/a	cross.bmp
93.8870909091	n/a	23471.7727	show_face	famous_face	first_show	5	f093.bmp
94.7770909091	n/a	23694.2727	show_circle	n/a	n/a	0	circle.bmp
94.8107272727	n/a	23702.6818	left_press	n/a	n/a	256	n/a
96.4770909091	n/a	24119.2727	show_cross	n/a	n/a	n/a	cross.bmp
97.0780000000	n/a	24269.5	show_face	famous_face	delayed_repeat	7	f063.bmp
97.6680000000	n/a	24417	right_press	n/a	n/a	4096	n/a
97.9389090909	n/a	24484.7273	show_circle	n/a	n/a	0	circle.bmp
99.6389090909	n/a	24909.7273	show_cross	n/a	n/a	n/a	cross.bmp
100.2180000000	n/a	25054.5	show_face	famous_face	first_show	5	f143.bmp
100.9407272727	n/a	25235.1818	right_press	n/a	n/a	4096	n/a
101.2198181818	n/a	25304.9545	show_circle	n/a	n/a	0	circle.bmp
102.9198181818	n/a	25729.9545	show_cross	n/a	n/a	n/a	cross.bmp
103.4589090909	n/a	25864.7273	show_face	famous_face	immediate_repeat	6	f143.bmp
104.0743636364	n/a	26018.5909	right_press	n/a	n/a	4096	n/a
104.3925454545	n/a	26098.1364	show_circle	n/a	n/a	0	circle.bmp
106.0925454545	n/a	26523.1364	show_cross	n/a	n/a	n/a	cross.bmp
106.5661818182	n/a	26641.5455	show_face	scrambled_face	first_show	17	s142.bmp
107.4080000000	n/a	26852	show_circle	n/a	n/a	0	circle.bmp
107.4134545455	n/a	26853.3636	left_press	n/a	n/a	256	n/a
109.1080000000	n/a	27277	show_cross	n/a	n/a	n/a	cross.bmp
109.7407272727	n/a	27435.1818	show_face	famous_face	delayed_repeat	7	f006.bmp
110.5252727273	n/a	27631.3182	left_press	n/a	n/a	256	n/a
110.7089090909	n/a	27677.2273	show_circle	n/a	n/a	0	circle.bmp
112.4089090909	n/a	28102.2273	show_cross	n/a	n/a	n/a	cross.bmp
112.9980000000	n/a	28249.5	show_face	unfamiliar_face	first_show	13	u131.bmp
113.7443636364	n/a	28436.0909	left_press	n/a	n/a	256	n/a
113.9298181818	n/a	28482.4545	show_circle	n/a	n/a	0	circle.bmp
115.6298181818	n/a	28907.4545	show_cross	n/a	n/a	n/a	cross.bmp
116.1380000000	n/a	29034.5	show_face	unfamiliar_face	first_show	13	u020.bmp
117.1143636364	n/a	29278.5909	show_circle	n/a	n/a	0	circle.bmp
118.8143636364	n/a	29703.5909	show_cross	n/a	n/a	n/a	cross.bmp
119.2789090909	n/a	29819.7273	show_face	unfamiliar_face	immediate_repeat	14	u020.bmp
119.8943636364	n/a	29973.5909	left_press	n/a	n/a	256	n/a
120.1043636364	n/a	30026.0909	show_circle	n/a	n/a	0	circle.bmp
121.8043636364	n/a	30451.0909	show_cross	n/a	n/a	n/a	cross.bmp
122.3025454545	n/a	30575.6364	show_face	scrambled_face	first_show	17	s088.bmp
123.1370909091	n/a	30784.2727	left_press	n/a	n/a	256	n/a
123.2089090909	n/a	30802.2273	show_circle	n/a	n/a	0	circle.bmp
124.9089090909	n/a	31227.2273	show_cross	n/a	n/a	n/a	cross.bmp
125.4098181818	n/a	31352.4545	show_face	famous_face	delayed_repeat	7	f093.bmp
126.0852727273	n/a	31521.3182	right_press	n/a	n/a	4096	n/a
126.3307272727	n/a	31582.6818	show_circle	n/a	n/a	0	circle.bmp
128.0307272727	n/a	32007.6818	show_cross	n/a	n/a	n/a	cross.bmp
128.5834545455	n/a	32145.8636	show_face	scrambled_face	first_show	17	s081.bmp
129.5343636364	n/a	32383.5909	show_circle	n/a	n/a	0	circle.bmp
129.7780000000	n/a	32444.5	right_press	n/a	n/a	4096	n/a
131.2343636364	n/a	32808.5909	show_cross	n/a	n/a	n/a	cross.bmp
131.7580000000	n/a	32939.5	show_face	scrambled_face	immediate_repeat	18	s081.bmp
132.7398181818	n/a	33184.9545	show_circle	n/a	n/a	0	circle.bmp
132.7798181818	n/a	33194.9545	left_press	n/a	n/a	256	n/a
134.4398181818	n/a	33609.9545	show_cross	n/a	n/a	n/a	cross.bmp
135.0816363636	n/a	33770.4091	show_face	unfamiliar_face	first_show	13	u077.bmp
135.9107272727	n/a	33977.6818	show_circle	n/a	n/a	0	circle.bmp
135.9407272727	n/a	33985.1818	right_press	n/a	n/a	4096	n/a
137.6107272727	n/a	34402.6818	show_cross	n/a	n/a	n/a	cross.bmp
138.2061818182	n/a	34551.5455	show_face	unfamiliar_face	immediate_repeat	14	u077.bmp
139.1061818182	n/a	34776.5455	show_circle	n/a	n/a	0	circle.bmp
139.1234545455	n/a	34780.8636	right_press	n/a	n/a	4096	n/a
140.8061818182	n/a	35201.5455	show_cross	n/a	n/a	n/a	cross.bmp
141.4307272727	n/a	35357.6818	show_face	scrambled_face	delayed_repeat	19	s142.bmp
142.2698181818	n/a	35567.4545	show_circle	n/a	n/a	0	circle.bmp
142.3225454545	n/a	35580.6364	left_press	n/a	n/a	256	n/a
143.9698181818	n/a	35992.4545	show_cross	n/a	n/a	n/a	cross.bmp
144.6207272727	n/a	36155.1818	show_face	scrambled_face	first_show	17	s034.bmp
145.4498181818	n/a	36362.4545	right_press	n/a	n/a	4096	n/a
145.4780000000	n/a	36369.5	show_circle	n/a	n/a	0	circle.bmp
147.1780000000	n/a	36794.5	show_cross	n/a	n/a	n/a	cross.bmp
147.7443636364	n/a	36936.0909	show_face	scrambled_face	immediate_repeat	18	s034.bmp
148.7343636364	n/a	37183.5909	show_circle	n/a	n/a	0	circle.bmp
148.7452727273	n/a	37186.3182	right_press	n/a	n/a	4096	n/a
150.4343636364	n/a	37608.5909	show_cross	n/a	n/a	n/a	cross.bmp
150.9016363636	n/a	37725.4091	show_face	unfamiliar_face	delayed_repeat	15	u131.bmp
151.8680000000	n/a	37967	right_press	n/a	n/a	4096	n/a
151.9189090909	n/a	37979.7273	show_circle	n/a	n/a	0	circle.bmp
151.9752727273	n/a	37993.8182	4352	n/a	n/a	4352	n/a
153.6189090909	n/a	38404.7273	show_cross	n/a	n/a	n/a	cross.bmp
154.2598181818	n/a	38564.9545	show_face	unfamiliar_face	first_show	13	u100.bmp
155.0989090909	n/a	38774.7273	show_circle	n/a	n/a	0	circle.bmp
155.1689090909	n/a	38792.2273	left_press	n/a	n/a	256	n/a
156.7989090909	n/a	39199.7273	show_cross	n/a	n/a	n/a	cross.bmp
157.4334545455	n/a	39358.3636	show_face	unfamiliar_face	immediate_repeat	14	u100.bmp
157.9898181818	n/a	39497.4545	left_press	n/a	n/a	256	n/a
158.3389090909	n/a	39584.7273	show_circle	n/a	n/a	0	circle.bmp
160.0389090909	n/a	40009.7273	show_cross	n/a	n/a	n/a	cross.bmp
160.5070909091	n/a	40126.7727	show_face	scrambled_face	first_show	17	s087.bmp
161.3289090909	n/a	40332.2273	left_press	n/a	n/a	256	n/a
161.4152727273	n/a	40353.8182	show_circle	n/a	n/a	0	circle.bmp
163.1152727273	n/a	40778.8182	show_cross	n/a	n/a	n/a	cross.bmp
163.7480000000	n/a	40937	show_face	scrambled_face	immediate_repeat	18	s087.bmp
164.4807272727	n/a	41120.1818	right_press	n/a	n/a	4096	n/a
164.7252727273	n/a	41181.3182	show_circle	n/a	n/a	0	circle.bmp
166.4252727273	n/a	41606.3182	show_cross	n/a	n/a	n/a	cross.bmp
166.9725454545	n/a	41743.1364	show_face	scrambled_face	delayed_repeat	19	s088.bmp
167.9352727273	n/a	41983.8182	show_circle	n/a	n/a	0	circle.bmp
168.1816363636	n/a	42045.4091	left_press	n/a	n/a	256	n/a
169.6352727273	n/a	42408.8182	show_cross	n/a	n/a	n/a	cross.bmp
170.2298181818	n/a	42557.4545	show_face	scrambled_face	first_show	17	s074.bmp
171.0552727273	n/a	42763.8182	show_circle	n/a	n/a	0	circle.bmp
171.3980000000	n/a	42849.5	right_press	n/a	n/a	4096	n/a
172.7552727273	n/a	43188.8182	show_cross	n/a	n/a	n/a	cross.bmp
173.2534545455	n/a	43313.3636	show_face	unfamiliar_face	first_show	13	u058.bmp
174.1370909091	n/a	43534.2727	right_press	n/a	n/a	4096	n/a
174.1789090909	n/a	43544.7273	show_circle	n/a	n/a	0	circle.bmp
175.8789090909	n/a	43969.7273	show_cross	n/a	n/a	n/a	cross.bmp
176.4943636364	n/a	44123.5909	show_face	unfamiliar_face	immediate_repeat	14	u058.bmp
177.3343636364	n/a	44333.5909	show_circle	n/a	n/a	0	circle.bmp
177.4043636364	n/a	44351.0909	right_press	n/a	n/a	4096	n/a
179.0343636364	n/a	44758.5909	show_cross	n/a	n/a	n/a	cross.bmp
179.6343636364	n/a	44908.5909	show_face	famous_face	first_show	5	f038.bmp
180.4970909091	n/a	45124.2727	show_circle	n/a	n/a	0	circle.bmp
180.6652727273	n/a	45166.3182	left_press	n/a	n/a	256	n/a
182.1970909091	n/a	45549.2727	show_cross	n/a	n/a	n/a	cross.bmp
182.6752727273	n/a	45668.8182	show_face	scrambled_face	first_show	17	s090.bmp
183.4961818182	n/a	45874.0455	show_circle	n/a	n/a	0	circle.bmp
183.4961818182	n/a	45874.0455	right_press	n/a	n/a	4096	n/a
185.1961818182	n/a	46299.0455	show_cross	n/a	n/a	n/a	cross.bmp
185.6652727273	n/a	46416.3182	show_face	famous_face	first_show	5	f020.bmp
186.3670909091	n/a	46591.7727	right_press	n/a	n/a	4096	n/a
186.6225454545	n/a	46655.6364	show_circle	n/a	n/a	0	circle.bmp
188.3225454545	n/a	47080.6364	show_cross	n/a	n/a	n/a	cross.bmp
188.9225454545	n/a	47230.6364	show_face	unfamiliar_face	first_show	13	u114.bmp
189.8616363636	n/a	47465.4091	left_press	n/a	n/a	256	n/a
189.9234545455	n/a	47480.8636	show_circle	n/a	n/a	0	circle.bmp
191.6234545455	n/a	47905.8636	show_cross	n/a	n/a	n/a	cross.bmp
192.2307272727	n/a	48057.6818	show_face	scrambled_face	delayed_repeat	19	s074.bmp
192.9752727273	n/a	48243.8182	right_press	n/a	n/a	4096	n/a
193.0698181818	n/a	48267.4545	show_circle	n/a	n/a	0	circle.bmp
194.7698181818	n/a	48692.4545	show_cross	n/a	n/a	n/a	cross.bmp
195.3880000000	n/a	48847	show_face	scrambled_face	first_show	17	s065.bmp
196.1743636364	n/a	49043.5909	right_press	n/a	n/a	4096	n/a
196.3552727273	n/a	49088.8182	show_circle	n/a	n/a	0	circle.bmp
198.0552727273	n/a	49513.8182	show_cross	n/a	n/a	n/a	cross.bmp
198.6116363636	n/a	49652.9091	show_face	scrambled_face	immediate_repeat	18	s065.bmp
199.5325454545	n/a	49883.1364	show_circle	n/a	n/a	0	circle.bmp
199.5343636364	n/a	49883.5909	right_press	n/a	n/a	4096	n/a
201.2325454545	n/a	50308.1364	show_cross	n/a	n/a	n/a	cross.bmp
201.7025454545	n/a	50425.6364	show_face	famous_face	first_show	5	f040.bmp
202.4389090909	n/a	50609.7273	right_press	n/a	n/a	4096	n/a
202.5389090909	n/a	50634.7273	show_circle	n/a	n/a	0	circle.bmp
204.2389090909	n/a	51059.7273	show_cross	n/a	n/a	n/a	cross.bmp
204.7089090909	n/a	51177.2273	show_face	famous_face	immediate_repeat	6	f040.bmp
205.3080000000	n/a	51327	right_press	n/a	n/a	4096	n/a
205.6398181818	n/a	51409.9545	show_circle	n/a	n/a	0	circle.bmp
207.3398181818	n/a	51834.9545	show_cross	n/a	n/a	n/a	cross.bmp
207.7998181818	n/a	51949.9545	show_face	famous_face	delayed_repeat	7	f038.bmp
208.7607272727	n/a	52190.1818	left_press	n/a	n/a	256	n/a
208.7634545455	n/a	52190.8636	show_circle	n/a	n/a	0	circle.bmp
210.4634545455	n/a	52615.8636	show_cross	n/a	n/a	n/a	cross.bmp
211.0070909091	n/a	52751.7727	show_face	unfamiliar_face	first_show	13	u034.bmp
211.7843636364	n/a	52946.0909	right_press	n/a	n/a	4096	n/a
212.0107272727	n/a	53002.6818	show_circle	n/a	n/a	0	circle.bmp
213.7107272727	n/a	53427.6818	show_cross	n/a	n/a	n/a	cross.bmp
214.2980000000	n/a	53574.5	show_face	unfamiliar_face	immediate_repeat	14	u034.bmp
214.9061818182	n/a	53726.5455	right_press	n/a	n/a	4096	n/a
215.1670909091	n/a	53791.7727	show_circle	n/a	n/a	0	circle.bmp
216.8670909091	n/a	54216.7727	show_cross	n/a	n/a	n/a	cross.bmp
217.4052727273	n/a	54351.3182	show_face	scrambled_face	delayed_repeat	19	s090.bmp
218.2198181818	n/a	54554.9545	left_press	n/a	n/a	256	n/a
218.3480000000	n/a	54587	show_circle	n/a	n/a	0	circle.bmp
220.0480000000	n/a	55012	show_cross	n/a	n/a	n/a	cross.bmp
220.5789090909	n/a	55144.7273	show_face	scrambled_face	first_show	17	s015.bmp
221.4761818182	n/a	55369.0455	show_circle	n/a	n/a	0	circle.bmp
221.4843636364	n/a	55371.0909	left_press	n/a	n/a	256	n/a
223.1761818182	n/a	55794.0455	show_cross	n/a	n/a	n/a	cross.bmp
223.7861818182	n/a	55946.5455	show_face	famous_face	delayed_repeat	7	f020.bmp
224.4452727273	n/a	56111.3182	right_press	n/a	n/a	4096	n/a
224.6198181818	n/a	56154.9545	show_circle	n/a	n/a	0	circle.bmp
226.3198181818	n/a	56579.9545	show_cross	n/a	n/a	n/a	cross.bmp
226.8434545455	n/a	56710.8636	show_face	unfamiliar_face	first_show	13	u009.bmp
227.5880000000	n/a	56897	left_press	n/a	n/a	256	n/a
227.6889090909	n/a	56922.2273	show_circle	n/a	n/a	0	circle.bmp
229.3889090909	n/a	57347.2273	show_cross	n/a	n/a	n/a	cross.bmp
229.9507272727	n/a	57487.6818	show_face	unfamiliar_face	immediate_repeat	14	u009.bmp
230.5243636364	n/a	57631.0909	left_press	n/a	n/a	256	n/a
230.8816363636	n/a	57720.4091	show_circle	n/a	n/a	0	circle.bmp
232.5816363636	n/a	58145.4091	show_cross	n/a	n/a	n/a	cross.bmp
233.0743636364	n/a	58268.5909	show_face	unfamiliar_face	delayed_repeat	15	u114.bmp
234.0289090909	n/a	58507.2273	show_circle	n/a	n/a	0	circle.bmp
235.7289090909	n/a	58932.2273	show_cross	n/a	n/a	n/a	cross.bmp
236.1980000000	n/a	59049.5	show_face	famous_face	first_show	5	f097.bmp
237.0480000000	n/a	59262	left_press	n/a	n/a	256	n/a
237.0843636364	n/a	59271.0909	show_circle	n/a	n/a	0	circle.bmp
238.7843636364	n/a	59696.0909	show_cross	n/a	n/a	n/a	cross.bmp
239.3389090909	n/a	59834.7273	show_face	scrambled_face	first_show	17	s023.bmp
240.0216363636	n/a	60005.4091	left_press	n/a	n/a	256	n/a
240.2307272727	n/a	60057.6818	show_circle	n/a	n/a	0	circle.bmp
241.9307272727	n/a	60482.6818	show_cross	n/a	n/a	n/a	cross.bmp
242.5961818182	n/a	60649.0455	show_face	famous_face	first_show	5	f048.bmp
243.2434545455	n/a	60810.8636	right_press	n/a	n/a	4096	n/a
243.5170909091	n/a	60879.2727	show_circle	n/a	n/a	0	circle.bmp
245.2170909091	n/a	61304.2727	show_cross	n/a	n/a	n/a	cross.bmp
245.7870909091	n/a	61446.7727	show_face	famous_face	first_show	5	f062.bmp
246.4125454545	n/a	61603.1364	left_press	n/a	n/a	256	n/a
246.7225454545	n/a	61680.6364	show_circle	n/a	n/a	0	circle.bmp
248.4225454545	n/a	62105.6364	show_cross	n/a	n/a	n/a	cross.bmp
248.8780000000	n/a	62219.5	show_face	famous_face	immediate_repeat	6	f062.bmp
249.6443636364	n/a	62411.0909	left_press	n/a	n/a	256	n/a
249.8825454545	n/a	62470.6364	show_circle	n/a	n/a	0	circle.bmp
251.5825454545	n/a	62895.6364	show_cross	n/a	n/a	n/a	cross.bmp
252.2352727273	n/a	63058.8182	show_face	scrambled_face	delayed_repeat	19	s015.bmp
253.0880000000	n/a	63272	show_circle	n/a	n/a	0	circle.bmp
254.7880000000	n/a	63697	show_cross	n/a	n/a	n/a	cross.bmp
255.3770909091	n/a	63844.2727	show_face	scrambled_face	first_show	17	s144.bmp
256.1670909091	n/a	64041.7727	right_press	n/a	n/a	4096	n/a
256.2180000000	n/a	64054.5	show_circle	n/a	n/a	0	circle.bmp
257.9180000000	n/a	64479.5	show_cross	n/a	n/a	n/a	cross.bmp
258.3825454545	n/a	64595.6364	show_face	scrambled_face	immediate_repeat	18	s144.bmp
259.2298181818	n/a	64807.4545	show_circle	n/a	n/a	0	circle.bmp
260.9298181818	n/a	65232.4545	show_cross	n/a	n/a	n/a	cross.bmp
261.4398181818	n/a	65359.9545	show_face	unfamiliar_face	first_show	13	u086.bmp
262.3125454545	n/a	65578.1364	show_circle	n/a	n/a	0	circle.bmp
262.4143636364	n/a	65603.5909	right_press	n/a	n/a	4096	n/a
264.0125454545	n/a	66003.1364	show_cross	n/a	n/a	n/a	cross.bmp
264.6134545455	n/a	66153.3636	show_face	famous_face	delayed_repeat	7	f097.bmp
265.4907272727	n/a	66372.6818	show_circle	n/a	n/a	0	circle.bmp
267.1907272727	n/a	66797.6818	show_cross	n/a	n/a	n/a	cross.bmp
267.6707272727	n/a	66917.6818	show_face	unfamiliar_face	first_show	13	u102.bmp
268.3125454545	n/a	67078.1364	right_press	n/a	n/a	4096	n/a
268.5470909091	n/a	67136.7727	show_circle	n/a	n/a	0	circle.bmp
270.2470909091	n/a	67561.7727	show_cross	n/a	n/a	n/a	cross.bmp
270.7443636364	n/a	67686.0909	show_face	unfamiliar_face	immediate_repeat	14	u102.bmp
271.6707272727	n/a	67917.6818	show_circle	n/a	n/a	0	circle.bmp
273.3707272727	n/a	68342.6818	show_cross	n/a	n/a	n/a	cross.bmp
273.9689090909	n/a	68492.2273	show_face	scrambled_face	delayed_repeat	19	s023.bmp
274.8243636364	n/a	68706.0909	show_circle	n/a	n/a	0	circle.bmp
276.5243636364	n/a	69131.0909	show_cross	n/a	n/a	n/a	cross.bmp
277.1925454545	n/a	69298.1364	show_face	scrambled_face	first_show	17	s114.bmp
278.0370909091	n/a	69509.2727	right_press	n/a	n/a	4096	n/a
278.1180000000	n/a	69529.5	show_circle	n/a	n/a	0	circle.bmp
279.8180000000	n/a	69954.5	show_cross	n/a	n/a	n/a	cross.bmp
280.3843636364	n/a	70096.0909	show_face	scrambled_face	immediate_repeat	18	s114.bmp
281.1352727273	n/a	70283.8182	right_press	n/a	n/a	4096	n/a
281.2107272727	n/a	70302.6818	show_circle	n/a	n/a	0	circle.bmp
282.9107272727	n/a	70727.6818	show_cross	n/a	n/a	n/a	cross.bmp
283.4243636364	n/a	70856.0909	show_face	famous_face	delayed_repeat	7	f048.bmp
284.1570909091	n/a	71039.2727	right_press	n/a	n/a	4096	n/a
284.3680000000	n/a	71092	show_circle	n/a	n/a	0	circle.bmp
286.0680000000	n/a	71517	show_cross	n/a	n/a	n/a	cross.bmp
286.5816363636	n/a	71645.4091	show_face	famous_face	first_show	5	f021.bmp
287.3034545455	n/a	71825.8636	right_press	n/a	n/a	4096	n/a
287.4507272727	n/a	71862.6818	show_circle	n/a	n/a	0	circle.bmp
289.1507272727	n/a	72287.6818	show_cross	n/a	n/a	n/a	cross.bmp
289.6389090909	n/a	72409.7273	show_face	scrambled_face	first_show	17	s052.bmp
290.5852727273	n/a	72646.3182	show_circle	n/a	n/a	0	circle.bmp
292.2852727273	n/a	73071.3182	show_cross	n/a	n/a	n/a	cross.bmp
292.8961818182	n/a	73224.0455	show_face	scrambled_face	immediate_repeat	18	s052.bmp
293.8325454545	n/a	73458.1364	show_circle	n/a	n/a	0	circle.bmp
295.5325454545	n/a	73883.1364	show_cross	n/a	n/a	n/a	cross.bmp
296.0361818182	n/a	74009.0455	show_face	scrambled_face	first_show	17	s055.bmp
296.9389090909	n/a	74234.7273	show_circle	n/a	n/a	0	circle.bmp
298.6389090909	n/a	74659.7273	show_cross	n/a	n/a	n/a	cross.bmp
299.1270909091	n/a	74781.7727	show_face	unfamiliar_face	delayed_repeat	15	u086.bmp
300.1307272727	n/a	75032.6818	show_circle	n/a	n/a	0	circle.bmp
301.8307272727	n/a	75457.6818	show_cross	n/a	n/a	n/a	cross.bmp
302.4343636364	n/a	75608.5909	show_face	scrambled_face	first_show	17	s123.bmp
303.1598181818	n/a	75789.9545	left_press	n/a	n/a	256	n/a
303.2970909091	n/a	75824.2727	show_circle	n/a	n/a	0	circle.bmp
304.9970909091	n/a	76249.2727	show_cross	n/a	n/a	n/a	cross.bmp
305.5916363636	n/a	76397.9091	show_face	scrambled_face	immediate_repeat	18	s123.bmp
306.2243636364	n/a	76556.0909	left_press	n/a	n/a	256	n/a
306.6070909091	n/a	76651.7727	show_circle	n/a	n/a	0	circle.bmp
308.3070909091	n/a	77076.7727	show_cross	n/a	n/a	n/a	cross.bmp
308.7652727273	n/a	77191.3182	show_face	famous_face	first_show	5	f013.bmp
309.3834545455	n/a	77345.8636	right_press	n/a	n/a	4096	n/a
309.7643636364	n/a	77441.0909	show_circle	n/a	n/a	0	circle.bmp
311.4643636364	n/a	77866.0909	show_cross	n/a	n/a	n/a	cross.bmp
312.0561818182	n/a	78014.0455	show_face	famous_face	immediate_repeat	6	f013.bmp
312.6434545455	n/a	78160.8636	right_press	n/a	n/a	4096	n/a
312.9843636364	n/a	78246.0909	show_circle	n/a	n/a	0	circle.bmp
