index	name	hemisphere
281	17Networks_RH_DorsAttnB_PostC_8	R
282	17Networks_RH_DorsAttnB_FEF_1	R
283	17Networks_RH_DorsAttnB_FEF_2	R
284	17Networks_RH_DorsAttnB_FEF_3	R
285	17Networks_RH_SalVentAttnA_ParOper_1	R
286	17Networks_RH_SalVentAttnA_ParOper_2	R
287	17Networks_RH_SalVentAttnA_ParOper_3	R
288	17Networks_RH_SalVentAttnA_PrC_1	R
289	17Networks_RH_SalVentAttnA_Ins_1	R
290	17Networks_RH_SalVentAttnA_Ins_2	R
291	17Networks_RH_SalVentAttnA_Ins_3	R
292	17Networks_RH_SalVentAttnA_Ins_4	R
293	17Networks_RH_SalVentAttnA_FrOper_1	R
294	17Networks_RH_SalVentAttnA_FrOper_2	R
295	17Networks_RH_SalVentAttnA_FrOper_3	R
296	17Networks_RH_SalVentAttnA_FrMed_1	R
297	17Networks_RH_SalVentAttnA_ParMed_1	R
298	17Networks_RH_SalVentAttnA_ParMed_2	R
299	17Networks_RH_SalVentAttnA_FrMed_2	R
300	17Networks_RH_SalVentAttnA_ParMed_3	R
301	17Networks_RH_SalVentAttnA_ParMed_4	R
302	17Networks_RH_SalVentAttnA_FrMed_3	R
303	17Networks_RH_SalVentAttnA_FrMed_4	R
304	17Networks_RH_SalVentAttnB_IPL_1	R
305	17Networks_RH_SalVentAttnB_PFClv_1	R
306	17Networks_RH_SalVentAttnB_PFCl_1	R
307	17Networks_RH_SalVentAttnB_PFCl_2	R
308	17Networks_RH_SalVentAttnB_PFCl_3	R
309	17Networks_RH_SalVentAttnB_Ins_1	R
310	17Networks_RH_SalVentAttnB_Ins_2	R
311	17Networks_RH_SalVentAttnB_PFCmp_1	R
312	17Networks_RH_SalVentAttnB_PFCmp_2	R
313	17Networks_RH_LimbicB_OFC_1	R
314	17Networks_RH_LimbicB_OFC_2	R
315	17Networks_RH_LimbicB_OFC_3	R
316	17Networks_RH_LimbicB_OFC_4	R
317	17Networks_RH_LimbicB_OFC_5	R
318	17Networks_RH_LimbicB_OFC_6	R
319	17Networks_RH_LimbicA_TempPole_1	R
320	17Networks_RH_LimbicA_TempPole_2	R
321	17Networks_RH_LimbicA_TempPole_3	R
322	17Networks_RH_LimbicA_TempPole_4	R
323	17Networks_RH_LimbicA_TempPole_5	R
324	17Networks_RH_LimbicA_TempPole_6	R
325	17Networks_RH_ContA_IPS_1	R
326	17Networks_RH_ContA_IPS_2	R
327	17Networks_RH_ContA_IPS_3	R
328	17Networks_RH_ContA_IPS_4	R
329	17Networks_RH_ContA_PFCd_1	R
330	17Networks_RH_ContA_PFCl_1	R
331	17Networks_RH_ContA_PFCl_2	R
332	17Networks_RH_ContA_PFCl_3	R
333	17Networks_RH_ContA_PFCl_4	R
334	17Networks_RH_ContA_PFCl_5	R
335	17Networks_RH_ContA_Cingm_1	R
336	17Networks_RH_ContB_Temp_1	R
337	17Networks_RH_ContB_Temp_2	R
338	17Networks_RH_ContB_IPL_1	R
339	17Networks_RH_ContB_IPL_2	R
340	17Networks_RH_ContB_IPL_3	R
341	17Networks_RH_ContB_IPL_4	R
342	17Networks_RH_ContB_PFCld_1	R
343	17Networks_RH_ContB_PFCld_2	R
344	17Networks_RH_ContB_PFCld_3	R
345	17Networks_RH_ContB_PFCld_4	R
346	17Networks_RH_ContB_PFClv_1	R
347	17Networks_RH_ContB_PFClv_2	R
348	17Networks_RH_ContB_PFClv_3	R
349	17Networks_RH_ContB_PFClv_4	R
350	17Networks_RH_ContB_PFCmp_1	R
351	17Networks_RH_ContC_pCun_1	R
352	17Networks_RH_ContC_pCun_2	R
353	17Networks_RH_ContC_pCun_3	R
354	17Networks_RH_ContC_pCun_4	R
355	17Networks_RH_ContC_pCun_5	R
356	17Networks_RH_ContC_Cingp_1	R
357	17Networks_RH_ContC_Cingp_2	R
358	17Networks_RH_DefaultA_Temp_1	R
359	17Networks_RH_DefaultA_IPL_1	R
360	17Networks_RH_DefaultA_IPL_2	R
361	17Networks_RH_DefaultA_PFCd_1	R
362	17Networks_RH_DefaultA_PFCd_2	R
363	17Networks_RH_DefaultA_pCunPCC_1	R
364	17Networks_RH_DefaultA_pCunPCC_2	R
365	17Networks_RH_DefaultA_pCunPCC_3	R
366	17Networks_RH_DefaultA_pCunPCC_4	R
367	17Networks_RH_DefaultA_pCunPCC_5	R
368	17Networks_RH_DefaultA_PFCm_1	R
369	17Networks_RH_DefaultA_PFCm_2	R
370	17Networks_RH_DefaultA_PFCm_3	R
371	17Networks_RH_DefaultA_PFCm_4	R
372	17Networks_RH_DefaultA_PFCm_5	R
373	17Networks_RH_DefaultA_PFCm_6	R
374	17Networks_RH_DefaultB_Temp_1	R
375	17Networks_RH_DefaultB_Temp_2	R
376	17Networks_RH_DefaultB_AntTemp_1	R
377	17Networks_RH_DefaultB_PFCd_1	R
378	17Networks_RH_DefaultB_PFCd_2	R
379	17Networks_RH_DefaultB_PFCd_3	R
380	17Networks_RH_DefaultB_PFCd_4	R
381	17Networks_RH_DefaultB_PFCd_5	R
382	17Networks_RH_DefaultB_PFCv_1	R
383	17Networks_RH_DefaultB_PFCv_2	R
384	17Networks_RH_DefaultB_PFCv_3	R
385	17Networks_RH_DefaultC_IPL_1	R
386	17Networks_RH_DefaultC_IPL_2	R
387	17Networks_RH_DefaultC_Rsp_1	R
388	17Networks_RH_DefaultC_Rsp_2	R
389	17Networks_RH_DefaultC_PHC_1	R
390	17Networks_RH_DefaultC_PHC_2	R
391	17Networks_RH_TempPar_1	R
392	17Networks_RH_TempPar_2	R
393	17Networks_RH_TempPar_3	R
394	17Networks_RH_TempPar_4	R
395	17Networks_RH_TempPar_5	R
396	17Networks_RH_TempPar_6	R
397	17Networks_RH_TempPar_7	R
398	17Networks_RH_TempPar_8	R
399	17Networks_RH_TempPar_9	R
400	17Networks_RH_TempPar_10	R
