onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
170.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	431	n/a
172.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	446	n/a
175.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	589	n/a
177.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	411	n/a
185.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	528	n/a
187.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	487	n/a
190.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	470	n/a
192.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	542	n/a
195.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	468	n/a
197.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	386	n/a
200.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	449	n/a
202.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	513	n/a
210.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	613	n/a
212.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	364	n/a
215.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	811	n/a
217.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	442	n/a
225.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	486	n/a
227.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	406	n/a
230.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	492	n/a
232.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	379	n/a
235.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	467	n/a
237.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	433	n/a
240.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	408	n/a
242.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	414	n/a
245.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	390	n/a
247.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	508	n/a
250.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	499	n/a
252.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	433	n/a
260.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	526	n/a
262.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	445	n/a
270.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	514	n/a
272.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	418	n/a
275.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	480	n/a
277.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	472	n/a
285.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	772	n/a
287.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	443	n/a
290.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	602	n/a
292.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	441	n/a
295.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	847	n/a
297.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	374	n/a
