onset	duration	trial_type	incongruent_incorrect	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
140.0	1.0	congruent_correct	n/a	1	1	congruent	413	n/a
142.5	1.0	incongruent_correct	n/a	1	2	incongruent	572	n/a
145.0	1.0	congruent_correct	n/a	1	1	congruent	611	n/a
147.5	1.0	incongruent_correct	n/a	1	2	incongruent	546	n/a
150.0	1.0	congruent_correct	n/a	1	1	congruent	384	n/a
152.5	1.0	congruent_correct	n/a	1	1	congruent	527	n/a
155.0	1.0	congruent_correct	n/a	1	1	congruent	534	n/a
157.5	1.0	incongruent_correct	n/a	1	2	incongruent	589	n/a
160.0	1.0	incongruent_correct	n/a	1	2	incongruent	468	n/a
162.5	1.0	congruent_correct	n/a	1	1	congruent	706	n/a
170.0	1.0	incongruent_correct	n/a	1	2	incongruent	959	n/a
172.5	1.0	congruent_correct	n/a	1	1	congruent	406	n/a
175.0	1.0	congruent_correct	n/a	1	1	congruent	629	n/a
177.5	1.0	incongruent_correct	n/a	1	2	incongruent	596	n/a
185.0	1.0	incongruent_correct	n/a	1	2	incongruent	569	n/a
187.5	1.0	incongruent_correct	n/a	1	2	incongruent	480	n/a
190.0	1.0	incongruent_correct	n/a	1	2	incongruent	519	n/a
192.5	1.0	incongruent_correct	n/a	1	2	incongruent	526	n/a
195.0	1.0	congruent_incorrect	n/a	0	1	congruent	508	n/a
197.5	1.0	congruent_correct	n/a	1	1	congruent	668	n/a
200.0	1.0	congruent_correct	n/a	1	1	congruent	666	n/a
202.5	1.0	incongruent_correct	n/a	1	2	incongruent	633	n/a
205.0	1.0	incongruent_correct	n/a	1	2	incongruent	599	n/a
207.5	1.0	incongruent_correct	n/a	1	2	incongruent	535	n/a
215.0	1.0	incongruent_correct	n/a	1	2	incongruent	683	n/a
217.5	1.0	incongruent_correct	n/a	1	2	incongruent	658	n/a
220.0	1.0	congruent_correct	n/a	1	1	congruent	617	n/a
222.5	1.0	incongruent_correct	n/a	1	2	incongruent	712	n/a
225.0	1.0	incongruent_correct	n/a	1	2	incongruent	558	n/a
227.5	1.0	congruent_correct	n/a	1	1	congruent	598	n/a
230.0	1.0	congruent_correct	n/a	1	1	congruent	533	n/a
232.5	1.0	congruent_correct	n/a	1	1	congruent	467	n/a
235.0	1.0	incongruent_correct	n/a	1	2	incongruent	538	n/a
237.5	1.0	congruent_correct	n/a	1	1	congruent	577	n/a
240.0	1.0	incongruent_correct	n/a	1	2	incongruent	600	n/a
242.5	1.0	congruent_correct	n/a	1	1	congruent	614	n/a
245.0	1.0	congruent_correct	n/a	1	1	congruent	445	n/a
247.5	1.0	incongruent_correct	n/a	1	2	incongruent	708	n/a
250.0	1.0	congruent_correct	n/a	1	1	congruent	555	n/a
252.5	1.0	congruent_correct	n/a	1	1	congruent	449	n/a
255.0	1.0	incongruent_correct	n/a	1	2	incongruent	560	n/a
257.5	1.0	congruent_correct	n/a	1	1	congruent	575	n/a
270.0	1.0	incongruent_correct	n/a	1	2	incongruent	641	n/a
272.5	1.0	congruent_correct	n/a	1	1	congruent	497	n/a
275.0	1.0	congruent_correct	n/a	1	1	congruent	447	n/a
277.5	1.0	incongruent_correct	n/a	1	2	incongruent	575	n/a
280.0	1.0	incongruent_correct	n/a	1	2	incongruent	685	n/a
282.5	1.0	congruent_correct	n/a	1	1	congruent	444	n/a
290.0	1.0	congruent_correct	n/a	1	1	congruent	848	n/a
292.5	1.0	incongruent_correct	n/a	1	2	incongruent	464	n/a
295.0	1.0	incongruent_correct	n/a	1	2	incongruent	495	n/a
297.5	1.0	congruent_correct	n/a	1	1	congruent	573	n/a
