onset	duration	sample	event_type	face_type	repetition_type	trial	trial_lag	trigger	stim_file
54.3561818182	n/a	13589.0455	show_circle	n/a	n/a	10	n/a	0	circle.bmp
56.056181818199995	n/a	14014.0455	show_cross	n/a	n/a	11	n/a	n/a	cross.bmp
56.6489090909	n/a	14162.2273	show_face	scrambled_face	first_show	11	n/a	17	s068.bmp
57.4361818182	n/a	14359.0455	left_press	n/a	n/a	11	n/a	256	n/a
57.601636363599994	n/a	14400.4091	show_circle	n/a	n/a	11	n/a	0	circle.bmp
59.3016363636	n/a	14825.4091	show_cross	n/a	n/a	12	n/a	n/a	cross.bmp
59.8725454545	n/a	14968.1364	show_face	famous_face	first_show	12	n/a	5	f070.bmp
60.52072727270001	n/a	15130.1818	right_press	n/a	n/a	12	n/a	4096	n/a
60.7461818182	n/a	15186.5455	show_circle	n/a	n/a	12	n/a	0	circle.bmp
62.446181818199996	n/a	15611.5455	show_cross	n/a	n/a	13	n/a	n/a	cross.bmp
63.0470909091	n/a	15761.7727	show_face	famous_face	immediate_repeat	13	1	6	f070.bmp
63.596181818199994	n/a	15899.0455	right_press	n/a	n/a	13	n/a	4096	n/a
63.9470909091	n/a	15986.7727	show_circle	n/a	n/a	13	n/a	0	circle.bmp
65.6470909091	n/a	16411.7727	show_cross	n/a	n/a	14	n/a	n/a	cross.bmp
66.2043636364	n/a	16551.0909	show_face	scrambled_face	delayed_repeat	14	7	19	s087.bmp
66.9525454545	n/a	16738.1364	left_press	n/a	n/a	14	n/a	256	n/a
67.0370909091	n/a	16759.2727	show_circle	n/a	n/a	14	n/a	0	circle.bmp
68.7370909091	n/a	17184.2727	show_cross	n/a	n/a	15	n/a	n/a	cross.bmp
69.228	n/a	17307.0	show_face	scrambled_face	first_show	15	n/a	17	s124.bmp
69.90709090909999	n/a	17476.7727	left_press	n/a	n/a	15	n/a	256	n/a
70.24527272729999	n/a	17561.3182	show_circle	n/a	n/a	15	n/a	0	circle.bmp
71.9452727273	n/a	17986.3182	show_cross	n/a	n/a	16	n/a	n/a	cross.bmp
72.468	n/a	18117.0	show_face	scrambled_face	immediate_repeat	16	1	18	s124.bmp
72.97618181819999	n/a	18244.0455	left_press	n/a	n/a	16	n/a	256	n/a
73.358	n/a	18339.5	show_circle	n/a	n/a	16	n/a	0	circle.bmp
75.058	n/a	18764.5	show_cross	n/a	n/a	17	n/a	n/a	cross.bmp
75.5589090909	n/a	18889.7273	show_face	scrambled_face	delayed_repeat	17	9	19	s114.bmp
76.4025454545	n/a	19100.6364	show_circle	n/a	n/a	17	n/a	0	circle.bmp
76.8434545455	n/a	19210.8636	left_press	n/a	n/a	17	n/a	256	n/a
78.1025454545	n/a	19525.6364	show_cross	n/a	n/a	18	n/a	n/a	cross.bmp
78.7661818182	n/a	19691.5455	show_face	famous_face	first_show	18	n/a	5	f134.bmp
79.2952727273	n/a	19823.8182	right_press	n/a	n/a	18	n/a	4096	n/a
79.6134545455	n/a	19903.3636	show_circle	n/a	n/a	18	n/a	0	circle.bmp
81.31345454550001	n/a	20328.3636	show_cross	n/a	n/a	19	n/a	n/a	cross.bmp
81.8234545455	n/a	20455.8636	show_face	famous_face	immediate_repeat	19	1	6	f134.bmp
82.3389090909	n/a	20584.7273	right_press	n/a	n/a	19	n/a	4096	n/a
82.708	n/a	20677.0	show_circle	n/a	n/a	19	n/a	0	circle.bmp
84.408	n/a	21102.0	show_cross	n/a	n/a	20	n/a	n/a	cross.bmp
84.98072727270001	n/a	21245.1818	show_face	famous_face	delayed_repeat	20	11	7	f098.bmp
85.8807272727	n/a	21470.1818	show_circle	n/a	n/a	20	n/a	0	circle.bmp
86.0498181818	n/a	21512.4545	right_press	n/a	n/a	20	n/a	4096	n/a
87.5807272727	n/a	21895.1818	show_cross	n/a	n/a	21	n/a	n/a	cross.bmp
88.07072727270001	n/a	22017.6818	show_face	scrambled_face	first_show	21	n/a	17	s148.bmp
88.8570909091	n/a	22214.2727	right_press	n/a	n/a	21	n/a	4096	n/a
88.95890909090001	n/a	22239.7273	show_circle	n/a	n/a	21	n/a	0	circle.bmp
90.6589090909	n/a	22664.7273	show_cross	n/a	n/a	22	n/a	n/a	cross.bmp
91.14436363639999	n/a	22786.0909	show_face	scrambled_face	delayed_repeat	22	12	19	s090.bmp
92.0552727273	n/a	23013.8182	left_press	n/a	n/a	22	n/a	256	n/a
92.0634545455	n/a	23015.8636	show_circle	n/a	n/a	22	n/a	0	circle.bmp
93.7634545455	n/a	23440.8636	show_cross	n/a	n/a	23	n/a	n/a	cross.bmp
94.2352727273	n/a	23558.8182	show_face	unfamiliar_face	first_show	23	n/a	13	u136.bmp
94.9252727273	n/a	23731.3182	right_press	n/a	n/a	23	n/a	4096	n/a
95.1189090909	n/a	23779.7273	show_circle	n/a	n/a	23	n/a	0	circle.bmp
96.81890909090001	n/a	24204.7273	show_cross	n/a	n/a	24	n/a	n/a	cross.bmp
97.4598181818	n/a	24364.9545	show_face	scrambled_face	delayed_repeat	24	13	19	s068.bmp
98.1989090909	n/a	24549.7273	left_press	n/a	n/a	24	n/a	256	n/a
98.28436363639999	n/a	24571.0909	show_circle	n/a	n/a	24	n/a	0	circle.bmp
99.98436363639999	n/a	24996.0909	show_cross	n/a	n/a	25	n/a	n/a	cross.bmp
100.53345454549999	n/a	25133.3636	show_face	unfamiliar_face	first_show	25	n/a	13	u053.bmp
101.3070909091	n/a	25326.7727	right_press	n/a	n/a	25	n/a	4096	n/a
101.3889090909	n/a	25347.2273	show_circle	n/a	n/a	25	n/a	0	circle.bmp
103.0889090909	n/a	25772.2273	show_cross	n/a	n/a	26	n/a	n/a	cross.bmp
103.6734545455	n/a	25918.3636	show_face	scrambled_face	first_show	26	n/a	17	s082.bmp
104.4361818182	n/a	26109.0455	right_press	n/a	n/a	26	n/a	4096	n/a
104.688	n/a	26172.0	show_circle	n/a	n/a	26	n/a	0	circle.bmp
106.388	n/a	26597.0	show_cross	n/a	n/a	27	n/a	n/a	cross.bmp
107.01436363639999	n/a	26753.5909	show_face	scrambled_face	immediate_repeat	27	1	18	s082.bmp
107.74527272729999	n/a	26936.3182	left_press	n/a	n/a	27	n/a	256	n/a
107.8761818182	n/a	26969.0455	show_circle	n/a	n/a	27	n/a	0	circle.bmp
109.5761818182	n/a	27394.0455	show_cross	n/a	n/a	28	n/a	n/a	cross.bmp
110.1552727273	n/a	27538.8182	show_face	unfamiliar_face	first_show	28	n/a	13	u002.bmp
110.7816363636	n/a	27695.4091	right_press	n/a	n/a	28	n/a	4096	n/a
111.0698181818	n/a	27767.4545	show_circle	n/a	n/a	28	n/a	0	circle.bmp
112.7698181818	n/a	28192.4545	show_cross	n/a	n/a	29	n/a	n/a	cross.bmp
113.26254545450001	n/a	28315.6364	show_face	unfamiliar_face	immediate_repeat	29	1	14	u002.bmp
113.8698181818	n/a	28467.4545	right_press	n/a	n/a	29	n/a	4096	n/a
114.1716363636	n/a	28542.9091	show_circle	n/a	n/a	29	n/a	0	circle.bmp
115.8716363636	n/a	28967.9091	show_cross	n/a	n/a	30	n/a	n/a	cross.bmp
116.3861818182	n/a	29096.5455	show_face	unfamiliar_face	first_show	30	n/a	13	u058.bmp
117.1889090909	n/a	29297.2273	right_press	n/a	n/a	30	n/a	4096	n/a
117.258	n/a	29314.5	show_circle	n/a	n/a	30	n/a	0	circle.bmp
118.958	n/a	29739.5	show_cross	n/a	n/a	31	n/a	n/a	cross.bmp
119.44345454549999	n/a	29860.8636	show_face	scrambled_face	delayed_repeat	31	10	19	s148.bmp
120.2852727273	n/a	30071.3182	right_press	n/a	n/a	31	n/a	4096	n/a
120.408	n/a	30102.0	show_circle	n/a	n/a	31	n/a	0	circle.bmp
122.108	n/a	30527.0	show_cross	n/a	n/a	32	n/a	n/a	cross.bmp
122.5670909091	n/a	30641.7727	show_face	unfamiliar_face	first_show	32	n/a	13	u013.bmp
123.1843636364	n/a	30796.0909	right_press	n/a	n/a	32	n/a	4096	n/a
123.5170909091	n/a	30879.2727	show_circle	n/a	n/a	32	n/a	0	circle.bmp
125.2170909091	n/a	31304.2727	show_cross	n/a	n/a	33	n/a	n/a	cross.bmp
125.808	n/a	31452.0	show_face	unfamiliar_face	delayed_repeat	33	10	15	u136.bmp
126.38527272729999	n/a	31596.3182	right_press	n/a	n/a	33	n/a	4096	n/a
126.7361818182	n/a	31684.0455	show_circle	n/a	n/a	33	n/a	0	circle.bmp
128.4361818182	n/a	32109.0455	show_cross	n/a	n/a	34	n/a	n/a	cross.bmp
128.9489090909	n/a	32237.2273	show_face	famous_face	first_show	34	n/a	5	f003.bmp
129.6707272727	n/a	32417.6818	left_press	n/a	n/a	34	n/a	256	n/a
129.80072727270002	n/a	32450.1818	show_circle	n/a	n/a	34	n/a	0	circle.bmp
131.5007272727	n/a	32875.1818	show_cross	n/a	n/a	35	n/a	n/a	cross.bmp
132.07254545450002	n/a	33018.1364	show_face	unfamiliar_face	delayed_repeat	35	10	15	u053.bmp
132.9625454545	n/a	33240.6364	show_circle	n/a	n/a	35	n/a	0	circle.bmp
133.1043636364	n/a	33276.0909	right_press	n/a	n/a	35	n/a	4096	n/a
134.66254545450002	n/a	33665.6364	show_cross	n/a	n/a	36	n/a	n/a	cross.bmp
135.2461818182	n/a	33811.5455	show_face	scrambled_face	first_show	36	n/a	17	s086.bmp
136.1189090909	n/a	34029.7273	left_press	n/a	n/a	36	n/a	256	n/a
136.2589090909	n/a	34064.7273	show_circle	n/a	n/a	36	n/a	0	circle.bmp
137.9589090909	n/a	34489.7273	show_cross	n/a	n/a	37	n/a	n/a	cross.bmp
138.4870909091	n/a	34621.7727	show_face	famous_face	first_show	37	n/a	5	f043.bmp
139.0307272727	n/a	34757.6818	right_press	n/a	n/a	37	n/a	4096	n/a
139.4798181818	n/a	34869.9545	show_circle	n/a	n/a	37	n/a	0	circle.bmp
141.17981818180002	n/a	35294.9545	show_cross	n/a	n/a	38	n/a	n/a	cross.bmp
141.828	n/a	35457.0	show_face	famous_face	immediate_repeat	38	1	6	f043.bmp
142.29254545450002	n/a	35573.1364	right_press	n/a	n/a	38	n/a	4096	n/a
142.6989090909	n/a	35674.7273	show_circle	n/a	n/a	38	n/a	0	circle.bmp
144.3989090909	n/a	36099.7273	show_cross	n/a	n/a	39	n/a	n/a	cross.bmp
144.8689090909	n/a	36217.2273	show_face	unfamiliar_face	first_show	39	n/a	13	u014.bmp
145.80436363639998	n/a	36451.0909	show_circle	n/a	n/a	39	n/a	0	circle.bmp
145.9652727273	n/a	36491.3182	left_press	n/a	n/a	39	n/a	256	n/a
147.5043636364	n/a	36876.0909	show_cross	n/a	n/a	40	n/a	n/a	cross.bmp
148.1425454545	n/a	37035.6364	show_face	unfamiliar_face	delayed_repeat	40	10	15	u058.bmp
149.0734545455	n/a	37268.3636	show_circle	n/a	n/a	40	n/a	0	circle.bmp
149.238	n/a	37309.5	left_press	n/a	n/a	40	n/a	256	n/a
150.7734545455	n/a	37693.3636	show_cross	n/a	n/a	41	n/a	n/a	cross.bmp
151.3170909091	n/a	37829.2727	show_face	famous_face	first_show	41	n/a	5	f110.bmp
152.138	n/a	38034.5	show_circle	n/a	n/a	41	n/a	0	circle.bmp
152.24436363639998	n/a	38061.0909	right_press	n/a	n/a	41	n/a	4096	n/a
153.838	n/a	38459.5	show_cross	n/a	n/a	42	n/a	n/a	cross.bmp
154.4743636364	n/a	38618.5909	show_face	famous_face	immediate_repeat	42	1	6	f110.bmp
155.2389090909	n/a	38809.7273	right_press	n/a	n/a	42	n/a	4096	n/a
155.31345454549998	n/a	38828.3636	show_circle	n/a	n/a	42	n/a	0	circle.bmp
157.0134545455	n/a	39253.3636	show_cross	n/a	n/a	43	n/a	n/a	cross.bmp
157.5816363636	n/a	39395.4091	show_face	unfamiliar_face	delayed_repeat	43	11	15	u013.bmp
158.4916363636	n/a	39622.9091	show_circle	n/a	n/a	43	n/a	0	circle.bmp
158.8516363636	n/a	39712.9091	left_press	n/a	n/a	43	n/a	256	n/a
160.1916363636	n/a	40047.9091	show_cross	n/a	n/a	44	n/a	n/a	cross.bmp
160.6889090909	n/a	40172.2273	show_face	scrambled_face	first_show	44	n/a	17	s032.bmp
161.5570909091	n/a	40389.2727	right_press	n/a	n/a	44	n/a	4096	n/a
161.6052727273	n/a	40401.3182	show_circle	n/a	n/a	44	n/a	0	circle.bmp
163.3052727273	n/a	40826.3182	show_cross	n/a	n/a	45	n/a	n/a	cross.bmp
163.7952727273	n/a	40948.8182	show_face	scrambled_face	immediate_repeat	45	1	18	s032.bmp
164.2398181818	n/a	41059.9545	right_press	n/a	n/a	45	n/a	4096	n/a
164.808	n/a	41202.0	show_circle	n/a	n/a	45	n/a	0	circle.bmp
166.508	n/a	41627.0	show_cross	n/a	n/a	46	n/a	n/a	cross.bmp
167.0361818182	n/a	41759.0455	show_face	famous_face	delayed_repeat	46	12	7	f003.bmp
167.7598181818	n/a	41939.9545	right_press	n/a	n/a	46	n/a	4096	n/a
168.0189090909	n/a	42004.7273	show_circle	n/a	n/a	46	n/a	0	circle.bmp
169.7189090909	n/a	42429.7273	show_cross	n/a	n/a	47	n/a	n/a	cross.bmp
170.2107272727	n/a	42552.6818	show_face	famous_face	first_show	47	n/a	5	f030.bmp
170.8698181818	n/a	42717.4545	right_press	n/a	n/a	47	n/a	4096	n/a
171.20981818180002	n/a	42802.4545	show_circle	n/a	n/a	47	n/a	0	circle.bmp
172.9098181818	n/a	43227.4545	show_cross	n/a	n/a	48	n/a	n/a	cross.bmp
173.5016363636	n/a	43375.4091	show_face	famous_face	immediate_repeat	48	1	6	f030.bmp
174.1289090909	n/a	43532.2273	right_press	n/a	n/a	48	n/a	4096	n/a
174.4652727273	n/a	43616.3182	show_circle	n/a	n/a	48	n/a	0	circle.bmp
176.1652727273	n/a	44041.3182	show_cross	n/a	n/a	49	n/a	n/a	cross.bmp
176.7252727273	n/a	44181.3182	show_face	scrambled_face	delayed_repeat	49	13	19	s086.bmp
177.4107272727	n/a	44352.6818	left_press	n/a	n/a	49	n/a	256	n/a
177.6443636364	n/a	44411.0909	show_circle	n/a	n/a	49	n/a	0	circle.bmp
179.3443636364	n/a	44836.0909	show_cross	n/a	n/a	50	n/a	n/a	cross.bmp
179.8325454545	n/a	44958.1364	show_face	scrambled_face	first_show	50	n/a	17	s069.bmp
180.428	n/a	45107.0	left_press	n/a	n/a	50	n/a	256	n/a
180.7589090909	n/a	45189.7273	show_circle	n/a	n/a	50	n/a	0	circle.bmp
182.4589090909	n/a	45614.7273	show_cross	n/a	n/a	51	n/a	n/a	cross.bmp
182.9734545455	n/a	45743.3636	show_face	scrambled_face	immediate_repeat	51	1	18	s069.bmp
183.98163636360002	n/a	45995.4091	show_circle	n/a	n/a	51	n/a	0	circle.bmp
184.0825454545	n/a	46020.6364	right_press	n/a	n/a	51	n/a	4096	n/a
185.6816363636	n/a	46420.4091	show_cross	n/a	n/a	52	n/a	n/a	cross.bmp
186.33072727270002	n/a	46582.6818	show_face	scrambled_face	first_show	52	n/a	17	s096.bmp
187.07254545450002	n/a	46768.1364	left_press	n/a	n/a	52	n/a	256	n/a
187.3234545455	n/a	46830.8636	show_circle	n/a	n/a	52	n/a	0	circle.bmp
189.0234545455	n/a	47255.8636	show_cross	n/a	n/a	53	n/a	n/a	cross.bmp
189.47254545450002	n/a	47368.1364	show_face	unfamiliar_face	delayed_repeat	53	14	15	u014.bmp
190.2198181818	n/a	47554.9545	left_press	n/a	n/a	53	n/a	256	n/a
190.3361818182	n/a	47584.0455	show_circle	n/a	n/a	53	n/a	0	circle.bmp
192.0361818182	n/a	48009.0455	show_cross	n/a	n/a	54	n/a	n/a	cross.bmp
192.5452727273	n/a	48136.3182	show_face	famous_face	first_show	54	n/a	5	f009.bmp
193.3334545455	n/a	48333.3636	right_press	n/a	n/a	54	n/a	4096	n/a
193.5161818182	n/a	48379.0455	show_circle	n/a	n/a	54	n/a	0	circle.bmp
195.2161818182	n/a	48804.0455	show_cross	n/a	n/a	55	n/a	n/a	cross.bmp
195.6525454545	n/a	48913.1364	show_face	famous_face	immediate_repeat	55	1	6	f009.bmp
196.1398181818	n/a	49034.9545	right_press	n/a	n/a	55	n/a	4096	n/a
196.65345454549998	n/a	49163.3636	show_circle	n/a	n/a	55	n/a	0	circle.bmp
198.3534545455	n/a	49588.3636	show_cross	n/a	n/a	56	n/a	n/a	cross.bmp
198.97709090909999	n/a	49744.2727	show_face	famous_face	first_show	56	n/a	5	f100.bmp
199.7307272727	n/a	49932.6818	right_press	n/a	n/a	56	n/a	4096	n/a
199.9707272727	n/a	49992.6818	show_circle	n/a	n/a	56	n/a	0	circle.bmp
201.6707272727	n/a	50417.6818	show_cross	n/a	n/a	57	n/a	n/a	cross.bmp
202.318	n/a	50579.5	show_face	unfamiliar_face	first_show	57	n/a	13	u030.bmp
203.308	n/a	50827.0	show_circle	n/a	n/a	57	n/a	0	circle.bmp
203.7234545455	n/a	50930.8636	left_press	n/a	n/a	57	n/a	256	n/a
205.008	n/a	51252.0	show_cross	n/a	n/a	58	n/a	n/a	cross.bmp
205.54163636360002	n/a	51385.4091	show_face	famous_face	first_show	58	n/a	5	f111.bmp
206.2670909091	n/a	51566.7727	right_press	n/a	n/a	58	n/a	4096	n/a
206.4043636364	n/a	51601.0909	show_circle	n/a	n/a	58	n/a	0	circle.bmp
208.1043636364	n/a	52026.0909	show_cross	n/a	n/a	59	n/a	n/a	cross.bmp
208.6661818182	n/a	52166.5455	show_face	famous_face	immediate_repeat	59	1	6	f111.bmp
209.1443636364	n/a	52286.0909	right_press	n/a	n/a	59	n/a	4096	n/a
209.5389090909	n/a	52384.7273	show_circle	n/a	n/a	59	n/a	0	circle.bmp
211.2389090909	n/a	52809.7273	show_cross	n/a	n/a	60	n/a	n/a	cross.bmp
211.72254545450002	n/a	52930.6364	show_face	unfamiliar_face	first_show	60	n/a	13	u015.bmp
212.3716363636	n/a	53092.9091	left_press	n/a	n/a	60	n/a	256	n/a
212.6361818182	n/a	53159.0455	show_circle	n/a	n/a	60	n/a	0	circle.bmp
214.3361818182	n/a	53584.0455	show_cross	n/a	n/a	61	n/a	n/a	cross.bmp
214.8470909091	n/a	53711.7727	show_face	unfamiliar_face	immediate_repeat	61	1	14	u015.bmp
215.3661818182	n/a	53841.5455	left_press	n/a	n/a	61	n/a	256	n/a
215.8625454545	n/a	53965.6364	show_circle	n/a	n/a	61	n/a	0	circle.bmp
217.5625454545	n/a	54390.6364	show_cross	n/a	n/a	62	n/a	n/a	cross.bmp
218.1707272727	n/a	54542.6818	show_face	scrambled_face	delayed_repeat	62	10	19	s096.bmp
218.8398181818	n/a	54709.9545	left_press	n/a	n/a	62	n/a	256	n/a
219.0307272727	n/a	54757.6818	show_circle	n/a	n/a	62	n/a	0	circle.bmp
220.7307272727	n/a	55182.6818	show_cross	n/a	n/a	63	n/a	n/a	cross.bmp
221.3116363636	n/a	55327.9091	show_face	famous_face	first_show	63	n/a	5	f042.bmp
222.1398181818	n/a	55534.9545	right_press	n/a	n/a	63	n/a	4096	n/a
222.29618181819998	n/a	55574.0455	show_circle	n/a	n/a	63	n/a	0	circle.bmp
223.9961818182	n/a	55999.0455	show_cross	n/a	n/a	64	n/a	n/a	cross.bmp
224.5861818182	n/a	56146.5455	show_face	famous_face	immediate_repeat	64	1	6	f042.bmp
225.2407272727	n/a	56310.1818	right_press	n/a	n/a	64	n/a	4096	n/a
225.4434545455	n/a	56360.8636	show_circle	n/a	n/a	64	n/a	0	circle.bmp
227.1434545455	n/a	56785.8636	show_cross	n/a	n/a	65	n/a	n/a	cross.bmp
227.7934545455	n/a	56948.3636	show_face	unfamiliar_face	first_show	65	n/a	13	u093.bmp
228.488	n/a	57122.0	left_press	n/a	n/a	65	n/a	256	n/a
228.7025454545	n/a	57175.6364	show_circle	n/a	n/a	65	n/a	0	circle.bmp
230.4025454545	n/a	57600.6364	show_cross	n/a	n/a	66	n/a	n/a	cross.bmp
230.9834545455	n/a	57745.8636	show_face	famous_face	delayed_repeat	66	10	7	f100.bmp
231.5589090909	n/a	57889.7273	right_press	n/a	n/a	66	n/a	4096	n/a
231.8589090909	n/a	57964.7273	show_circle	n/a	n/a	66	n/a	0	circle.bmp
233.5589090909	n/a	58389.7273	show_cross	n/a	n/a	67	n/a	n/a	cross.bmp
234.1407272727	n/a	58535.1818	show_face	scrambled_face	first_show	67	n/a	17	s039.bmp
234.9834545455	n/a	58745.8636	right_press	n/a	n/a	67	n/a	4096	n/a
235.0325454545	n/a	58758.1364	show_circle	n/a	n/a	67	n/a	0	circle.bmp
236.7325454545	n/a	59183.1364	show_cross	n/a	n/a	68	n/a	n/a	cross.bmp
237.3652727273	n/a	59341.3182	show_face	unfamiliar_face	delayed_repeat	68	11	15	u030.bmp
237.9989090909	n/a	59499.7273	left_press	n/a	n/a	68	n/a	256	n/a
238.3798181818	n/a	59594.9545	show_circle	n/a	n/a	68	n/a	0	circle.bmp
240.0798181818	n/a	60019.9545	show_cross	n/a	n/a	69	n/a	n/a	cross.bmp
240.6398181818	n/a	60159.9545	show_face	scrambled_face	first_show	69	n/a	17	s059.bmp
241.37345454549998	n/a	60343.3636	left_press	n/a	n/a	69	n/a	256	n/a
241.4934545455	n/a	60373.3636	show_circle	n/a	n/a	69	n/a	0	circle.bmp
243.1934545455	n/a	60798.3636	show_cross	n/a	n/a	70	n/a	n/a	cross.bmp
243.6634545455	n/a	60915.8636	show_face	scrambled_face	immediate_repeat	70	1	18	s059.bmp
244.41254545450002	n/a	61103.1364	left_press	n/a	n/a	70	n/a	256	n/a
244.6198181818	n/a	61154.9545	show_circle	n/a	n/a	70	n/a	0	circle.bmp
246.3198181818	n/a	61579.9545	show_cross	n/a	n/a	71	n/a	n/a	cross.bmp
246.8034545455	n/a	61700.8636	show_face	scrambled_face	first_show	71	n/a	17	s050.bmp
247.3707272727	n/a	61842.6818	left_press	n/a	n/a	71	n/a	256	n/a
247.68345454549998	n/a	61920.8636	show_circle	n/a	n/a	71	n/a	0	circle.bmp
249.3834545455	n/a	62345.8636	show_cross	n/a	n/a	72	n/a	n/a	cross.bmp
250.0107272727	n/a	62502.6818	show_face	scrambled_face	first_show	72	n/a	17	s089.bmp
250.7516363636	n/a	62687.9091	left_press	n/a	n/a	72	n/a	256	n/a
250.9307272727	n/a	62732.6818	show_circle	n/a	n/a	72	n/a	0	circle.bmp
252.6307272727	n/a	63157.6818	show_cross	n/a	n/a	73	n/a	n/a	cross.bmp
253.2516363636	n/a	63312.9091	show_face	famous_face	first_show	73	n/a	5	f130.bmp
253.7843636364	n/a	63446.0909	right_press	n/a	n/a	73	n/a	4096	n/a
254.2407272727	n/a	63560.1818	show_circle	n/a	n/a	73	n/a	0	circle.bmp
255.9407272727	n/a	63985.1818	show_cross	n/a	n/a	74	n/a	n/a	cross.bmp
256.4089090909	n/a	64102.2273	show_face	famous_face	immediate_repeat	74	1	6	f130.bmp
256.9107272727	n/a	64227.6818	right_press	n/a	n/a	74	n/a	4096	n/a
257.3007272727	n/a	64325.1818	show_circle	n/a	n/a	74	n/a	0	circle.bmp
259.00072727270003	n/a	64750.1818	show_cross	n/a	n/a	75	n/a	n/a	cross.bmp
259.6161818182	n/a	64904.0455	show_face	unfamiliar_face	delayed_repeat	75	10	15	u093.bmp
260.4861818182	n/a	65121.5455	left_press	n/a	n/a	75	n/a	256	n/a
260.5207272727	n/a	65130.1818	show_circle	n/a	n/a	75	n/a	0	circle.bmp
262.2207272727	n/a	65555.1818	show_cross	n/a	n/a	76	n/a	n/a	cross.bmp
262.7907272727	n/a	65697.6818	show_face	unfamiliar_face	first_show	76	n/a	13	u042.bmp
263.5189090909	n/a	65879.7273	right_press	n/a	n/a	76	n/a	4096	n/a
263.6470909091	n/a	65911.7727	show_circle	n/a	n/a	76	n/a	0	circle.bmp
265.3470909091	n/a	66336.7727	show_cross	n/a	n/a	77	n/a	n/a	cross.bmp
265.9307272727	n/a	66482.6818	show_face	unfamiliar_face	immediate_repeat	77	1	14	u042.bmp
266.5225454545	n/a	66630.6364	right_press	n/a	n/a	77	n/a	4096	n/a
