onset	duration	sample	event_type	face_type	repetition_type	trial	trial_lag	trigger	stim_file
53.8716363636	n/a	13467.9091	show_circle	n/a	n/a	10	n/a	0	circle.bmp
55.5716363636	n/a	13892.9091	show_cross	n/a	n/a	11	n/a	n/a	cross.bmp
56.085272727299994	n/a	14021.3182	show_face	famous_face	immediate_repeat	11	1	6	f055.bmp
56.624363636400005	n/a	14156.0909	right_press	n/a	n/a	11	n/a	4096	n/a
57.045272727299995	n/a	14261.3182	show_circle	n/a	n/a	11	n/a	0	circle.bmp
58.7452727273	n/a	14686.3182	show_cross	n/a	n/a	12	n/a	n/a	cross.bmp
59.2261818182	n/a	14806.5455	show_face	scrambled_face	delayed_repeat	12	10	19	s007.bmp
59.7943636364	n/a	14948.5909	left_press	n/a	n/a	12	n/a	256	n/a
60.1461818182	n/a	15036.5455	show_circle	n/a	n/a	12	n/a	0	circle.bmp
61.846181818199994	n/a	15461.5455	show_cross	n/a	n/a	13	n/a	n/a	cross.bmp
62.4670909091	n/a	15616.7727	show_face	famous_face	first_show	13	n/a	5	f097.bmp
63.2325454545	n/a	15808.1364	left_press	n/a	n/a	13	n/a	256	n/a
63.456181818199994	n/a	15864.0455	show_circle	n/a	n/a	13	n/a	0	circle.bmp
65.1561818182	n/a	16289.0455	show_cross	n/a	n/a	14	n/a	n/a	cross.bmp
65.7407272727	n/a	16435.1818	show_face	famous_face	immediate_repeat	14	1	6	f097.bmp
66.1943636364	n/a	16548.5909	left_press	n/a	n/a	14	n/a	256	n/a
66.7107272727	n/a	16677.6818	show_circle	n/a	n/a	14	n/a	0	circle.bmp
68.4107272727	n/a	17102.6818	show_cross	n/a	n/a	15	n/a	n/a	cross.bmp
69.0316363636	n/a	17257.9091	show_face	scrambled_face	delayed_repeat	15	12	19	s004.bmp
69.8061818182	n/a	17451.5455	left_press	n/a	n/a	15	n/a	256	n/a
69.9134545455	n/a	17478.3636	show_circle	n/a	n/a	15	n/a	0	circle.bmp
71.6134545455	n/a	17903.3636	show_cross	n/a	n/a	16	n/a	n/a	cross.bmp
72.1561818182	n/a	18039.0455	show_face	unfamiliar_face	first_show	16	n/a	13	u051.bmp
72.80254545449999	n/a	18200.6364	right_press	n/a	n/a	16	n/a	4096	n/a
73.03618181819999	n/a	18259.0455	show_circle	n/a	n/a	16	n/a	0	circle.bmp
74.7361818182	n/a	18684.0455	show_cross	n/a	n/a	17	n/a	n/a	cross.bmp
75.31345454550001	n/a	18828.3636	show_face	unfamiliar_face	immediate_repeat	17	1	14	u051.bmp
75.768	n/a	18942.0	right_press	n/a	n/a	17	n/a	4096	n/a
76.288	n/a	19072.0	show_circle	n/a	n/a	17	n/a	0	circle.bmp
77.988	n/a	19497.0	show_cross	n/a	n/a	18	n/a	n/a	cross.bmp
78.45345454550001	n/a	19613.3636	show_face	famous_face	delayed_repeat	18	14	7	f086.bmp
79.13981818180001	n/a	19784.9545	right_press	n/a	n/a	18	n/a	4096	n/a
79.46981818180001	n/a	19867.4545	show_circle	n/a	n/a	18	n/a	0	circle.bmp
81.1698181818	n/a	20292.4545	show_cross	n/a	n/a	19	n/a	n/a	cross.bmp
81.6443636364	n/a	20411.0909	show_face	famous_face	first_show	19	n/a	5	f001.bmp
82.3107272727	n/a	20577.6818	right_press	n/a	n/a	19	n/a	4096	n/a
82.5225454545	n/a	20630.6364	show_circle	n/a	n/a	19	n/a	0	circle.bmp
84.2225454545	n/a	21055.6364	show_cross	n/a	n/a	20	n/a	n/a	cross.bmp
84.7516363636	n/a	21187.9091	show_face	famous_face	immediate_repeat	20	1	6	f001.bmp
85.4616363636	n/a	21365.4091	right_press	n/a	n/a	20	n/a	4096	n/a
85.6070909091	n/a	21401.7727	show_circle	n/a	n/a	20	n/a	0	circle.bmp
87.3070909091	n/a	21826.7727	show_cross	n/a	n/a	21	n/a	n/a	cross.bmp
87.84254545450001	n/a	21960.6364	show_face	famous_face	first_show	21	n/a	5	f148.bmp
88.8352727273	n/a	22208.8182	show_circle	n/a	n/a	21	n/a	0	circle.bmp
89.1198181818	n/a	22279.9545	right_press	n/a	n/a	21	n/a	4096	n/a
90.5352727273	n/a	22633.8182	show_cross	n/a	n/a	22	n/a	n/a	cross.bmp
91.1661818182	n/a	22791.5455	show_face	famous_face	immediate_repeat	22	1	6	f148.bmp
91.63163636360001	n/a	22907.9091	right_press	n/a	n/a	22	n/a	4096	n/a
92.00345454549999	n/a	23000.8636	show_circle	n/a	n/a	22	n/a	0	circle.bmp
93.7034545455	n/a	23425.8636	show_cross	n/a	n/a	23	n/a	n/a	cross.bmp
94.2398181818	n/a	23559.9545	show_face	scrambled_face	first_show	23	n/a	17	s079.bmp
94.838	n/a	23709.5	left_press	n/a	n/a	23	n/a	256	n/a
95.09436363639999	n/a	23773.5909	show_circle	n/a	n/a	23	n/a	0	circle.bmp
96.79436363639999	n/a	24198.5909	show_cross	n/a	n/a	24	n/a	n/a	cross.bmp
97.4470909091	n/a	24361.7727	show_face	unfamiliar_face	first_show	24	n/a	13	u012.bmp
98.2489090909	n/a	24562.2273	right_press	n/a	n/a	24	n/a	4096	n/a
98.3470909091	n/a	24586.7727	show_circle	n/a	n/a	24	n/a	0	circle.bmp
100.04709090909999	n/a	25011.7727	show_cross	n/a	n/a	25	n/a	n/a	cross.bmp
100.6716363636	n/a	25167.9091	show_face	unfamiliar_face	immediate_repeat	25	1	14	u012.bmp
101.23436363639999	n/a	25308.5909	right_press	n/a	n/a	25	n/a	4096	n/a
101.5525454545	n/a	25388.1364	show_circle	n/a	n/a	25	n/a	0	circle.bmp
103.25254545450001	n/a	25813.1364	show_cross	n/a	n/a	26	n/a	n/a	cross.bmp
103.8116363636	n/a	25952.9091	show_face	famous_face	first_show	26	n/a	5	f114.bmp
104.53618181819999	n/a	26134.0455	left_press	n/a	n/a	26	n/a	256	n/a
104.6998181818	n/a	26174.9545	show_circle	n/a	n/a	26	n/a	0	circle.bmp
106.3998181818	n/a	26599.9545	show_cross	n/a	n/a	27	n/a	n/a	cross.bmp
107.00254545450001	n/a	26750.6364	show_face	famous_face	immediate_repeat	27	1	6	f114.bmp
107.53254545450001	n/a	26883.1364	left_press	n/a	n/a	27	n/a	256	n/a
107.82527272729999	n/a	26956.3182	show_circle	n/a	n/a	27	n/a	0	circle.bmp
109.52527272729999	n/a	27381.3182	show_cross	n/a	n/a	28	n/a	n/a	cross.bmp
110.19345454549999	n/a	27548.3636	show_face	unfamiliar_face	first_show	28	n/a	13	u095.bmp
110.7852727273	n/a	27696.3182	right_press	n/a	n/a	28	n/a	4096	n/a
111.1643636364	n/a	27791.0909	show_circle	n/a	n/a	28	n/a	0	circle.bmp
112.8643636364	n/a	28216.0909	show_cross	n/a	n/a	29	n/a	n/a	cross.bmp
113.40072727270001	n/a	28350.1818	show_face	unfamiliar_face	immediate_repeat	29	1	14	u095.bmp
113.8970909091	n/a	28474.2727	right_press	n/a	n/a	29	n/a	4096	n/a
114.38345454549999	n/a	28595.8636	show_circle	n/a	n/a	29	n/a	0	circle.bmp
116.08345454549999	n/a	29020.8636	show_cross	n/a	n/a	30	n/a	n/a	cross.bmp
116.69163636360001	n/a	29172.9091	show_face	unfamiliar_face	first_show	30	n/a	13	u102.bmp
117.3689090909	n/a	29342.2273	right_press	n/a	n/a	30	n/a	4096	n/a
117.7034545455	n/a	29425.8636	show_circle	n/a	n/a	30	n/a	0	circle.bmp
119.4034545455	n/a	29850.8636	show_cross	n/a	n/a	31	n/a	n/a	cross.bmp
120.0161818182	n/a	30004.0455	show_face	unfamiliar_face	immediate_repeat	31	1	14	u102.bmp
120.778	n/a	30194.5	right_press	n/a	n/a	31	n/a	4096	n/a
120.9216363636	n/a	30230.4091	show_circle	n/a	n/a	31	n/a	0	circle.bmp
122.6216363636	n/a	30655.4091	show_cross	n/a	n/a	32	n/a	n/a	cross.bmp
123.2570909091	n/a	30814.2727	show_face	scrambled_face	first_show	32	n/a	17	s020.bmp
123.9661818182	n/a	30991.5455	left_press	n/a	n/a	32	n/a	256	n/a
124.16527272729999	n/a	31041.3182	show_circle	n/a	n/a	32	n/a	0	circle.bmp
125.8652727273	n/a	31466.3182	show_cross	n/a	n/a	33	n/a	n/a	cross.bmp
126.498	n/a	31624.5	show_face	scrambled_face	delayed_repeat	33	10	19	s079.bmp
127.11345454549999	n/a	31778.3636	left_press	n/a	n/a	33	n/a	256	n/a
127.48436363639999	n/a	31871.0909	show_circle	n/a	n/a	33	n/a	0	circle.bmp
129.1843636364	n/a	32296.0909	show_cross	n/a	n/a	34	n/a	n/a	cross.bmp
129.7552727273	n/a	32438.8182	show_face	scrambled_face	first_show	34	n/a	17	s111.bmp
130.6852727273	n/a	32671.3182	show_circle	n/a	n/a	34	n/a	0	circle.bmp
131.0670909091	n/a	32766.7727	left_press	n/a	n/a	34	n/a	256	n/a
132.3852727273	n/a	33096.3182	show_cross	n/a	n/a	35	n/a	n/a	cross.bmp
133.0125454545	n/a	33253.1364	show_face	scrambled_face	first_show	35	n/a	17	s075.bmp
133.8243636364	n/a	33456.0909	left_press	n/a	n/a	35	n/a	256	n/a
134.01163636360002	n/a	33502.9091	show_circle	n/a	n/a	35	n/a	0	circle.bmp
135.7116363636	n/a	33927.9091	show_cross	n/a	n/a	36	n/a	n/a	cross.bmp
136.2698181818	n/a	34067.4545	show_face	scrambled_face	first_show	36	n/a	17	s118.bmp
137.038	n/a	34259.5	left_press	n/a	n/a	36	n/a	256	n/a
137.1243636364	n/a	34281.0909	show_circle	n/a	n/a	36	n/a	0	circle.bmp
138.8243636364	n/a	34706.0909	show_cross	n/a	n/a	37	n/a	n/a	cross.bmp
139.3443636364	n/a	34836.0909	show_face	famous_face	first_show	37	n/a	5	f026.bmp
139.9325454545	n/a	34983.1364	right_press	n/a	n/a	37	n/a	4096	n/a
140.218	n/a	35054.5	show_circle	n/a	n/a	37	n/a	0	circle.bmp
141.918	n/a	35479.5	show_cross	n/a	n/a	38	n/a	n/a	cross.bmp
142.5016363636	n/a	35625.4091	show_face	famous_face	first_show	38	n/a	5	f143.bmp
143.1225454545	n/a	35780.6364	right_press	n/a	n/a	38	n/a	4096	n/a
143.3798181818	n/a	35844.9545	show_circle	n/a	n/a	38	n/a	0	circle.bmp
145.0798181818	n/a	36269.9545	show_cross	n/a	n/a	39	n/a	n/a	cross.bmp
145.6252727273	n/a	36406.3182	show_face	scrambled_face	delayed_repeat	39	7	19	s020.bmp
146.4752727273	n/a	36618.8182	right_press	n/a	n/a	39	n/a	4096	n/a
146.4843636364	n/a	36621.0909	show_circle	n/a	n/a	39	n/a	0	circle.bmp
148.1843636364	n/a	37046.0909	show_cross	n/a	n/a	40	n/a	n/a	cross.bmp
148.7652727273	n/a	37191.3182	show_face	scrambled_face	first_show	40	n/a	17	s116.bmp
149.5134545455	n/a	37378.3636	left_press	n/a	n/a	40	n/a	256	n/a
149.7343636364	n/a	37433.5909	show_circle	n/a	n/a	40	n/a	0	circle.bmp
151.4343636364	n/a	37858.5909	show_cross	n/a	n/a	41	n/a	n/a	cross.bmp
151.9898181818	n/a	37997.4545	show_face	scrambled_face	immediate_repeat	41	1	18	s116.bmp
152.6461818182	n/a	38161.5455	left_press	n/a	n/a	41	n/a	256	n/a
152.9670909091	n/a	38241.7727	show_circle	n/a	n/a	41	n/a	0	circle.bmp
154.6670909091	n/a	38666.7727	show_cross	n/a	n/a	42	n/a	n/a	cross.bmp
155.2807272727	n/a	38820.1818	show_face	scrambled_face	delayed_repeat	42	8	19	s111.bmp
156.1516363636	n/a	39037.9091	show_circle	n/a	n/a	42	n/a	0	circle.bmp
156.2970909091	n/a	39074.2727	left_press	n/a	n/a	42	n/a	256	n/a
157.8516363636	n/a	39462.9091	show_cross	n/a	n/a	43	n/a	n/a	cross.bmp
158.3207272727	n/a	39580.1818	show_face	famous_face	first_show	43	n/a	5	f029.bmp
158.9289090909	n/a	39732.2273	right_press	n/a	n/a	43	n/a	4096	n/a
159.328	n/a	39832.0	show_circle	n/a	n/a	43	n/a	0	circle.bmp
161.028	n/a	40257.0	show_cross	n/a	n/a	44	n/a	n/a	cross.bmp
161.51163636360002	n/a	40377.9091	show_face	scrambled_face	delayed_repeat	44	9	19	s075.bmp
162.3661818182	n/a	40591.5455	left_press	n/a	n/a	44	n/a	256	n/a
162.5107272727	n/a	40627.6818	show_circle	n/a	n/a	44	n/a	0	circle.bmp
164.2107272727	n/a	41052.6818	show_cross	n/a	n/a	45	n/a	n/a	cross.bmp
164.6689090909	n/a	41167.2273	show_face	scrambled_face	first_show	45	n/a	17	s005.bmp
165.2670909091	n/a	41316.7727	right_press	n/a	n/a	45	n/a	4096	n/a
165.5989090909	n/a	41399.7273	show_circle	n/a	n/a	45	n/a	0	circle.bmp
167.2989090909	n/a	41824.7273	show_cross	n/a	n/a	46	n/a	n/a	cross.bmp
167.8098181818	n/a	41952.4545	show_face	scrambled_face	delayed_repeat	46	10	19	s118.bmp
168.548	n/a	42137.0	left_press	n/a	n/a	46	n/a	256	n/a
168.7252727273	n/a	42181.3182	show_circle	n/a	n/a	46	n/a	0	circle.bmp
170.42527272729998	n/a	42606.3182	show_cross	n/a	n/a	47	n/a	n/a	cross.bmp
170.9834545455	n/a	42745.8636	show_face	scrambled_face	first_show	47	n/a	17	s139.bmp
171.6870909091	n/a	42921.7727	left_press	n/a	n/a	47	n/a	256	n/a
171.818	n/a	42954.5	show_circle	n/a	n/a	47	n/a	0	circle.bmp
173.518	n/a	43379.5	show_cross	n/a	n/a	48	n/a	n/a	cross.bmp
174.1407272727	n/a	43535.1818	show_face	scrambled_face	immediate_repeat	48	1	18	s139.bmp
174.9661818182	n/a	43741.5455	show_circle	n/a	n/a	48	n/a	0	circle.bmp
175.1661818182	n/a	43791.5455	left_press	n/a	n/a	48	n/a	256	n/a
176.6661818182	n/a	44166.5455	show_cross	n/a	n/a	49	n/a	n/a	cross.bmp
177.1816363636	n/a	44295.4091	show_face	famous_face	delayed_repeat	49	12	7	f026.bmp
177.7752727273	n/a	44443.8182	right_press	n/a	n/a	49	n/a	4096	n/a
178.1743636364	n/a	44543.5909	show_circle	n/a	n/a	49	n/a	0	circle.bmp
179.8743636364	n/a	44968.5909	show_cross	n/a	n/a	50	n/a	n/a	cross.bmp
180.4889090909	n/a	45122.2273	show_face	unfamiliar_face	first_show	50	n/a	13	u001.bmp
181.0852727273	n/a	45271.3182	left_press	n/a	n/a	50	n/a	256	n/a
181.48163636360002	n/a	45370.4091	show_circle	n/a	n/a	50	n/a	0	circle.bmp
183.1816363636	n/a	45795.4091	show_cross	n/a	n/a	51	n/a	n/a	cross.bmp
183.66254545450002	n/a	45915.6364	show_face	famous_face	delayed_repeat	51	13	7	f143.bmp
184.3807272727	n/a	46095.1818	right_press	n/a	n/a	51	n/a	4096	n/a
184.5443636364	n/a	46136.0909	show_circle	n/a	n/a	51	n/a	0	circle.bmp
186.24436363639998	n/a	46561.0909	show_cross	n/a	n/a	52	n/a	n/a	cross.bmp
186.90345454549998	n/a	46725.8636	show_face	unfamiliar_face	first_show	52	n/a	13	u062.bmp
187.808	n/a	46952.0	left_press	n/a	n/a	52	n/a	256	n/a
187.92163636360002	n/a	46980.4091	show_circle	n/a	n/a	52	n/a	0	circle.bmp
189.6216363636	n/a	47405.4091	show_cross	n/a	n/a	53	n/a	n/a	cross.bmp
190.1616363636	n/a	47540.4091	show_face	unfamiliar_face	immediate_repeat	53	1	14	u062.bmp
190.868	n/a	47717.0	left_press	n/a	n/a	53	n/a	256	n/a
191.1389090909	n/a	47784.7273	show_circle	n/a	n/a	53	n/a	0	circle.bmp
192.8389090909	n/a	48209.7273	show_cross	n/a	n/a	54	n/a	n/a	cross.bmp
193.3852727273	n/a	48346.3182	show_face	unfamiliar_face	first_show	54	n/a	13	u125.bmp
194.3289090909	n/a	48582.2273	left_press	n/a	n/a	54	n/a	256	n/a
194.3361818182	n/a	48584.0455	show_circle	n/a	n/a	54	n/a	0	circle.bmp
196.0361818182	n/a	49009.0455	show_cross	n/a	n/a	55	n/a	n/a	cross.bmp
196.5261818182	n/a	49131.5455	show_face	unfamiliar_face	immediate_repeat	55	1	14	u125.bmp
197.368	n/a	49342.0	show_circle	n/a	n/a	55	n/a	0	circle.bmp
199.068	n/a	49767.0	show_cross	n/a	n/a	56	n/a	n/a	cross.bmp
199.5661818182	n/a	49891.5455	show_face	famous_face	delayed_repeat	56	13	7	f029.bmp
200.5034545455	n/a	50125.8636	right_press	n/a	n/a	56	n/a	4096	n/a
200.5589090909	n/a	50139.7273	show_circle	n/a	n/a	56	n/a	0	circle.bmp
202.2589090909	n/a	50564.7273	show_cross	n/a	n/a	57	n/a	n/a	cross.bmp
202.7398181818	n/a	50684.9545	show_face	scrambled_face	first_show	57	n/a	17	s078.bmp
203.54618181819998	n/a	50886.5455	left_press	n/a	n/a	57	n/a	256	n/a
203.5607272727	n/a	50890.1818	show_circle	n/a	n/a	57	n/a	0	circle.bmp
205.2607272727	n/a	51315.1818	show_cross	n/a	n/a	58	n/a	n/a	cross.bmp
205.7807272727	n/a	51445.1818	show_face	scrambled_face	delayed_repeat	58	13	19	s005.bmp
206.3325454545	n/a	51583.1364	right_press	n/a	n/a	58	n/a	4096	n/a
206.6007272727	n/a	51650.1818	show_circle	n/a	n/a	58	n/a	0	circle.bmp
208.30072727270002	n/a	52075.1818	show_cross	n/a	n/a	59	n/a	n/a	cross.bmp
208.8707272727	n/a	52217.6818	show_face	famous_face	first_show	59	n/a	5	f031.bmp
209.7470909091	n/a	52436.7727	show_circle	n/a	n/a	59	n/a	0	circle.bmp
210.3161818182	n/a	52579.0455	left_press	n/a	n/a	59	n/a	256	n/a
211.4470909091	n/a	52861.7727	show_cross	n/a	n/a	60	n/a	n/a	cross.bmp
212.078	n/a	53019.5	show_face	famous_face	first_show	60	n/a	5	f107.bmp
213.078	n/a	53269.5	show_circle	n/a	n/a	60	n/a	0	circle.bmp
213.1861818182	n/a	53296.5455	left_press	n/a	n/a	60	n/a	256	n/a
214.778	n/a	53694.5	show_cross	n/a	n/a	61	n/a	n/a	cross.bmp
215.2689090909	n/a	53817.2273	show_face	famous_face	immediate_repeat	61	1	6	f107.bmp
215.8089090909	n/a	53952.2273	left_press	n/a	n/a	61	n/a	256	n/a
216.1398181818	n/a	54034.9545	show_circle	n/a	n/a	61	n/a	0	circle.bmp
217.8398181818	n/a	54459.9545	show_cross	n/a	n/a	62	n/a	n/a	cross.bmp
218.4761818182	n/a	54619.0455	show_face	unfamiliar_face	delayed_repeat	62	12	15	u001.bmp
219.2507272727	n/a	54812.6818	left_press	n/a	n/a	62	n/a	256	n/a
219.3707272727	n/a	54842.6818	show_circle	n/a	n/a	62	n/a	0	circle.bmp
221.0707272727	n/a	55267.6818	show_cross	n/a	n/a	63	n/a	n/a	cross.bmp
221.6170909091	n/a	55404.2727	show_face	famous_face	first_show	63	n/a	5	f116.bmp
222.6243636364	n/a	55656.0909	show_circle	n/a	n/a	63	n/a	0	circle.bmp
222.7298181818	n/a	55682.4545	right_press	n/a	n/a	63	n/a	4096	n/a
224.3243636364	n/a	56081.0909	show_cross	n/a	n/a	64	n/a	n/a	cross.bmp
224.8589090909	n/a	56214.7273	show_face	famous_face	first_show	64	n/a	5	f016.bmp
225.4561818182	n/a	56364.0455	right_press	n/a	n/a	64	n/a	4096	n/a
225.74436363639998	n/a	56436.0909	show_circle	n/a	n/a	64	n/a	0	circle.bmp
227.4443636364	n/a	56861.0909	show_cross	n/a	n/a	65	n/a	n/a	cross.bmp
227.9316363636	n/a	56982.9091	show_face	famous_face	immediate_repeat	65	1	6	f016.bmp
228.8170909091	n/a	57204.2727	show_circle	n/a	n/a	65	n/a	0	circle.bmp
229.4607272727	n/a	57365.1818	right_press	n/a	n/a	65	n/a	4096	n/a
230.5170909091	n/a	57629.2727	show_cross	n/a	n/a	66	n/a	n/a	cross.bmp
230.9716363636	n/a	57742.9091	show_face	famous_face	first_show	66	n/a	5	f083.bmp
231.7252727273	n/a	57931.3182	right_press	n/a	n/a	66	n/a	4096	n/a
231.89981818180001	n/a	57974.9545	show_circle	n/a	n/a	66	n/a	0	circle.bmp
233.5998181818	n/a	58399.9545	show_cross	n/a	n/a	67	n/a	n/a	cross.bmp
234.1789090909	n/a	58544.7273	show_face	famous_face	immediate_repeat	67	1	6	f083.bmp
235.1570909091	n/a	58789.2727	show_circle	n/a	n/a	67	n/a	0	circle.bmp
236.8570909091	n/a	59214.2727	show_cross	n/a	n/a	68	n/a	n/a	cross.bmp
237.4370909091	n/a	59359.2727	show_face	scrambled_face	delayed_repeat	68	11	19	s078.bmp
238.168	n/a	59542.0	left_press	n/a	n/a	68	n/a	256	n/a
238.2670909091	n/a	59566.7727	show_circle	n/a	n/a	68	n/a	0	circle.bmp
239.9670909091	n/a	59991.7727	show_cross	n/a	n/a	69	n/a	n/a	cross.bmp
240.4434545455	n/a	60110.8636	show_face	unfamiliar_face	first_show	69	n/a	13	u010.bmp
241.1516363636	n/a	60287.9091	right_press	n/a	n/a	69	n/a	4096	n/a
241.3807272727	n/a	60345.1818	show_circle	n/a	n/a	69	n/a	0	circle.bmp
243.08072727270002	n/a	60770.1818	show_cross	n/a	n/a	70	n/a	n/a	cross.bmp
243.6843636364	n/a	60921.0909	show_face	famous_face	delayed_repeat	70	11	7	f031.bmp
244.5898181818	n/a	61147.4545	left_press	n/a	n/a	70	n/a	256	n/a
244.6298181818	n/a	61157.4545	show_circle	n/a	n/a	70	n/a	0	circle.bmp
246.3298181818	n/a	61582.4545	show_cross	n/a	n/a	71	n/a	n/a	cross.bmp
246.8752727273	n/a	61718.8182	show_face	unfamiliar_face	first_show	71	n/a	13	u059.bmp
247.8107272727	n/a	61952.6818	left_press	n/a	n/a	71	n/a	256	n/a
247.8643636364	n/a	61966.0909	show_circle	n/a	n/a	71	n/a	0	circle.bmp
249.5643636364	n/a	62391.0909	show_cross	n/a	n/a	72	n/a	n/a	cross.bmp
250.0489090909	n/a	62512.2273	show_face	scrambled_face	first_show	72	n/a	17	s042.bmp
250.89527272729998	n/a	62723.8182	right_press	n/a	n/a	72	n/a	4096	n/a
250.9270909091	n/a	62731.7727	show_circle	n/a	n/a	72	n/a	0	circle.bmp
252.6270909091	n/a	63156.7727	show_cross	n/a	n/a	73	n/a	n/a	cross.bmp
253.1561818182	n/a	63289.0455	show_face	scrambled_face	immediate_repeat	73	1	18	s042.bmp
254.09345454549998	n/a	63523.3636	show_circle	n/a	n/a	73	n/a	0	circle.bmp
254.17527272729998	n/a	63543.8182	left_press	n/a	n/a	73	n/a	256	n/a
255.7934545455	n/a	63948.3636	show_cross	n/a	n/a	74	n/a	n/a	cross.bmp
256.3307272727	n/a	64082.6818	show_face	famous_face	delayed_repeat	74	11	7	f116.bmp
257.0661818182	n/a	64266.5455	right_press	n/a	n/a	74	n/a	4096	n/a
257.148	n/a	64287.0	show_circle	n/a	n/a	74	n/a	0	circle.bmp
258.848	n/a	64712.0	show_cross	n/a	n/a	75	n/a	n/a	cross.bmp
259.4043636364	n/a	64851.0909	show_face	scrambled_face	first_show	75	n/a	17	s014.bmp
260.3316363636	n/a	65082.9091	show_circle	n/a	n/a	75	n/a	0	circle.bmp
262.0316363636	n/a	65507.9091	show_cross	n/a	n/a	76	n/a	n/a	cross.bmp
262.56163636360003	n/a	65640.4091	show_face	scrambled_face	immediate_repeat	76	1	18	s014.bmp
263.258	n/a	65814.5	left_press	n/a	n/a	76	n/a	256	n/a
263.3961818182	n/a	65849.0455	show_circle	n/a	n/a	76	n/a	0	circle.bmp
265.0961818182	n/a	66274.0455	show_cross	n/a	n/a	77	n/a	n/a	cross.bmp
265.5852727273	n/a	66396.3182	show_face	unfamiliar_face	first_show	77	n/a	13	u082.bmp
266.2570909091	n/a	66564.2727	left_press	n/a	n/a	77	n/a	256	n/a
266.4343636364	n/a	66608.5909	show_circle	n/a	n/a	77	n/a	0	circle.bmp
268.1343636364	n/a	67033.5909	show_cross	n/a	n/a	78	n/a	n/a	cross.bmp
268.7252727273	n/a	67181.3182	show_face	unfamiliar_face	immediate_repeat	78	1	14	u082.bmp
