onset	duration	weight	trial_type
362.4505	1	1.0	Incorrect_Task
364.0905	1	1.0	Incorrect_Task
365.7305	1	1.0	No_Response_Task
383.637	1	1.0	Response_Control
385.277	1	1.0	Response_Control
386.917	1	1.0	Response_Control
388.5569	1	1.0	Response_Control
390.1969	1	1.0	Response_Control
391.8369	1	1.0	Response_Control
393.4769	1	1.0	Response_Control
395.1169	1	1.0	Response_Control
396.7569	1	1.0	No_Response_Control
398.3969	1	1.0	Response_Control
416.3034	1	1.0	Correct_Task
417.9434	1	1.0	Incorrect_Task
419.5834	1	1.0	Incorrect_Task
421.2234	1	1.0	Incorrect_Task
422.8634	1	1.0	Incorrect_Task
424.5033	1	1.0	Correct_Task
426.1433	1	1.0	Correct_Task
427.7833	1	1.0	Correct_Task
429.4233	1	1.0	Correct_Task
431.0633	1	1.0	Incorrect_Task
448.9698	1	1.0	Response_Control
450.6098	1	1.0	Response_Control
452.2498	1	1.0	Response_Control
453.8898	1	1.0	Response_Control
455.5298	1	1.0	No_Response_Control
457.1698	1	1.0	Response_Control
458.8097	1	1.0	Response_Control
460.4497	1	1.0	Response_Control
462.0897	1	1.0	Response_Control
463.7297	1	1.0	No_Response_Control
481.6362	1	1.0	Incorrect_Task
483.2762	1	1.0	Correct_Task
484.9162	1	1.0	Correct_Task
486.5562	1	1.0	Incorrect_Task
488.1962	1	1.0	No_Response_Task
489.8362	1	1.0	Correct_Task
491.4762	1	1.0	No_Response_Task
493.1161	1	1.0	Correct_Task
494.7561	1	1.0	Incorrect_Task
496.3961	1	1.0	No_Response_Task
514.3027	1	1.0	Response_Control
515.9426	1	1.0	Response_Control
517.5826	1	1.0	Response_Control
519.2226	1	1.0	Response_Control
520.8626	1	1.0	Response_Control
522.5026	1	1.0	Response_Control
524.1426	1	1.0	Response_Control
525.7826	1	1.0	Response_Control
527.4225	1	1.0	Response_Control
529.0625	1	1.0	No_Response_Control
