onset	duration	weight	trial_type
364.0915	1	1.0	Correct_Task
365.7314	1	1.0	Incorrect_Task
383.638	1	1.0	Response_Control
385.278	1	1.0	Response_Control
386.918	1	1.0	Response_Control
388.558	1	1.0	Response_Control
390.198	1	1.0	Response_Control
391.838	1	1.0	No_Response_Control
393.478	1	1.0	Response_Control
395.118	1	1.0	Response_Control
396.758	1	1.0	Response_Control
398.3979	1	1.0	Response_Control
416.3045	1	1.0	Correct_Task
417.9445	1	1.0	Correct_Task
419.5845	1	1.0	Correct_Task
421.2245	1	1.0	Correct_Task
422.8645	1	1.0	Correct_Task
424.5045	1	1.0	Correct_Task
426.1445	1	1.0	Correct_Task
427.7845	1	1.0	Correct_Task
429.4245	1	1.0	Correct_Task
431.0645	1	1.0	Incorrect_Task
448.971	1	1.0	Response_Control
450.611	1	1.0	Response_Control
452.251	1	1.0	Response_Control
453.891	1	1.0	Response_Control
455.531	1	1.0	Response_Control
457.171	1	1.0	Response_Control
458.811	1	1.0	Response_Control
460.451	1	1.0	Response_Control
462.091	1	1.0	Response_Control
463.731	1	1.0	No_Response_Control
481.6375	1	1.0	Correct_Task
483.2775	1	1.0	Correct_Task
484.9175	1	1.0	Correct_Task
486.5575	1	1.0	Correct_Task
488.1975	1	1.0	Correct_Task
489.8375	1	1.0	Correct_Task
491.4775	1	1.0	Correct_Task
493.1175	1	1.0	No_Response_Task
494.7575	1	1.0	Correct_Task
496.3975	1	1.0	Correct_Task
514.304	1	1.0	Response_Control
515.944	1	1.0	Response_Control
517.584	1	1.0	Response_Control
519.224	1	1.0	No_Response_Control
520.864	1	1.0	Response_Control
522.504	1	1.0	Response_Control
524.144	1	1.0	No_Response_Control
525.784	1	1.0	Response_Control
527.424	1	1.0	Response_Control
529.064	1	1.0	Response_Control
