onset	duration	trial_type	congruent_incorrect	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
157.5	1.0	incongruent_correct	n/a	1	2	incongruent	524	n/a
160.0	1.0	incongruent_correct	n/a	1	2	incongruent	578	n/a
162.5	1.0	incongruent_correct	n/a	1	2	incongruent	478	n/a
165.0	1.0	incongruent_correct	n/a	1	2	incongruent	602	n/a
167.5	1.0	incongruent_correct	n/a	1	2	incongruent	503	n/a
170.0	1.0	incongruent_correct	n/a	1	2	incongruent	395	n/a
172.5	1.0	incongruent_correct	n/a	1	2	incongruent	448	n/a
175.0	1.0	congruent_correct	n/a	1	1	congruent	533	n/a
177.5	1.0	congruent_correct	n/a	1	1	congruent	441	n/a
185.0	1.0	incongruent_correct	n/a	1	2	incongruent	728	n/a
187.5	1.0	congruent_correct	n/a	1	1	congruent	524	n/a
190.0	1.0	congruent_correct	n/a	1	1	congruent	608	n/a
192.5	1.0	incongruent_correct	n/a	1	2	incongruent	653	n/a
195.0	1.0	incongruent_correct	n/a	1	2	incongruent	570	n/a
197.5	1.0	incongruent_correct	n/a	1	2	incongruent	509	n/a
200.0	1.0	incongruent_correct	n/a	1	2	incongruent	540	n/a
202.5	1.0	congruent_correct	n/a	1	1	congruent	752	n/a
210.0	1.0	incongruent_correct	n/a	1	2	incongruent	933	n/a
212.5	1.0	incongruent_incorrect	n/a	0	2	incongruent	938	n/a
215.0	1.0	congruent_correct	n/a	1	1	congruent	605	n/a
217.5	1.0	incongruent_correct	n/a	1	2	incongruent	668	n/a
225.0	1.0	congruent_correct	n/a	1	1	congruent	778	n/a
227.5	1.0	congruent_correct	n/a	1	1	congruent	799	n/a
230.0	1.0	congruent_correct	n/a	1	1	congruent	636	n/a
232.5	1.0	congruent_correct	n/a	1	1	congruent	1024	n/a
235.0	1.0	incongruent_correct	n/a	1	2	incongruent	788	n/a
237.5	1.0	congruent_correct	n/a	1	1	congruent	721	n/a
240.0	1.0	congruent_correct	n/a	1	1	congruent	790	n/a
242.5	1.0	incongruent_correct	n/a	1	2	incongruent	987	n/a
245.0	1.0	incongruent_correct	n/a	1	2	incongruent	918	n/a
247.5	1.0	congruent_correct	n/a	1	1	congruent	562	n/a
250.0	1.0	incongruent_correct	n/a	1	2	incongruent	792	n/a
252.5	1.0	congruent_correct	n/a	1	1	congruent	759	n/a
260.0	1.0	incongruent_correct	n/a	1	2	incongruent	732	n/a
262.5	1.0	congruent_correct	n/a	1	1	congruent	857	n/a
270.0	1.0	congruent_correct	n/a	1	1	congruent	958	n/a
272.5	1.0	congruent_correct	n/a	1	1	congruent	466	n/a
275.0	1.0	incongruent_correct	n/a	1	2	incongruent	599	n/a
277.5	1.0	congruent_correct	n/a	1	1	congruent	716	n/a
285.0	1.0	congruent_correct	n/a	1	1	congruent	985	n/a
287.5	1.0	incongruent_correct	n/a	1	2	incongruent	590	n/a
290.0	1.0	congruent_correct	n/a	1	1	congruent	532	n/a
292.5	1.0	incongruent_incorrect	n/a	0	2	incongruent	407	n/a
295.0	1.0	incongruent_correct	n/a	1	2	incongruent	669	n/a
297.5	1.0	incongruent_incorrect	n/a	0	2	incongruent	0	n/a
