onset	duration	trial_type	response_time
1593.8895	2.9079	SGHF	2.8245
1599.6888	2.9059	PGLF	2.7949
1605.475	2.9079	PGHF	2.7888
1611.2289	2.9059	SGLF	2.8058
1616.994	2.9079	PGHF	2.8233
1622.7812	2.9059	PGLF	2.75
1628.543	2.9079	SGLF	2.8126
1634.3297	2.9059	PGHF	2.8103
1640.0888	2.9079	SGLF	2.8354
1645.8951	2.9059	PGHF	2.7555
1651.6591	2.9079	SGLF	2.8246
1657.4325	2.9059	SGHF	2.8313
1663.2289	2.9079	PGLF	2.8058
1669.0163999999999	2.9059	PGHF	2.833
1674.7543	2.9079	PGHF	2.833
1680.543	2.9059	SGLF	2.837
1686.3306	2.9079	PGHF	2.825
1692.064	2.9059	SGLF	2.8602
1697.8755	2.9079	SGHF	2.8293
1703.6591	2.9059	PGLF	2.8469
1709.4325	2.9079	PGHF	2.8231
1715.2289	2.9059	SGLF	2.8058
1721.0163999999999	2.9079	SGHF	2.833
1726.7543	2.9059	PGLF	2.833
1732.5312	2.9079	PGHF	2.8174
1738.3182	2.9059	SGLF	2.8374
1744.0888	2.9079	SGHF	2.8285
1749.8755	2.9059	PGLF	2.8293
1755.6591	2.9079	PGHF	2.8246
1761.44	2.9059	SGLF	2.8238
1767.2289	2.9079	PGHF	2.8058
1773.0163999999999	2.9059	SGLF	2.8042
1778.799	2.9079	SGHF	2.8119
1784.543	2.9059	PGLF	2.833
1790.3306	2.9079	PGHF	2.825
1796.1189	2.9059	SGLF	2.8053
1801.8951	2.9079	SGHF	2.8097
1807.6591	2.9059	PGLF	2.8246
1813.4325	2.9079	PGHF	2.8135
1819.2289	2.9059	SGLF	2.8058
1825.0163999999999	2.9079	SGHF	2.833
1830.799	2.9059	PGLF	2.7135
1836.5875	2.9079	PGHF	2.7885
1842.3486	2.9059	SGLF	2.9152
1848.2535	2.9079	SGHF	2.8103
1854.0163999999999	2.9059	PGLF	2.8623
1859.8375	2.9079	PGHF	2.8131
1865.6253	2.9059	SGLF	2.8304
1871.3951	2.9079	SGHF	2.8509
1877.199	2.9059	PGLF	2.8357
1882.9888	2.9079	PGHF	2.8285
1888.8895	2.9059	SGLF	2.8245
1894.7543	2.9079	SGHF	2.833
1900.543	2.9059	PGLF	2.833
1906.3306	2.9079	PGHF	2.825
1912.064	2.9059	SGLF	2.8602
1917.8755	2.9079	PGHF	2.8293
1923.6591	2.9059	SGLF	2.8246
1929.4325	2.9079	PGHF	2.8231
1935.2289	2.9059	SGLF	2.8058
1941.0163999999999	2.9079	SGHF	2.833
1946.7543	2.9059	PGLF	2.833
1952.5312	2.9079	PGHF	2.8174
1958.3182	2.9059	SGLF	2.8374
1964.0888	2.9079	SGHF	2.8285
1969.8755	2.9059	PGLF	2.8293
1975.6591	2.9079	PGHF	2.8246
1981.44	2.9059	SGLF	2.8238
1987.2289	2.9079	PGHF	2.8058
1993.0163999999999	2.9059	SGLF	2.8042
1998.799	2.9079	SGHF	2.8119
2004.543	2.9059	PGLF	2.833
2010.3306	2.9079	PGHF	2.825
2016.1189	2.9059	SGLF	2.8053
2021.8951	2.9079	SGHF	2.8097
2027.6591	2.9059	PGLF	2.8246
2033.4325	2.9079	PGHF	2.8135
2039.2289	2.9059	SGLF	2.8058
2045.0163999999999	2.9079	SGHF	2.833
2050.799	2.9059	PGLF	2.7947
2056.5875	2.9079	PGHF	2.7885
2062.3486	2.9059	PGHF	2.807
2068.125	2.9079	SGLF	2.8438
2073.8895	2.9059	SGHF	2.8245
2079.6591	2.9079	PGLF	2.8246
2085.4325	2.9059	PGHF	2.8313
2091.2289	2.9079	SGLF	2.8058
2097.0163999999999	2.9059	SGHF	2.833
2102.7543	2.9079	PGLF	2.833
2108.543	2.9059	PGHF	2.8126
2114.3297	2.9079	SGLF	2.8103
2120.0888	2.9059	PGHF	2.8063
2125.8755	2.9079	SGLF	2.8293
2131.6591	2.9059	PGHF	2.8246
2137.4325	2.9079	SGLF	2.8313
2143.2289	2.9059	SGHF	2.8058
2149.0163999999999	2.9079	PGLF	2.833
2154.7543	2.9059	PGHF	2.833
2160.543	2.9079	SGLF	2.833
2166.3306	2.9059	SGHF	2.825
2172.064	2.9079	PGLF	2.8255
2177.8494	2.9059	PGHF	2.8012
2183.6591	2.9079	SGLF	2.8246
2189.4325	2.9059	PGHF	2.8231
2195.2289	2.9079	SGLF	2.8058
2201.0163999999999	2.9059	SGHF	2.833
2206.7543	2.9079	PGLF	2.833
2212.5312	2.9059	PGHF	2.8174
2218.3182	2.9079	SGLF	2.8374
2224.0888	2.9059	SGHF	2.8285
2229.8755	2.9079	PGLF	2.8293
2235.6591	2.9059	PGHF	2.8246
2241.44	2.9079	SGLF	2.8238
2247.2289	2.9059	SGHF	2.8058
2253.0163999999999	2.9079	PGLF	2.8042
2258.7543	2.9059	PGHF	2.833
2264.543	2.9079	SGLF	2.8056
2270.3306	2.9059	SGHF	2.825
2276.0888	2.9079	PGLF	2.8285
2281.8755	2.9059	PGHF	2.8082
2287.6591	2.9079	SGLF	2.8246
2293.4325	2.9059	SGHF	2.8313
2299.2289	2.9079	PGLF	2.8058
2305.0163999999999	2.9059	PGHF	2.8042
2310.799	2.9079	SGLF	2.8119
2316.5875	2.9059	PGHF	2.7885
2322.3486	2.9079	SGLF	2.807
2328.0888	2.9059	PGHF	2.8007
2333.8895	2.9079	PGHF	2.8245
2339.6591	2.9059	SGLF	2.8246
2345.4325	2.9079	SGHF	2.8313
2351.2289	2.9059	PGLF	2.8058
2357.0163999999999	2.9079	PGHF	2.833
2362.7543	2.9059	SGLF	2.833
2368.543	2.9079	PGHF	2.8126
2374.3297	2.9059	SGLF	2.8103
2380.0888	2.9079	SGHF	2.8063
2385.8755	2.9059	PGLF	2.8385
2391.6591	2.9079	PGHF	2.8246
2397.4325	2.9059	SGLF	2.8313
2403.2289	2.9079	SGHF	2.8058
2409.0163999999999	2.9059	PGLF	2.833
2414.7543	2.9079	PGHF	2.833
2420.543	2.9059	SGLF	2.833
2426.3306	2.9079	SGHF	2.825
2432.064	2.9059	PGLF	2.8255
2438.025	2.9079	PGHF	2.7956
2443.7543	2.9059	SGLF	2.833
2449.5289	2.9079	PGHF	2.8197
2455.3306	2.9059	SGLF	2.825
2461.1189	2.9079	SGHF	2.8367
2466.8895	2.9059	PGLF	2.8245
2472.6591	2.9079	PGHF	2.8246
2478.4325	2.9059	SGLF	2.8313
2484.2289	2.9079	SGHF	2.8058
2490.0163999999999	2.9059	PGLF	2.8042
2495.7543	2.9079	PGHF	2.833
2501.543	2.9059	SGLF	2.833
2507.3306	2.9079	PGHF	2.825
2513.064	2.9059	SGLF	2.8147
2518.8895	2.9079	SGHF	2.8245
2524.6591	2.9059	PGLF	2.8246
2530.4325	2.9079	PGHF	2.8231
2536.2289	2.9059	SGLF	2.8058
2542.0163999999999	2.9079	PGHF	2.833
2547.7543	2.9059	PGLF	2.833
2553.543	2.9079	SGLF	2.8126
2559.3297	2.9059	PGHF	2.8103
2565.0888	2.9079	SGLF	2.8354
