onset	duration	trial_type	incongruent_incorrect	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
187.5	1.0	congruent_correct	n/a	1	1	congruent	427	n/a
190.0	1.0	congruent_correct	n/a	1	1	congruent	457	n/a
192.5	1.0	incongruent_correct	n/a	1	2	incongruent	484	n/a
195.0	1.0	incongruent_correct	n/a	1	2	incongruent	561	n/a
197.5	1.0	incongruent_correct	n/a	1	2	incongruent	422	n/a
200.0	1.0	incongruent_correct	n/a	1	2	incongruent	404	n/a
202.5	1.0	congruent_correct	n/a	1	1	congruent	352	n/a
210.0	1.0	incongruent_correct	n/a	1	2	incongruent	533	n/a
212.5	1.0	incongruent_correct	n/a	1	2	incongruent	425	n/a
215.0	1.0	congruent_correct	n/a	1	1	congruent	431	n/a
217.5	1.0	incongruent_correct	n/a	1	2	incongruent	547	n/a
225.0	1.0	congruent_correct	n/a	1	1	congruent	512	n/a
227.5	1.0	congruent_correct	n/a	1	1	congruent	317	n/a
230.0	1.0	congruent_correct	n/a	1	1	congruent	390	n/a
232.5	1.0	congruent_correct	n/a	1	1	congruent	376	n/a
235.0	1.0	incongruent_correct	n/a	1	2	incongruent	484	n/a
237.5	1.0	congruent_correct	n/a	1	1	congruent	576	n/a
240.0	1.0	congruent_correct	n/a	1	1	congruent	438	n/a
242.5	1.0	incongruent_correct	n/a	1	2	incongruent	434	n/a
245.0	1.0	incongruent_correct	n/a	1	2	incongruent	383	n/a
247.5	1.0	congruent_correct	n/a	1	1	congruent	435	n/a
250.0	1.0	incongruent_correct	n/a	1	2	incongruent	440	n/a
252.5	1.0	congruent_correct	n/a	1	1	congruent	453	n/a
260.0	1.0	incongruent_correct	n/a	1	2	incongruent	404	n/a
262.5	1.0	congruent_correct	n/a	1	1	congruent	431	n/a
270.0	1.0	congruent_correct	n/a	1	1	congruent	456	n/a
272.5	1.0	congruent_correct	n/a	1	1	congruent	386	n/a
275.0	1.0	incongruent_correct	n/a	1	2	incongruent	478	n/a
277.5	1.0	congruent_correct	n/a	1	1	congruent	452	n/a
285.0	1.0	congruent_correct	n/a	1	1	congruent	585	n/a
287.5	1.0	incongruent_correct	n/a	1	2	incongruent	414	n/a
290.0	1.0	congruent_correct	n/a	1	1	congruent	394	n/a
292.5	1.0	incongruent_correct	n/a	1	2	incongruent	440	n/a
295.0	1.0	incongruent_correct	n/a	1	2	incongruent	404	n/a
297.5	1.0	incongruent_correct	n/a	1	2	incongruent	561	n/a
