onset	duration	trial_type	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
140.0	1.0	congruent_correct	1	1	congruent	456	n/a
142.5	1.0	incongruent_incorrect	0	2	incongruent	902	n/a
145.0	1.0	congruent_correct	1	1	congruent	605	n/a
147.5	1.0	incongruent_correct	1	2	incongruent	557	n/a
150.0	1.0	congruent_correct	1	1	congruent	835	n/a
152.5	1.0	congruent_correct	1	1	congruent	522	n/a
155.0	1.0	congruent_correct	1	1	congruent	464	n/a
157.5	1.0	incongruent_correct	1	2	incongruent	560	n/a
160.0	1.0	incongruent_correct	1	2	incongruent	622	n/a
162.5	1.0	congruent_incorrect	0	1	congruent	549	n/a
170.0	1.0	incongruent_correct	1	2	incongruent	1010	n/a
172.5	1.0	congruent_correct	1	1	congruent	905	n/a
175.0	1.0	congruent_correct	1	1	congruent	720	n/a
177.5	1.0	incongruent_correct	1	2	incongruent	622	n/a
185.0	1.0	incongruent_correct	1	2	incongruent	1155	n/a
187.5	1.0	incongruent_correct	1	2	incongruent	834	n/a
190.0	1.0	incongruent_correct	1	2	incongruent	585	n/a
192.5	1.0	incongruent_correct	1	2	incongruent	768	n/a
195.0	1.0	congruent_correct	1	1	congruent	663	n/a
197.5	1.0	congruent_correct	1	1	congruent	614	n/a
200.0	1.0	congruent_correct	1	1	congruent	516	n/a
202.5	1.0	incongruent_correct	1	2	incongruent	563	n/a
205.0	1.0	incongruent_correct	1	2	incongruent	562	n/a
207.5	1.0	incongruent_correct	1	2	incongruent	785	n/a
215.0	1.0	incongruent_correct	1	2	incongruent	662	n/a
217.5	1.0	incongruent_correct	1	2	incongruent	701	n/a
220.0	1.0	congruent_correct	1	1	congruent	540	n/a
222.5	1.0	incongruent_correct	1	2	incongruent	610	n/a
225.0	1.0	incongruent_correct	1	2	incongruent	753	n/a
227.5	1.0	congruent_correct	1	1	congruent	624	n/a
230.0	1.0	congruent_correct	1	1	congruent	727	n/a
232.5	1.0	congruent_correct	1	1	congruent	414	n/a
235.0	1.0	incongruent_correct	1	2	incongruent	612	n/a
237.5	1.0	congruent_correct	1	1	congruent	971	n/a
240.0	1.0	incongruent_correct	1	2	incongruent	642	n/a
242.5	1.0	congruent_correct	1	1	congruent	505	n/a
245.0	1.0	congruent_correct	1	1	congruent	487	n/a
247.5	1.0	incongruent_correct	1	2	incongruent	967	n/a
250.0	1.0	congruent_correct	1	1	congruent	701	n/a
252.5	1.0	congruent_correct	1	1	congruent	748	n/a
255.0	1.0	incongruent_correct	1	2	incongruent	1018	n/a
257.5	1.0	congruent_correct	1	1	congruent	834	n/a
270.0	1.0	incongruent_correct	1	2	incongruent	924	n/a
272.5	1.0	congruent_correct	1	1	congruent	659	n/a
275.0	1.0	congruent_correct	1	1	congruent	554	n/a
277.5	1.0	incongruent_incorrect	0	2	incongruent	424	n/a
280.0	1.0	incongruent_correct	1	2	incongruent	663	n/a
282.5	1.0	congruent_correct	1	1	congruent	583	n/a
290.0	1.0	congruent_correct	1	1	congruent	995	n/a
292.5	1.0	incongruent_correct	1	2	incongruent	570	n/a
295.0	1.0	incongruent_correct	1	2	incongruent	633	n/a
297.5	1.0	congruent_correct	1	1	congruent	848	n/a
