243	-0.108300 -0.001100 0.007100 -0.067199 -0.010400 -0.997685 0.084999 -0.996386 0.004700 -0.994112 -0.083022 0.069603 -0.003755
242	-0.108300 -0.001100 0.007100 0.084999 -0.996386 0.004700 0.067199 0.010400 0.997685 -0.994112 -0.083022 0.069603 -0.003375
241	-0.108300 -0.001100 0.007100 -0.067199 -0.010400 -0.997685 0.084999 -0.996386 0.004700 -0.994112 -0.083022 0.069603 0.999680
313	-0.086100 0.098800 0.009000 -0.035199 0.118196 -0.992366 -0.483584 -0.870970 -0.086597 -0.872566 0.480770 0.086518 -0.005703
312	-0.086100 0.098800 0.009000 -0.483584 -0.870970 -0.086597 0.035199 -0.118196 0.992366 -0.872566 0.480770 0.086518 -0.002444
311	-0.086100 0.098800 0.009000 -0.035199 0.118196 -0.992366 -0.483584 -0.870970 -0.086597 -0.872566 0.480770 0.086518 1.009030
322	-0.088700 0.075700 0.041200 -0.351594 0.118898 -0.928584 -0.370994 -0.928384 0.021600 -0.861373 0.352452 0.365800 -0.002197
323	-0.088700 0.075700 0.041200 -0.370994 -0.928384 0.021600 0.351594 -0.118898 0.928584 -0.861373 0.352452 0.365800 -0.006181
321	-0.088700 0.075700 0.041200 -0.351594 0.118898 -0.928584 -0.370994 -0.928384 0.021600 -0.861373 0.352452 0.365800 0.996094
333	-0.070200 0.075800 0.070700 -0.594240 0.228816 -0.771052 -0.385726 -0.922363 0.023502 -0.705607 0.318902 0.632785 -0.004941
332	-0.070200 0.075800 0.070700 -0.385726 -0.922363 0.023502 0.594240 -0.228816 0.771052 -0.705607 0.318902 0.632785 -0.001772
331	-0.070200 0.075800 0.070700 -0.594240 0.228816 -0.771052 -0.385726 -0.922363 0.023502 -0.705607 0.318902 0.632785 1.009669
343	-0.100300 0.065900 0.008100 -0.065802 0.024701 -0.997527 -0.288308 -0.957526 -0.004700 -0.954368 0.289459 0.073425 -0.003951
342	-0.100300 0.065900 0.008100 -0.288308 -0.957526 -0.004700 0.065802 -0.024701 0.997527 -0.954368 0.289459 0.073425 -0.005179
341	-0.100300 0.065900 0.008100 -0.065802 0.024701 -0.997527 -0.288308 -0.957526 -0.004700 -0.954368 0.289459 0.073425 0.999544
413	-0.080800 0.041300 0.072000 -0.642126 0.049002 -0.765031 -0.135706 -0.989540 0.050502 -0.754570 0.139785 0.641158 -0.004580
412	-0.080800 0.041300 0.072000 -0.135706 -0.989540 0.050502 0.642126 -0.049002 0.765031 -0.754570 0.139785 0.641158 0.000422
411	-0.080800 0.041300 0.072000 -0.642126 0.049002 -0.765031 -0.135706 -0.989540 0.050502 -0.754570 0.139785 0.641158 0.998343
422	-0.052600 0.040600 0.095200 -0.874970 -0.019699 -0.483783 -0.054998 -0.988666 0.139695 -0.480258 0.151845 0.863882 -0.005213
423	-0.052600 0.040600 0.095200 -0.054998 -0.988666 0.139695 0.874970 0.019699 0.483783 -0.480258 0.151845 0.863882 -0.007679
421	-0.052600 0.040600 0.095200 -0.874970 -0.019699 -0.483783 -0.054998 -0.988666 0.139695 -0.480258 0.151845 0.863882 1.003789
432	-0.053700 0.005900 0.096900 -0.870267 -0.017799 -0.492081 0.028999 -0.999462 -0.015299 -0.493141 -0.023549 0.869630 -0.003291
433	-0.053700 0.005900 0.096900 0.028999 -0.999462 -0.015299 0.870267 0.017799 0.492081 -0.493141 -0.023549 0.869630 -0.007975
431	-0.053700 0.005900 0.096900 -0.870267 -0.017799 -0.492081 0.028999 -0.999462 -0.015299 -0.493141 -0.023549 0.869630 0.993353
443	-0.082900 0.006200 0.072800 -0.647316 0.002100 -0.762219 0.043201 -0.998325 -0.039401 -0.762368 -0.060007 0.644351 -0.006090
442	-0.082900 0.006200 0.072800 0.043201 -0.998325 -0.039401 0.647316 -0.002100 0.762219 -0.762368 -0.060007 0.644351 -0.003092
441	-0.082900 0.006200 0.072800 -0.647316 0.002100 -0.762219 0.043201 -0.998325 -0.039401 -0.762368 -0.060007 0.644351 1.000071
513	-0.063700 0.125400 0.013600 0.019400 0.216900 -0.976001 -0.783501 -0.603001 -0.149600 -0.610795 0.774232 0.165796 -0.007673
512	-0.063700 0.125400 0.013600 -0.783501 -0.603001 -0.149600 -0.019400 -0.216900 0.976001 -0.610795 0.774232 0.165796 -0.001567
511	-0.063700 0.125400 0.013600 0.019400 0.216900 -0.976001 -0.783501 -0.603001 -0.149600 -0.610795 0.774232 0.165796 1.002704
523	-0.033200 0.139700 0.017400 0.010600 0.218707 -0.975733 -0.957032 -0.280709 -0.073302 -0.285885 0.935287 0.208562 -0.006768
522	-0.033200 0.139700 0.017400 -0.957032 -0.280709 -0.073302 -0.010600 -0.218707 0.975733 -0.285885 0.935287 0.208562 -0.003394
521	-0.033200 0.139700 0.017400 0.010600 0.218707 -0.975733 -0.957032 -0.280709 -0.073302 -0.285885 0.935287 0.208562 0.999477
532	-0.033700 0.127400 0.048500 -0.052299 0.470092 -0.881084 -0.962183 -0.259895 -0.081599 -0.268613 0.843325 0.465444 -0.005008
533	-0.033700 0.127400 0.048500 -0.962183 -0.259895 -0.081599 0.052299 -0.470092 0.881084 -0.268613 0.843325 0.465444 -0.005305
531	-0.033700 0.127400 0.048500 -0.052299 0.470092 -0.881084 -0.962183 -0.259895 -0.081599 -0.268613 0.843325 0.465444 0.997997
542	-0.067200 0.108900 0.044300 -0.171191 0.377780 -0.909852 -0.709963 -0.687664 -0.151892 -0.684935 0.613236 0.393446 -0.002746
543	-0.067200 0.108900 0.044300 -0.709963 -0.687664 -0.151892 0.171191 -0.377780 0.909852 -0.684935 0.613236 0.393446 -0.004897
541	-0.067200 0.108900 0.044300 -0.171191 0.377780 -0.909852 -0.709963 -0.687664 -0.151892 -0.684935 0.613236 0.393446 0.996809
613	-0.035800 0.104800 0.075000 -0.009500 0.770803 -0.637003 -0.954604 -0.196601 -0.223701 -0.290678 0.611497 0.735917 -0.006687
612	-0.035800 0.104800 0.075000 -0.954604 -0.196601 -0.223701 0.009500 -0.770803 0.637003 -0.290678 0.611497 0.735917 -0.002624
611	-0.035800 0.104800 0.075000 -0.009500 0.770803 -0.637003 -0.954604 -0.196601 -0.223701 -0.290678 0.611497 0.735917 1.008772
622	0.000100 0.077500 0.096700 0.000200 0.917700 -0.397400 -1.000000 0.000400 0.000200 -0.000599 0.395007 0.918672 -0.004277
623	0.000100 0.077500 0.096700 -1.000000 0.000400 0.000200 -0.000200 -0.917700 0.397400 -0.000599 0.395007 0.918672 -0.005529
621	0.000100 0.077500 0.096700 0.000200 0.917700 -0.397400 -1.000000 0.000400 0.000200 -0.000599 0.395007 0.918672 1.002115
633	-0.018400 0.044000 0.106300 0.006700 0.983663 -0.179893 -0.990063 -0.018599 -0.139095 -0.126568 0.179703 0.975543 -0.005819
632	-0.018400 0.044000 0.106300 -0.990063 -0.018599 -0.139095 -0.006700 -0.983663 0.179893 -0.126568 0.179703 0.975543 0.001650
631	-0.018400 0.044000 0.106300 0.006700 0.983663 -0.179893 -0.990063 -0.018599 -0.139095 -0.126568 0.179703 0.975543 0.995988
642	-0.036800 0.075300 0.092200 -0.025099 0.896459 -0.442380 -0.950857 -0.157993 -0.266288 -0.307433 0.411325 0.858075 -0.003608
643	-0.036800 0.075300 0.092200 -0.950857 -0.157993 -0.266288 0.025099 -0.896459 0.442380 -0.307433 0.411325 0.858075 -0.006272
641	-0.036800 0.075300 0.092200 -0.025099 0.896459 -0.442380 -0.950857 -0.157993 -0.266288 -0.307433 0.411325 0.858075 1.005470
713	-0.018500 0.010500 0.109600 -0.990008 -0.012000 -0.140501 0.013700 -0.999808 -0.011400 -0.149440 -0.013576 0.988676 -0.005139
712	-0.018500 0.010500 0.109600 0.013700 -0.999808 -0.011400 0.990008 0.012000 0.140501 -0.149440 -0.013576 0.988676 -0.002118
711	-0.018500 0.010500 0.109600 -0.990008 -0.012000 -0.140501 0.013700 -0.999808 -0.011400 -0.149440 -0.013576 0.988676 0.994684
723	0.018600 0.010500 0.109600 0.988752 -0.007200 -0.149393 0.001100 0.999151 -0.040798 0.151026 0.033647 0.987956 -0.005304
722	0.018600 0.010500 0.109600 0.001100 0.999151 -0.040798 -0.988752 0.007200 0.149393 0.151026 0.033647 0.987956 -0.002402
721	0.018600 0.010500 0.109600 0.988752 -0.007200 -0.149393 0.001100 0.999151 -0.040798 0.151026 0.033647 0.987956 0.993709
733	0.018600 -0.023300 0.105900 -0.036600 -0.970305 -0.239101 0.987205 0.002100 -0.159701 0.150455 -0.239505 0.959165 -0.005557
732	0.018600 -0.023300 0.105900 0.987205 0.002100 -0.159701 0.036600 0.970305 0.239101 0.150455 -0.239505 0.959165 0.002633
731	0.018600 -0.023300 0.105900 -0.036600 -0.970305 -0.239101 0.987205 0.002100 -0.159701 0.150455 -0.239505 0.959165 0.992259
743	-0.018500 -0.023700 0.105800 0.039398 -0.969753 -0.240888 0.992852 0.010799 0.118594 -0.117627 -0.236883 0.964389 -0.004946
742	-0.018500 -0.023700 0.105800 0.992852 0.010799 0.118594 -0.039398 0.969753 0.240888 -0.117627 -0.236883 0.964389 -0.003720
741	-0.018500 -0.023700 0.105800 0.039398 -0.969753 -0.240888 0.992852 0.010799 0.118594 -0.117627 -0.236883 0.964389 0.992826
813	0.000100 0.144500 0.018700 -0.000300 0.251701 -0.967805 -0.999905 -0.012100 -0.002800 -0.008638 0.967375 0.253154 -0.006917
812	0.000100 0.144500 0.018700 -0.999905 -0.012100 -0.002800 0.000300 -0.251701 0.967805 -0.008638 0.967375 0.253154 -0.002234
811	0.000100 0.144500 0.018700 -0.000300 0.251701 -0.967805 -0.999905 -0.012100 -0.002800 -0.008638 0.967375 0.253154 1.005416
822	0.000100 0.131600 0.050000 0.000700 0.499200 -0.866500 -1.000000 0.000900 -0.000200 -0.002149 0.866243 0.499592 -0.003141
823	0.000100 0.131600 0.050000 -1.000000 0.000900 -0.000200 -0.000700 -0.499200 0.866500 -0.002149 0.866243 0.499592 -0.003899
821	0.000100 0.131600 0.050000 0.000700 0.499200 -0.866500 -1.000000 0.000900 -0.000200 -0.002149 0.866243 0.499592 0.995683
913	0.033100 0.139700 0.017300 -0.005300 0.236504 -0.971616 -0.964716 0.254804 0.067301 0.263982 0.937022 0.228671 -0.004668
912	0.033100 0.139700 0.017300 -0.964716 0.254804 0.067301 0.005300 -0.236504 0.971616 0.263982 0.937022 0.228671 -0.003629
911	0.033100 0.139700 0.017300 -0.005300 0.236504 -0.971616 -0.964716 0.254804 0.067301 0.263982 0.937022 0.228671 1.003295
923	0.063800 0.125300 0.013500 -0.022801 0.216906 -0.975926 -0.792421 0.591316 0.150004 0.623793 0.765800 0.156270 -0.006482
922	0.063800 0.125300 0.013500 -0.792421 0.591316 0.150004 0.022801 -0.216906 0.975926 0.623793 0.765800 0.156270 -0.000098
921	0.063800 0.125300 0.013500 -0.022801 0.216906 -0.975926 -0.792421 0.591316 0.150004 0.623793 0.765800 0.156270 0.999023
932	0.067100 0.108800 0.044400 0.174311 0.376424 -0.909958 -0.709645 0.688644 0.148909 0.676472 0.623492 0.391964 -0.001748
933	0.067100 0.108800 0.044400 -0.709645 0.688644 0.148909 -0.174311 -0.376424 0.909958 0.676472 0.623492 0.391964 -0.004150
931	0.067100 0.108800 0.044400 0.174311 0.376424 -0.909958 -0.709645 0.688644 0.148909 0.676472 0.623492 0.391964 1.001427
942	0.033800 0.127300 0.048600 0.055602 0.468914 -0.881527 -0.961529 0.263008 0.079302 0.264741 0.844505 0.465529 -0.004592
943	0.033800 0.127300 0.048600 -0.961529 0.263008 0.079302 -0.055602 -0.468914 0.881527 0.264741 0.844505 0.465529 -0.004315
941	0.033800 0.127300 0.048600 0.055602 0.468914 -0.881527 -0.961529 0.263008 0.079302 0.264741 0.844505 0.465529 1.001009
1013	0.000100 0.109300 0.077100 0.000900 0.759320 -0.650717 -0.999826 -0.013800 -0.017400 -0.024906 0.652787 0.757130 -0.007797
1012	0.000100 0.109300 0.077100 -0.999826 -0.013800 -0.017400 -0.000900 -0.759320 0.650717 -0.024906 0.652787 0.757130 -0.001000
1011	0.000100 0.109300 0.077100 0.000900 0.759320 -0.650717 -0.999826 -0.013800 -0.017400 -0.024906 0.652787 0.757130 1.002552
1023	0.035800 0.104800 0.075000 0.006800 0.768236 -0.640130 -0.964046 0.175308 0.200109 0.271091 0.615245 0.740254 -0.006050
1022	0.035800 0.104800 0.075000 -0.964046 0.175308 0.200109 -0.006800 -0.768236 0.640130 0.271091 0.615245 0.740254 -0.000453
1021	0.035800 0.104800 0.075000 0.006800 0.768236 -0.640130 -0.964046 0.175308 0.200109 0.271091 0.615245 0.740254 0.996659
1032	0.036800 0.075200 0.092300 0.029199 0.895982 -0.442991 -0.950980 0.161397 0.263795 0.307745 0.408118 0.859494 -0.000076
1033	0.036800 0.075200 0.092300 -0.950980 0.161397 0.263795 -0.029199 -0.895982 0.442991 0.307745 0.408118 0.859494 -0.003558
1031	0.036800 0.075200 0.092300 0.029199 0.895982 -0.442991 -0.950980 0.161397 0.263795 0.307745 0.408118 0.859494 0.972969
1043	0.018400 0.044200 0.106200 -0.013699 0.979661 -0.200192 -0.993160 0.009900 0.116395 0.128140 0.204017 0.970543 -0.007041
1042	0.018400 0.044200 0.106200 -0.993160 0.009900 0.116395 0.013699 -0.979661 0.200192 0.128140 0.204017 0.970543 -0.001841
1041	0.018400 0.044200 0.106200 -0.013699 0.979661 -0.200192 -0.993160 0.009900 0.116395 0.128140 0.204017 0.970543 0.989791
1112	0.052500 0.040600 0.095300 0.875761 -0.017599 -0.482379 -0.056398 0.988756 -0.138494 0.478166 0.146691 0.865931 -0.002897
1113	0.052500 0.040600 0.095300 -0.056398 0.988756 -0.138494 -0.875761 0.017599 0.482379 0.478166 0.146691 0.865931 -0.006403
1111	0.052500 0.040600 0.095300 0.875761 -0.017599 -0.482379 -0.056398 0.988756 -0.138494 0.478166 0.146691 0.865931 0.965785
1123	0.080900 0.041300 0.072100 0.643867 0.052097 -0.763361 -0.171791 0.981950 -0.077896 0.748493 0.181121 0.637925 -0.006553
1122	0.080900 0.041300 0.072100 -0.171791 0.981950 -0.077896 -0.643867 -0.052097 0.763361 0.748493 0.181121 0.637925 -0.002402
1121	0.080900 0.041300 0.072100 0.643867 0.052097 -0.763361 -0.171791 0.981950 -0.077896 0.748493 0.181121 0.637925 0.997944
1133	0.082800 0.006100 0.072800 0.645314 0.000600 -0.763917 0.011100 0.999922 0.010200 0.765264 -0.015248 0.643530 -0.006991
1132	0.082800 0.006100 0.072800 0.011100 0.999922 0.010200 -0.645314 -0.000600 0.763917 0.765264 -0.015248 0.643530 -0.002807
1131	0.082800 0.006100 0.072800 0.645314 0.000600 -0.763917 0.011100 0.999922 0.010200 0.765264 -0.015248 0.643530 1.002615
1142	0.053500 0.006200 0.097000 0.871295 -0.018300 -0.490397 0.028700 0.999494 0.013700 0.491276 -0.029970 0.870486 -0.002214
1143	0.053500 0.006200 0.097000 0.028700 0.999494 0.013700 -0.871295 0.018300 0.490397 0.491276 -0.029970 0.870486 -0.007557
1141	0.053500 0.006200 0.097000 0.871295 -0.018300 -0.490397 0.028700 0.999494 0.013700 0.491276 -0.029970 0.870486 0.993130
1213	0.086200 0.098600 0.008900 0.046901 0.120402 -0.991617 -0.502008 0.861115 0.080801 0.865471 0.491229 0.098209 -0.005159
1212	0.086200 0.098600 0.008900 -0.502008 0.861115 0.080801 -0.046901 -0.120402 0.991617 0.865471 0.491229 0.098209 -0.002565
1211	0.086200 0.098600 0.008900 0.046901 0.120402 -0.991617 -0.502008 0.861115 0.080801 0.865471 0.491229 0.098209 0.999497
1223	0.100300 0.066000 0.008200 0.067403 0.027601 -0.997344 -0.315514 0.948942 0.005000 0.947333 0.311662 0.073630 -0.005939
1222	0.100300 0.066000 0.008200 -0.315514 0.948942 0.005000 -0.067403 -0.027601 0.997344 0.947333 0.311662 0.073630 -0.003579
1221	0.100300 0.066000 0.008200 0.067403 0.027601 -0.997344 -0.315514 0.948942 0.005000 0.947333 0.311662 0.073630 1.004479
1232	0.088700 0.075700 0.041200 0.351800 0.119000 -0.928499 -0.371200 0.928299 -0.021700 0.861781 0.352202 0.365036 -0.002188
1233	0.088700 0.075700 0.041200 -0.371200 0.928299 -0.021700 -0.351800 -0.119000 0.928499 0.861781 0.352202 0.365036 -0.008025
1231	0.088700 0.075700 0.041200 0.351800 0.119000 -0.928499 -0.371200 0.928299 -0.021700 0.861781 0.352202 0.365036 1.000095
1243	0.069900 0.075800 0.070900 0.612621 0.238208 -0.753626 -0.425815 0.902831 -0.060702 0.667280 0.359379 0.652365 -0.007753
1242	0.069900 0.075800 0.070900 -0.425815 0.902831 -0.060702 -0.612621 -0.238208 0.753626 0.667280 0.359379 0.652365 -0.001900
1241	0.069900 0.075800 0.070900 0.612621 0.238208 -0.753626 -0.425815 0.902831 -0.060702 0.667280 0.359379 0.652365 0.999161
1312	0.098900 0.040400 0.041300 0.343005 0.060601 -0.937414 -0.162403 0.986715 0.004300 0.925583 0.152645 0.346396 -0.006577
1313	0.098900 0.040400 0.041300 -0.162403 0.986715 0.004300 -0.343005 -0.060601 0.937414 0.925583 0.152645 0.346396 -0.005867
1311	0.098900 0.040400 0.041300 0.343005 0.060601 -0.937414 -0.162403 0.986715 0.004300 0.925583 0.152645 0.346396 1.000118
1323	0.107400 0.032900 0.008100 0.062598 0.011400 -0.997974 -0.129597 0.991574 0.003200 0.989222 0.130948 0.065474 -0.004904
1322	0.107400 0.032900 0.008100 -0.129597 0.991574 0.003200 -0.062598 -0.011400 0.997974 0.989222 0.130948 0.065474 -0.006962
1321	0.107400 0.032900 0.008100 0.062598 0.011400 -0.997974 -0.129597 0.991574 0.003200 0.989222 0.130948 0.065474 0.996473
1333	0.108300 -0.001100 0.006800 0.050900 -0.002300 -0.998701 0.060100 0.998201 0.000800 0.997002 -0.057317 0.051938 -0.005838
1332	0.108300 -0.001100 0.006800 0.060100 0.998201 0.000800 -0.050900 0.002300 0.998701 0.997002 -0.057317 0.051938 -0.007581
1331	0.108300 -0.001100 0.006800 0.050900 -0.002300 -0.998701 0.060100 0.998201 0.000800 0.997002 -0.057317 0.051938 1.018577
1342	0.101000 0.004400 0.041000 0.353004 0.007800 -0.935611 0.038200 0.999012 0.022700 0.937037 -0.044573 0.346356 -0.007333
1343	0.101000 0.004400 0.041000 0.038200 0.999012 0.022700 -0.353004 -0.007800 0.935611 0.937037 -0.044573 0.346356 -0.006688
1341	0.101000 0.004400 0.041000 0.353004 0.007800 -0.935611 0.038200 0.999012 0.022700 0.937037 -0.044573 0.346356 1.000968
1412	0.102000 0.063000 -0.026000 -0.014301 0.003500 -0.999948 -0.281114 0.959646 0.007400 0.959047 0.283176 -0.005301 -0.010054
1413	0.102000 0.063000 -0.026000 -0.281114 0.959646 0.007400 0.014301 -0.003500 0.999948 0.959047 0.283176 -0.005301 -0.003395
1411	0.102000 0.063000 -0.026000 -0.014301 0.003500 -0.999948 -0.281114 0.959646 0.007400 0.959047 0.283176 -0.005301 1.011524
1423	0.106500 0.046900 -0.060000 0.012000 0.008300 -0.999894 -0.179699 0.983694 0.006000 0.984020 0.176784 0.021095 -0.006136
1422	0.106500 0.046900 -0.060000 -0.179699 0.983694 0.006000 -0.012000 -0.008300 0.999894 0.984020 0.176784 0.021095 -0.005391
1421	0.106500 0.046900 -0.060000 0.012000 0.008300 -0.999894 -0.179699 0.983694 0.006000 0.984020 0.176784 0.021095 0.997744
1433	0.109800 0.013100 -0.062200 0.012400 0.004400 -0.999913 -0.012800 0.999913 0.004200 0.999683 0.007745 0.023686 -0.004833
1432	0.109800 0.013100 -0.062200 -0.012800 0.999913 0.004200 -0.012400 -0.004400 0.999913 0.999683 0.007745 0.023686 -0.005211
1431	0.109800 0.013100 -0.062200 0.012400 0.004400 -0.999913 -0.012800 0.999913 0.004200 0.999683 0.007745 0.023686 1.004515
1442	0.108300 0.030100 -0.026200 -0.009900 0.004100 -0.999888 -0.095799 0.995388 0.005100 0.994565 0.103589 -0.010141 -0.007362
1443	0.108300 0.030100 -0.026200 -0.095799 0.995388 0.005100 0.009900 -0.004100 0.999888 0.994565 0.103589 -0.010141 -0.008994
1441	0.108300 0.030100 -0.026200 -0.009900 0.004100 -0.999888 -0.095799 0.995388 0.005100 0.994565 0.103589 -0.010141 0.998474
1512	-0.108800 -0.003200 -0.028400 0.020599 0.000800 -0.999771 0.080298 -0.996771 0.000800 -0.995784 -0.088767 -0.023019 -0.004284
1513	-0.108800 -0.003200 -0.028400 0.080298 -0.996771 0.000800 -0.020599 -0.000800 0.999771 -0.995784 -0.088767 -0.023019 -0.006180
1511	-0.108800 -0.003200 -0.028400 0.020599 0.000800 -0.999771 0.080298 -0.996771 0.000800 -0.995784 -0.088767 -0.023019 0.999096
1522	-0.101700 -0.036000 -0.028100 0.028399 0.002900 -0.999575 0.340892 -0.940077 0.007000 -0.936065 -0.350500 -0.030405 -0.002629
1523	-0.101700 -0.036000 -0.028100 0.340892 -0.940077 0.007000 -0.028399 -0.002900 0.999575 -0.936065 -0.350500 -0.030405 -0.006204
1521	-0.101700 -0.036000 -0.028100 0.028399 0.002900 -0.999575 0.340892 -0.940077 0.007000 -0.936065 -0.350500 -0.030405 1.000050
1533	-0.095100 -0.052400 -0.062300 -0.014600 0.000600 -0.999893 0.465497 -0.884994 -0.007300 -0.891131 -0.453345 0.018837 -0.003666
1532	-0.095100 -0.052400 -0.062300 0.465497 -0.884994 -0.007300 0.014600 -0.000600 0.999893 -0.891131 -0.453345 0.018837 -0.006987
1531	-0.095100 -0.052400 -0.062300 -0.014600 0.000600 -0.999893 0.465497 -0.884994 -0.007300 -0.891131 -0.453345 0.018837 0.995645
1543	-0.106800 -0.020500 -0.062500 -0.013500 0.001800 -0.999907 0.201801 -0.979407 -0.004500 -0.981083 -0.192357 0.021637 -0.003508
1542	-0.106800 -0.020500 -0.062500 0.201801 -0.979407 -0.004500 0.013500 -0.001800 0.999907 -0.981083 -0.192357 0.021637 -0.006737
1541	-0.106800 -0.020500 -0.062500 -0.013500 0.001800 -0.999907 0.201801 -0.979407 -0.004500 -0.981083 -0.192357 0.021637 1.004659
1613	-0.101700 -0.033900 0.005600 -0.068397 -0.031599 -0.997158 0.340386 -0.940260 0.006500 -0.941771 -0.328603 0.071311 -0.004439
1612	-0.101700 -0.033900 0.005600 0.340386 -0.940260 0.006500 0.068397 0.031599 0.997158 -0.941771 -0.328603 0.071311 -0.007552
1611	-0.101700 -0.033900 0.005600 -0.068397 -0.031599 -0.997158 0.340386 -0.940260 0.006500 -0.941771 -0.328603 0.071311 0.991040
1622	-0.095200 -0.030800 0.039100 -0.325001 -0.058300 -0.943902 0.308901 -0.949902 -0.047600 -0.894389 -0.308983 0.323412 -0.005286
1623	-0.095200 -0.030800 0.039100 0.308901 -0.949902 -0.047600 0.325001 0.058300 0.943902 -0.894389 -0.308983 0.323412 -0.004702
1621	-0.095200 -0.030800 0.039100 -0.325001 -0.058300 -0.943902 0.308901 -0.949902 -0.047600 -0.894389 -0.308983 0.323412 1.004372
1632	-0.078100 -0.062800 0.039400 -0.261799 -0.201399 -0.943897 0.596898 -0.802297 0.005600 -0.756812 -0.564968 0.328699 -0.005414
1633	-0.078100 -0.062800 0.039400 0.596898 -0.802297 0.005600 0.261799 0.201399 0.943897 -0.756812 -0.564968 0.328699 -0.004220
1631	-0.078100 -0.062800 0.039400 -0.261799 -0.201399 -0.943897 0.596898 -0.802297 0.005600 -0.756812 -0.564968 0.328699 1.000872
1643	-0.086600 -0.064000 0.005500 -0.060699 -0.048399 -0.996982 0.570290 -0.821385 0.005100 -0.819813 -0.567025 0.079908 -0.004975
1642	-0.086600 -0.064000 0.005500 0.570290 -0.821385 0.005100 0.060699 0.048399 0.996982 -0.819813 -0.567025 0.079908 -0.007468
1641	-0.086600 -0.064000 0.005500 -0.060699 -0.048399 -0.996982 0.570290 -0.821385 0.005100 -0.819813 -0.567025 0.079908 1.005648
1713	-0.075800 -0.079700 -0.062100 0.000000 -0.015300 -0.999883 0.678188 -0.734787 0.011200 -0.740406 -0.672067 0.010604 -0.002097
1712	-0.075800 -0.079700 -0.062100 0.678188 -0.734787 0.011200 0.000000 0.015300 0.999883 -0.740406 -0.672067 0.010604 -0.006739
1711	-0.075800 -0.079700 -0.062100 0.000000 -0.015300 -0.999883 0.678188 -0.734787 0.011200 -0.740406 -0.672067 0.010604 1.001967
1722	-0.086100 -0.066000 -0.028200 0.022801 0.009400 -0.999727 0.571015 -0.820922 0.005300 -0.815348 -0.578407 -0.025454 -0.000227
