name	type	units	description	sampling_frequency	low_cutoff	high_cutoff	notch	software_filters	status
MLF61-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLF62-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLF63-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLF64-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLF65-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLF66-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLF67-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLO11-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLO12-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLO13-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLO14-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLO21-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLO22-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLO23-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLO24-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLO31-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLO32-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLO33-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLO34-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLO41-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLO42-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLO43-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLO44-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLO51-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLO52-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLO53-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLP11-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLP12-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLP21-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLP22-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLP23-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLP31-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLP32-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLP33-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLP34-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLP35-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLP41-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLP42-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLP43-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLP44-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLP45-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLP51-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLP52-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLP53-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLP54-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLP55-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLP56-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLP57-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT11-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT12-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT13-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT14-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT15-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT16-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT21-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT22-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT23-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT24-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT25-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT26-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT27-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT31-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT32-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT33-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT34-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT35-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT36-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT37-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT41-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT42-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT43-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT44-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT45-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT46-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT47-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT51-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT52-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT53-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT54-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT55-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT56-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MLT57-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC11-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC12-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC13-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC14-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC15-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC16-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC17-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC21-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC22-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC23-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC24-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC25-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC31-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC32-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC41-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC42-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC51-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC52-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC53-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC54-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC55-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC61-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC62-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRC63-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF11-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF12-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF13-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF14-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF21-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF22-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF23-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF24-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF25-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF31-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF32-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF33-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF34-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF35-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF41-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF42-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF43-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF44-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF45-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF46-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF51-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF52-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF53-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF54-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF55-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF56-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF61-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF62-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF63-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF64-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF65-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF66-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRF67-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRO11-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRO12-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRO13-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRO14-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRO21-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRO22-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRO23-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
MRO24-4408	MEGGRADAXIAL	T	Sensor 1st-order gradiometer channel located in head shell	2400	0	600	0	SpatialCompensation	good
