onset	duration	trial_type	congruent_incorrect	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
165.0	1.0	incongruent_correct	n/a	1	2	incongruent	409	n/a
167.5	1.0	incongruent_correct	n/a	1	2	incongruent	391	n/a
170.0	1.0	incongruent_correct	n/a	1	2	incongruent	407	n/a
172.5	1.0	incongruent_correct	n/a	1	2	incongruent	485	n/a
175.0	1.0	congruent_correct	n/a	1	1	congruent	372	n/a
177.5	1.0	congruent_correct	n/a	1	1	congruent	386	n/a
185.0	1.0	incongruent_correct	n/a	1	2	incongruent	536	n/a
187.5	1.0	congruent_correct	n/a	1	1	congruent	327	n/a
190.0	1.0	congruent_correct	n/a	1	1	congruent	413	n/a
192.5	1.0	incongruent_correct	n/a	1	2	incongruent	381	n/a
195.0	1.0	incongruent_correct	n/a	1	2	incongruent	339	n/a
197.5	1.0	incongruent_incorrect	n/a	0	2	incongruent	330	n/a
200.0	1.0	incongruent_correct	n/a	1	2	incongruent	408	n/a
202.5	1.0	congruent_correct	n/a	1	1	congruent	520	n/a
210.0	1.0	incongruent_correct	n/a	1	2	incongruent	541	n/a
212.5	1.0	incongruent_correct	n/a	1	2	incongruent	387	n/a
215.0	1.0	congruent_correct	n/a	1	1	congruent	371	n/a
217.5	1.0	incongruent_correct	n/a	1	2	incongruent	457	n/a
225.0	1.0	congruent_correct	n/a	1	1	congruent	766	n/a
227.5	1.0	congruent_correct	n/a	1	1	congruent	357	n/a
230.0	1.0	congruent_correct	n/a	1	1	congruent	364	n/a
232.5	1.0	congruent_correct	n/a	1	1	congruent	347	n/a
235.0	1.0	incongruent_correct	n/a	1	2	incongruent	473	n/a
237.5	1.0	congruent_correct	n/a	1	1	congruent	369	n/a
240.0	1.0	congruent_correct	n/a	1	1	congruent	343	n/a
242.5	1.0	incongruent_correct	n/a	1	2	incongruent	414	n/a
245.0	1.0	incongruent_correct	n/a	1	2	incongruent	420	n/a
247.5	1.0	congruent_correct	n/a	1	1	congruent	500	n/a
250.0	1.0	incongruent_correct	n/a	1	2	incongruent	434	n/a
252.5	1.0	congruent_correct	n/a	1	1	congruent	457	n/a
260.0	1.0	incongruent_correct	n/a	1	2	incongruent	534	n/a
262.5	1.0	congruent_correct	n/a	1	1	congruent	421	n/a
270.0	1.0	congruent_correct	n/a	1	1	congruent	570	n/a
272.5	1.0	congruent_correct	n/a	1	1	congruent	361	n/a
275.0	1.0	incongruent_correct	n/a	1	2	incongruent	408	n/a
277.5	1.0	congruent_correct	n/a	1	1	congruent	806	n/a
285.0	1.0	congruent_correct	n/a	1	1	congruent	539	n/a
287.5	1.0	incongruent_correct	n/a	1	2	incongruent	403	n/a
290.0	1.0	congruent_correct	n/a	1	1	congruent	345	n/a
292.5	1.0	incongruent_correct	n/a	1	2	incongruent	393	n/a
295.0	1.0	incongruent_correct	n/a	1	2	incongruent	391	n/a
297.5	1.0	incongruent_correct	n/a	1	2	incongruent	374	n/a
