onset	duration	trial_type	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
227.5	1.0	congruent_correct	1	1	congruent	352	n/a
230.0	1.0	congruent_correct	1	1	congruent	487	n/a
232.5	1.0	congruent_correct	1	1	congruent	303	n/a
235.0	1.0	incongruent_correct	1	2	incongruent	469	n/a
237.5	1.0	congruent_correct	1	1	congruent	387	n/a
240.0	1.0	congruent_correct	1	1	congruent	322	n/a
242.5	1.0	incongruent_correct	1	2	incongruent	425	n/a
245.0	1.0	incongruent_correct	1	2	incongruent	392	n/a
247.5	1.0	congruent_correct	1	1	congruent	366	n/a
250.0	1.0	incongruent_correct	1	2	incongruent	406	n/a
252.5	1.0	congruent_correct	1	1	congruent	333	n/a
260.0	1.0	incongruent_correct	1	2	incongruent	473	n/a
262.5	1.0	congruent_correct	1	1	congruent	345	n/a
270.0	1.0	congruent_correct	1	1	congruent	341	n/a
272.5	1.0	congruent_correct	1	1	congruent	349	n/a
275.0	1.0	incongruent_incorrect	0	2	incongruent	371	n/a
277.5	1.0	congruent_correct	1	1	congruent	386	n/a
285.0	1.0	congruent_correct	1	1	congruent	438	n/a
287.5	1.0	incongruent_correct	1	2	incongruent	382	n/a
290.0	1.0	congruent_correct	1	1	congruent	308	n/a
292.5	1.0	incongruent_correct	1	2	incongruent	500	n/a
295.0	1.0	incongruent_correct	1	2	incongruent	442	n/a
297.5	1.0	incongruent_correct	1	2	incongruent	481	n/a
