onset	duration	trial_type	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
162.5	1.0	congruent_correct	1	1	congruent	367	n/a
170.0	1.0	incongruent_correct	1	2	incongruent	477	n/a
172.5	1.0	congruent_correct	1	1	congruent	427	n/a
175.0	1.0	congruent_correct	1	1	congruent	379	n/a
177.5	1.0	incongruent_correct	1	2	incongruent	442	n/a
185.0	1.0	incongruent_correct	1	2	incongruent	454	n/a
187.5	1.0	incongruent_correct	1	2	incongruent	446	n/a
190.0	1.0	incongruent_correct	1	2	incongruent	580	n/a
192.5	1.0	incongruent_correct	1	2	incongruent	347	n/a
195.0	1.0	congruent_incorrect	0	1	congruent	410	n/a
197.5	1.0	congruent_correct	1	1	congruent	321	n/a
200.0	1.0	congruent_correct	1	1	congruent	335	n/a
202.5	1.0	incongruent_correct	1	2	incongruent	414	n/a
205.0	1.0	incongruent_correct	1	2	incongruent	397	n/a
207.5	1.0	incongruent_correct	1	2	incongruent	420	n/a
215.0	1.0	incongruent_correct	1	2	incongruent	496	n/a
217.5	1.0	incongruent_correct	1	2	incongruent	440	n/a
220.0	1.0	congruent_correct	1	1	congruent	358	n/a
222.5	1.0	incongruent_correct	1	2	incongruent	413	n/a
225.0	1.0	incongruent_correct	1	2	incongruent	380	n/a
227.5	1.0	congruent_correct	1	1	congruent	427	n/a
230.0	1.0	congruent_correct	1	1	congruent	281	n/a
232.5	1.0	congruent_correct	1	1	congruent	369	n/a
235.0	1.0	incongruent_correct	1	2	incongruent	383	n/a
237.5	1.0	congruent_correct	1	1	congruent	366	n/a
240.0	1.0	incongruent_incorrect	0	2	incongruent	357	n/a
242.5	1.0	congruent_correct	1	1	congruent	444	n/a
245.0	1.0	congruent_correct	1	1	congruent	483	n/a
247.5	1.0	incongruent_correct	1	2	incongruent	473	n/a
250.0	1.0	congruent_correct	1	1	congruent	385	n/a
252.5	1.0	congruent_correct	1	1	congruent	551	n/a
255.0	1.0	incongruent_correct	1	2	incongruent	422	n/a
257.5	1.0	congruent_correct	1	1	congruent	412	n/a
270.0	1.0	incongruent_correct	1	2	incongruent	703	n/a
272.5	1.0	congruent_correct	1	1	congruent	374	n/a
275.0	1.0	congruent_correct	1	1	congruent	357	n/a
277.5	1.0	incongruent_correct	1	2	incongruent	355	n/a
280.0	1.0	incongruent_correct	1	2	incongruent	459	n/a
282.5	1.0	congruent_correct	1	1	congruent	409	n/a
290.0	1.0	congruent_incorrect	0	1	congruent	590	n/a
292.5	1.0	incongruent_correct	1	2	incongruent	421	n/a
295.0	1.0	incongruent_correct	1	2	incongruent	340	n/a
297.5	1.0	congruent_correct	1	1	congruent	354	n/a
