onset	duration	trial_type	congruent_incorrect	incongruent_incorrect	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
270.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	637	n/a
272.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	381	n/a
275.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	363	n/a
277.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	458	n/a
280.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	352	n/a
282.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	368	n/a
290.0	1.0	congruent_correct	n/a	n/a	1	1	congruent	516	n/a
292.5	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	435	n/a
295.0	1.0	incongruent_correct	n/a	n/a	1	2	incongruent	530	n/a
297.5	1.0	congruent_correct	n/a	n/a	1	1	congruent	337	n/a
