filename	"cjdh	2	NR	NR"	"mist	1	NR	NR"
func/sub-43task-onebacktask_run-02_bold.nii.gz	"hdrg	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"hdrg	2	34	419"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"tgdjz	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"bzcrn	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"gjss	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"nsxrr	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"jdjrq	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"jdjrq	2	34	506"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"gxkz	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"vhjb	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"dclm	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"bfzqz	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"dbwq	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"cjczd	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"tlqv	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_1	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_2	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_2	4	34	486"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_4	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_5	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_6	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_7	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_8	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_9	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_10	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_10	4	34	778"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_12	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_13	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_14	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_15	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_16	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"goat	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"goat	3	34	544"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"camera	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"wheel	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"camel	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"donkey	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"candle	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"zip	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"stool	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"stool	3	34	530"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"ruler	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"wool	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"tap	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"mouse	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"tiger	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"belt	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"claw	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"hare	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"hare	1	34	598"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"spree	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scorn	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"kite	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"brute	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"waltz	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"waltz	1	34	531"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"keel	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"peck	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"code	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"ulcer	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"babe	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"haste	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"yoke	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"parrot	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"dice	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"bib	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"drum	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"drum	3	34	381"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"peach	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"clock	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"car	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"pig	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"basin	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"saw	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"cow	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"cow	3	34	397"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"flower	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"key	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"ball	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"hndzg	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"wkmmz	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"kksl	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"bcrf	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"qwmfm	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"xrvz	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"xrvz	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"zbrhx	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"xhqb	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"xhqb	2	34	473"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"dhhhh	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"sxjxn	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"jkcwt	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"vmxhv	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"tvgvn	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"hcbd	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"feast	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"baron	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"watt	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"gilt	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"graft	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"haul	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"haul	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"harem	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"hump	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"hump	1	34	438"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"olive	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"token	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"burro	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"lunge	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"cargo	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"loop	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_17	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_18	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_19	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_20	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_20	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_22	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_23	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_24	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_25	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_26	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_27	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_28	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_29	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_29	4	34	414"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_31	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_32	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_33	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_34	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_35	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_36	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_37	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_38	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_38	4	34	801"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_40	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_41	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_42	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_43	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_44	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_44	4	34	606"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_46	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_47	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_48	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"pjbnw	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"gvmh	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"thgj	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"jxlgl	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"jxlgl	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"qtfkb	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"tvpr	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"mhbpc	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"kxdkr	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"cmqjj	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"hdlmk	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"phrxq	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"kpbq	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"nrlr	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"rtlg	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"rtlg	2	34	478"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"gable	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"disc	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"roar	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"giant	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"giant	1	34	514"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"oxide	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"pare	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"plumb	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"clang	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"fleet	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"delta	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"badge	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"loot	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"lily	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"crew	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"crew	1	34	526"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"truck	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"boot	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"sofa	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"sofa	3	34	447"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"torch	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"sword	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"whale	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"pram	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"snake	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"apple	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"apple	3	34	892"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"lion	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"train	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"hammer	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"guitar	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"vase	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"fmrpj	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"lczj	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"xjbq	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"wdfgs	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"pdps	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"pdps	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"hbtnm	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"kgfzt	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"cxpnp	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"kmssf	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"xzhdv	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"vfkxq	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"vfkxq	2	34	470"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"krrv	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"hdlrw	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"gcgqw	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"dogma	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"sine	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"pane	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"knoll	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"trim	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"trim	1	34	652"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"valor	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"gaudy	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"arise	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scout	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"manor	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"comet	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"comet	1	34	373"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"hive	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"quack	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"bloom	1	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"shirt	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"bomb	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"bear	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"pipe	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"fence	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"plant	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"plant	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"cot	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"gate	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"basket	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"basket	3	34	598"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"bottle	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"wasp	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"book	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"rake	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"chips	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_49	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_50	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_51	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_52	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_52	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_54	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_55	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_56	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_57	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_57	4	34	797"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_59	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_60	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_61	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_62	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_63	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_64	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"balloon	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"fork	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"wall	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"mole	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"rat	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"pear	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"rope	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"rope	3	34	777"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"grater	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"fly	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"leaf	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"piano	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"lamp	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"anchor	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"potato	3	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"potato	3	34	546"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_65	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_66	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_67	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_68	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_69	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_70	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_71	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_71	4	34	985"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_73	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_74	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_75	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_75	4	34	906"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_77	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_78	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_79	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"scram_80	4	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"xhvzz	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"vzpm	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"vzpm	2	34	812"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"kvwx	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"spbxz	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"cghm	2	NR	NR"	n/a
func/sub-43task-onebacktask_run-02_bold.nii.gz	"jkxfm	2	NR	NR"	n/a
