onset	duration	trial_type	TrialType	Stimulus	SSD	Response	RT	CorrectGo	SuccStop
169.0	1.5	go	0	0	0.0	49	0.552	1	0
171.0	1.5	go	0	1	0.0	50	0.536	1	0
173.625	1.5	successful stop	1	0	0.25	0	0.0	0	1
176.5	1.5	go	0	0	0.0	49	0.46	1	0
178.5	1.5	go	0	1	0.0	50	0.315	1	0
180.5	1.5	go	0	0	0.0	49	0.417	1	0
182.75	1.5	go	0	0	0.0	49	0.418	1	0
185.75	1.5	go	0	1	0.0	50	0.393	1	0
189.75	1.5	failed stop	1	1	0.3	50	0.338	1	0
192.25	1.5	failed stop	1	1	0.25	50	0.35	1	0
194.75	1.5	go	0	0	0.0	49	0.353	1	0
197.375	1.5	go	0	0	0.0	49	0.393	1	0
200.25	1.5	go	0	1	0.0	50	0.294	1	0
202.875	1.5	successful stop	1	1	0.2	0	0.0	0	1
206.0	1.5	go	0	0	0.0	49	0.343	1	0
210.625	1.5	go	0	0	0.0	49	0.535	1	0
212.875	1.5	go	0	1	0.0	50	0.396	1	0
215.375	1.5	go	0	0	0.0	49	0.392	1	0
218.25	1.5	successful stop	1	1	0.25	0	0.0	0	1
220.375	1.5	go	0	1	0.0	50	0.545	1	0
222.75	1.5	go	0	0	0.0	49	0.537	1	0
225.625	1.5	failed stop	1	1	0.25	50	0.348	1	0
229.5	1.5	go	0	1	0.0	50	0.412	1	0
233.375	1.5	go	0	0	0.0	49	0.417	1	0
236.0	1.5	go	0	0	0.0	49	0.376	1	0
238.0	1.5	failed stop	1	1	0.3	50	0.432	1	0
242.75	1.5	go	0	0	0.0	49	0.378	1	0
246.125	1.5	go	0	1	0.0	50	0.403	1	0
248.625	1.5	go	0	0	0.0	49	0.439	1	0
250.75	1.5	go	0	0	0.0	49	0.514	1	0
256.0	1.5	successful stop	1	1	0.2	0	0.0	0	1
260.75	1.5	go	0	0	0.0	49	0.386	1	0
262.875	1.5	go	0	1	0.0	50	0.333	1	0
265.0	1.5	go	0	0	0.0	49	0.368	1	0
267.25	1.5	go	0	0	0.0	49	0.486	1	0
270.0	1.5	go	0	1	0.0	50	0.456	1	0
273.25	1.5	failed stop	1	1	0.25	50	0.382	1	0
275.75	1.5	failed stop	1	0	0.25	49	0.303	1	0
278.0	1.5	go	0	1	0.0	50	0.336	1	0
280.25	1.5	go	0	0	0.0	49	0.334	1	0
282.5	1.5	go	0	1	0.0	50	0.452	1	0
284.5	1.5	go	0	0	0.0	49	0.612	1	0
287.0	1.5	successful stop	1	0	0.25	0	0.0	0	1
289.125	1.5	go	0	1	0.0	50	0.291	1	0
291.25	1.5	go	0	1	0.0	50	0.357	1	0
293.375	1.5	go	0	1	0.0	50	0.48	1	0
295.625	1.5	go	0	1	0.0	50	0.487	1	0
297.875	1.5	go	0	0	0.0	49	0.589	1	0
299.875	1.5	successful stop	1	0	0.2	0	0.0	0	1
302.625	1.5	go	0	0	0.0	49	0.431	1	0
307.0	1.5	successful stop	1	0	0.2	0	0.0	0	1
311.625	1.5	go	0	1	0.0	50	0.327	1	0
314.125	1.5	go	0	1	0.0	50	0.386	1	0
316.875	1.5	go	0	0	0.0	49	0.466	1	0
320.0	1.5	go	0	0	0.0	49	0.432	1	0
322.0	1.5	go	0	1	0.0	50	0.447	1	0
325.75	1.5	failed stop	1	1	0.3	50	0.378	1	0
329.875	1.5	failed stop	1	1	0.25	50	0.421	1	0
332.75	1.5	go	0	1	0.0	50	0.449	1	0
334.75	1.5	go	0	0	0.0	49	0.57	1	0
338.625	1.5	go	0	0	0.0	49	0.423	1	0
342.0	1.5	successful stop	1	1	0.25	0	0.0	0	1
344.875	1.5	go	0	0	0.0	49	0.38	1	0
346.875	1.5	go	0	1	0.0	50	0.54	1	0
350.125	1.5	go	0	0	0.0	49	0.402	1	0
352.125	1.5	successful stop	1	1	0.2	0	0.0	0	1
354.375	1.5	go	0	1	0.0	50	0.4	1	0
357.375	1.5	go	0	0	0.0	49	0.376	1	0
359.375	1.5	go	0	0	0.0	49	0.36	1	0
